geo,gender,age_group,stage,population_pred,year,operator
Ontario,Women+,45 to 49 years,after_aging,476484.0,2023,fixed20
Ontario,Women+,50 to 54 years,after_aging,492236.80000000005,2023,fixed20
Ontario,Women+,55 to 59 years,after_aging,521818.80000000005,2023,fixed20
Ontario,Women+,60 to 64 years,after_aging,516124.80000000005,2023,fixed20
Ontario,Women+,65 to 69 years,after_aging,459263.80000000005,2023,fixed20
Ontario,Women+,70 to 74 years,after_aging,385863.8,2023,fixed20
Ontario,Women+,75 to 79 years,after_aging,296372.0,2023,fixed20
Ontario,Women+,80 to 84 years,after_aging,208029.80000000002,2023,fixed20
Ontario,Women+,85 to 89 years,after_aging,137917.80000000002,2023,fixed20
Ontario,Women+,90 to 94 years,after_aging,80090.20000000001,2023,fixed20
Ontario,Women+,95 to 99 years,after_aging,31983.600000000002,2023,fixed20
Ontario,Women+,100 years and older,after_aging,8082.6,2023,fixed20
Prince Edward Island,Men+,-1 year,after_aging,0.0,2023,fixed20
Prince Edward Island,Men+,0 to 4 years,after_aging,2892.0,2023,fixed20
Prince Edward Island,Men+,5 to 9 years,after_aging,4218.200000000001,2023,fixed20
Prince Edward Island,Men+,10 to 14 years,after_aging,4540.2,2023,fixed20
Prince Edward Island,Men+,15 to 19 years,after_aging,4659.0,2023,fixed20
Prince Edward Island,Men+,20 to 24 years,after_aging,6175.6,2023,fixed20
Prince Edward Island,Men+,25 to 29 years,after_aging,5986.0,2023,fixed20
Prince Edward Island,Men+,30 to 34 years,after_aging,5169.8,2023,fixed20
Prince Edward Island,Men+,35 to 39 years,after_aging,4879.400000000001,2023,fixed20
Prince Edward Island,Men+,40 to 44 years,after_aging,4815.400000000001,2023,fixed20
Prince Edward Island,Men+,45 to 49 years,after_aging,4875.8,2023,fixed20
Prince Edward Island,Men+,50 to 54 years,after_aging,5065.0,2023,fixed20
Prince Edward Island,Men+,55 to 59 years,after_aging,5591.200000000001,2023,fixed20
Prince Edward Island,Men+,60 to 64 years,after_aging,5792.800000000001,2023,fixed20
Prince Edward Island,Men+,65 to 69 years,after_aging,5301.8,2023,fixed20
Prince Edward Island,Men+,70 to 74 years,after_aging,4594.8,2023,fixed20
Prince Edward Island,Men+,75 to 79 years,after_aging,3414.0,2023,fixed20
Prince Edward Island,Men+,80 to 84 years,after_aging,1978.2,2023,fixed20
Prince Edward Island,Men+,85 to 89 years,after_aging,1056.0,2023,fixed20
Prince Edward Island,Men+,90 to 94 years,after_aging,457.40000000000003,2023,fixed20
Prince Edward Island,Men+,95 to 99 years,after_aging,128.60000000000002,2023,fixed20
Prince Edward Island,Men+,100 years and older,after_aging,20.8,2023,fixed20
Prince Edward Island,Women+,-1 year,after_aging,0.0,2023,fixed20
Prince Edward Island,Women+,0 to 4 years,after_aging,2847.2000000000003,2023,fixed20
Prince Edward Island,Women+,5 to 9 years,after_aging,3958.2000000000003,2023,fixed20
Prince Edward Island,Women+,10 to 14 years,after_aging,4410.0,2023,fixed20
Prince Edward Island,Women+,15 to 19 years,after_aging,4643.6,2023,fixed20
Prince Edward Island,Women+,20 to 24 years,after_aging,5961.6,2023,fixed20
Prince Edward Island,Women+,25 to 29 years,after_aging,5515.6,2023,fixed20
Prince Edward Island,Women+,30 to 34 years,after_aging,5228.0,2023,fixed20
Prince Edward Island,Women+,35 to 39 years,after_aging,5269.6,2023,fixed20
Prince Edward Island,Women+,40 to 44 years,after_aging,5224.4,2023,fixed20
Prince Edward Island,Women+,45 to 49 years,after_aging,5154.6,2023,fixed20
Prince Edward Island,Women+,50 to 54 years,after_aging,5358.6,2023,fixed20
Prince Edward Island,Women+,55 to 59 years,after_aging,5885.000000000001,2023,fixed20
Prince Edward Island,Women+,60 to 64 years,after_aging,6158.200000000001,2023,fixed20
Prince Edward Island,Women+,65 to 69 years,after_aging,5838.6,2023,fixed20
Prince Edward Island,Women+,70 to 74 years,after_aging,5041.0,2023,fixed20
Prince Edward Island,Women+,75 to 79 years,after_aging,3784.0000000000005,2023,fixed20
Prince Edward Island,Women+,80 to 84 years,after_aging,2508.4,2023,fixed20
Prince Edward Island,Women+,85 to 89 years,after_aging,1574.6000000000001,2023,fixed20
Prince Edward Island,Women+,90 to 94 years,after_aging,819.2,2023,fixed20
Prince Edward Island,Women+,95 to 99 years,after_aging,314.6,2023,fixed20
Prince Edward Island,Women+,100 years and older,after_aging,93.0,2023,fixed20
Quebec,Men+,-1 year,after_aging,0.0,2023,fixed20
Quebec,Men+,0 to 4 years,after_aging,174796.0,2023,fixed20
Quebec,Men+,5 to 9 years,after_aging,235833.40000000002,2023,fixed20
Quebec,Men+,10 to 14 years,after_aging,243934.40000000002,2023,fixed20
Quebec,Men+,15 to 19 years,after_aging,229687.2,2023,fixed20
Quebec,Men+,20 to 24 years,after_aging,243475.6,2023,fixed20
Quebec,Men+,25 to 29 years,after_aging,278567.2,2023,fixed20
Quebec,Men+,30 to 34 years,after_aging,294409.0,2023,fixed20
Quebec,Men+,35 to 39 years,after_aging,288742.2,2023,fixed20
Quebec,Men+,40 to 44 years,after_aging,300431.0,2023,fixed20
Quebec,Men+,45 to 49 years,after_aging,281136.6,2023,fixed20
Quebec,Men+,50 to 54 years,after_aging,266433.2,2023,fixed20
Quebec,Men+,55 to 59 years,after_aging,294822.4,2023,fixed20
Quebec,Men+,60 to 64 years,after_aging,311511.2,2023,fixed20
Quebec,Men+,65 to 69 years,after_aging,281466.4,2023,fixed20
