model,target,geo,rmse,mae,relative_rmse,n
real_single_age_aging_only,P3_65plus,Newfoundland and Labrador,4506.913375015778,4503.929701899974,0.033437630917845705,3
real_single_age_aging_only,P3_65plus,Nova Scotia,8334.371335871227,8329.8563752291,0.03476807576774158,3
real_single_age_aging_only,P3_65plus,Ontario,95101.24493295496,95082.49340169474,0.03207905114701794,3
real_single_age_aging_only,P3_65plus,Prince Edward Island,1155.5422157794676,1154.112747347329,0.03132031700747542,3
real_single_age_aging_only,P3_65plus,Quebec,61476.69850245151,61473.958214406935,0.03225374862539161,3
real_single_age_aging_only,P3_65plus,Saskatchewan,7546.397643487526,7545.642383659589,0.034521489677436075,3
real_single_age_aging_only,P3_65plus,Yukon,254.4439615911836,253.82694825311168,0.03589616199264288,3
real_single_age_aging_only,P_tot,ALL,146963.85560103258,81787.12121212119,0.03952473500267899,33
real_single_age_aging_only,P_tot,Alberta,177009.76432295103,172205.0,0.036304849634349864,3
real_single_age_aging_only,P_tot,British Columbia,128392.99904200391,112897.0000000003,0.022813327946323195,3
real_single_age_aging_only,P_tot,Manitoba,33670.810028866246,32068.0,0.02267370185160715,3
real_single_age_aging_only,P_tot,New Brunswick,21317.881203346642,20271.0,0.024990892661356914,3
real_single_age_aging_only,P_tot,Newfoundland and Labrador,6614.912143533477,6218.0,0.012133230961579996,3
real_single_age_aging_only,P_tot,Nova Scotia,24731.63367700026,23070.333333333332,0.022977536221063046,3
real_single_age_aging_only,P_tot,Ontario,409280.6666376176,367474.66666666605,0.025561116852961092,3
real_single_age_aging_only,P_tot,Prince Edward Island,5387.778917760701,5152.333333333333,0.030149854044547852,3
real_single_age_aging_only,P_tot,Quebec,138043.98562535542,129444.66666666667,0.015409293422736291,3
real_single_age_aging_only,P_tot,Saskatchewan,30380.081868443645,29387.666666666744,0.02446662829759837,3
real_single_age_aging_only,P_tot,Yukon,1592.0599863070486,1469.6666666666667,0.03380361208646736,3
real_single_age_aging_births,P1_0_14,ALL,16243.824990180652,10269.457554804212,0.028760534028260343,33
real_single_age_aging_births,P1_0_14,Alberta,24327.43825566383,23769.43032367737,0.028178597827942832,3
real_single_age_aging_births,P1_0_14,British Columbia,11956.095143915547,10987.291255516311,0.015993599325689143,3
real_single_age_aging_births,P1_0_14,Manitoba,4324.165597340822,4105.6884340274555,0.01628687607284679,3
real_single_age_aging_births,P1_0_14,New Brunswick,4755.404088816708,4651.341842000703,0.03953491126933312,3
real_single_age_aging_births,P1_0_14,Newfoundland and Labrador,1431.309303190746,1416.3308019714848,0.02100079676018995,3
real_single_age_aging_births,P1_0_14,Nova Scotia,3948.9792052321773,3775.7777495644696,0.02708973620283574,3
real_single_age_aging_births,P1_0_14,Ontario,41310.09356738643,39799.988996804845,0.017527290168299972,3
real_single_age_aging_births,P1_0_14,Prince Edward Island,694.2850829776202,684.5234166645132,0.027578719995403584,3
real_single_age_aging_births,P1_0_14,Quebec,19396.510900114936,18770.878728174914,0.014055259351772901,3
real_single_age_aging_births,P1_0_14,Saskatchewan,5049.3893079235895,4860.682125215409,0.02169696194876716,3
real_single_age_aging_births,P1_0_14,Yukon,160.31595198469742,142.0994292288439,0.021850341009226854,3
real_single_age_aging_births,P2_15_64,ALL,115834.29555785302,60859.687779595355,0.047437920639272324,33
real_single_age_aging_births,P2_15_64,Alberta,120471.78130630599,114786.95739625534,0.03684362278328785,3
real_single_age_aging_births,P2_15_64,British Columbia,108073.44760831067,91658.63869395806,0.028809245430389697,3
real_single_age_aging_births,P2_15_64,Manitoba,23132.680382351016,21183.066696979455,0.02390857747770929,3
real_single_age_aging_births,P2_15_64,New Brunswick,16597.479832580837,15664.364263489222,0.030987821118196975,3
real_single_age_aging_births,P2_15_64,Newfoundland and Labrador,6264.3710748052235,5956.265566595151,0.018303548220170763,3
real_single_age_aging_births,P2_15_64,Nova Scotia,21085.480051651928,19688.078625664657,0.030520965240017902,3
real_single_age_aging_births,P2_15_64,Ontario,330221.36364629207,282031.1710715567,0.030889655604458017,3
real_single_age_aging_births,P2_15_64,Prince Edward Island,4533.852888179507,4278.5893306828175,0.038873480362678084,3
real_single_age_aging_births,P2_15_64,Quebec,103123.68601141236,94080.41281956558,0.018179780889889918,3
real_single_age_aging_births,P2_15_64,Saskatchewan,20071.237421874375,18977.29359177752,0.025394693070692982,3
real_single_age_aging_births,P2_15_64,Yukon,1270.0634131892,1151.727519024269,0.03887314560446866,3
real_single_age_aging_births,P3_65plus,ALL,36208.10073140534,22056.145334399494,0.050877522847773866,33
real_single_age_aging_births,P3_65plus,Alberta,16500.422477156088,16493.05438659938,0.022222591685582292,3
real_single_age_aging_births,P3_65plus,British Columbia,32519.82261324475,32515.263282807467,0.02880202803274942,3
real_single_age_aging_births,P3_65plus,Manitoba,8857.596758063668,8853.75513100692,0.03515356443022149,3
real_single_age_aging_births,P3_65plus,New Brunswick,6424.867473542653,6411.706105489914,0.032592143264029635,3
real_single_age_aging_births,P3_65plus,Newfoundland and Labrador,4506.913375015778,4503.929701899974,0.033437630917845705,3
real_single_age_aging_births,P3_65plus,Nova Scotia,8334.371335871227,8329.8563752291,0.03476807576774158,3
real_single_age_aging_births,P3_65plus,Ontario,95101.24493295496,95082.49340169474,0.03207905114701794,3
real_single_age_aging_births,P3_65plus,Prince Edward Island,1155.5422157794676,1154.112747347329,0.03132031700747542,3
real_single_age_aging_births,P3_65plus,Quebec,61476.69850245151,61473.958214406935,0.03225374862539161,3
real_single_age_aging_births,P3_65plus,Saskatchewan,7546.397643487526,7545.642383659589,0.034521489677436075,3
real_single_age_aging_births,P3_65plus,Yukon,254.4439615911836,253.82694825311168,0.03589616199264288,3
real_single_age_aging_births,P_tot,ALL,102930.8429364397,52961.727272727185,0.027682413978778107,33
real_single_age_aging_births,P_tot,Alberta,129110.0739834038,122063.33333333333,0.026480583374459105,3
real_single_age_aging_births,P_tot,British Columbia,93798.1248604327,82096.66666666635,0.016666386790226532,3
real_single_age_aging_births,P_tot,Manitoba,19448.349998564576,16435.0,0.01309639087967037,3
real_single_age_aging_births,P_tot,New Brunswick,15453.416731152585,13904.0,0.01811599732147975,3
real_single_age_aging_births,P_tot,Newfoundland and Labrador,3680.112770011267,3119.3333333333335,0.006750151360189513,3
real_single_age_aging_births,P_tot,Nova Scotia,17562.320974176506,15134.0,0.01631670885879876,3
real_single_age_aging_births,P_tot,Ontario,291380.53482802556,247742.66666666605,0.01819781022300774,3
real_single_age_aging_births,P_tot,Prince Edward Island,4133.014839879802,3809.0,0.02312823077716733,3
real_single_age_aging_births,P_tot,Quebec,69924.80903084399,60942.666666666664,0.00780542444499781,3
real_single_age_aging_births,P_tot,Saskatchewan,18032.626846912794,16292.333333333334,0.01452259346117789,3
real_single_age_aging_births,P_tot,Yukon,1210.8181806805953,1040.0,0.025708847932238103,3
real_single_age_aging_births_deaths,P1_0_14,ALL,16364.806038630963,10356.94240328906,0.028974737244733872,33
real_single_age_aging_births_deaths,P1_0_14,Alberta,24475.98372081002,23922.43032367737,0.028350658810177357,3
real_single_age_aging_births_deaths,P1_0_14,British Columbia,12048.936252311525,11086.624588849643,0.01611779233944195,3
real_single_age_aging_births_deaths,P1_0_14,Manitoba,4404.65602837175,4191.0217673607885,0.01659004153812335,3
real_single_age_aging_births_deaths,P1_0_14,New Brunswick,4772.234267433048,4669.008508667369,0.03967483200074032,3
real_single_age_aging_births_deaths,P1_0_14,Newfoundland and Labrador,1442.6222926872783,1427.9974686381513,0.02116678589519886,3
real_single_age_aging_births_deaths,P1_0_14,Nova Scotia,3978.436591737783,3807.444416231136,0.027291811926254222,3
real_single_age_aging_births_deaths,P1_0_14,Ontario,41612.30785526007,40114.655663471516,0.017655515428984185,3
real_single_age_aging_births_deaths,P1_0_14,Prince Edward Island,695.5594526142029,685.8567499978466,0.0276293411080267,3
real_single_age_aging_births_deaths,P1_0_14,Quebec,19578.764903683783,18953.54539484158,0.014187325747695887,3
real_single_age_aging_births_deaths,P1_0_14,Saskatchewan,5110.64556096363,4924.682125215409,0.021960176866509428,3
real_single_age_aging_births_deaths,P1_0_14,Yukon,161.14269007700634,143.0994292288439,0.021963021681478307,3
real_single_age_aging_births_deaths,P2_15_64,ALL,123428.49753543237,66531.44535535293,0.050547993946974935,33
real_single_age_aging_births_deaths,P2_15_64,Alberta,128591.31367821891,123299.95739625534,0.039326801704058036,3
real_single_age_aging_births_deaths,P2_15_64,British Columbia,116029.48384099695,100786.30536062473,0.030930093849246897,3
real_single_age_aging_births_deaths,P2_15_64,Manitoba,25851.435050869022,24121.733363646123,0.02671852235053688,3
real_single_age_aging_births_deaths,P2_15_64,New Brunswick,18099.782113677476,17247.697596822556,0.033792649009037265,3
real_single_age_aging_births_deaths,P2_15_64,Newfoundland and Labrador,7358.2060889534205,7094.265566595151,0.021499569287137203,3
real_single_age_aging_births_deaths,P2_15_64,Nova Scotia,22864.955566681343,21577.745292331325,0.03309673350361125,3
real_single_age_aging_births_deaths,P2_15_64,Ontario,350137.18811627163,305065.50440489006,0.03275262701298098,3
real_single_age_aging_births_deaths,P2_15_64,Prince Edward Island,4802.51825618262,4562.9226640161505,0.04117703060234946,3
real_single_age_aging_births_deaths,P2_15_64,Quebec,113490.47490675091,105257.74615289892,0.020007352788630448,3
real_single_age_aging_births_deaths,P2_15_64,Saskatchewan,22539.688127682093,21570.96025844419,0.028517846203533984,3
real_single_age_aging_births_deaths,P2_15_64,Yukon,1370.6395621019333,1261.0608523576022,0.04195150471663606,3
real_single_age_aging_births_deaths,P3_65plus,ALL,3344.4117652652817,2239.186838010163,0.004699373415409847,33
real_single_age_aging_births_deaths,P3_65plus,Alberta,7431.823895877414,7430.945613400622,0.01000910056369067,3
real_single_age_aging_births_deaths,P3_65plus,British Columbia,2818.100398397363,2748.4033838592004,0.002495924028831734,3
real_single_age_aging_births_deaths,P3_65plus,Manitoba,834.0299409134641,763.9115356597564,0.0033100541902569796,3
real_single_age_aging_births_deaths,P3_65plus,New Brunswick,929.1856523877636,830.627227843419,0.004713583902891656,3
real_single_age_aging_births_deaths,P3_65plus,Newfoundland and Labrador,622.770251579214,612.4036314333644,0.0046204486499248,3
real_single_age_aging_births_deaths,P3_65plus,Nova Scotia,923.4990029352973,891.4769581042347,0.003852514126325739,3
real_single_age_aging_births_deaths,P3_65plus,Ontario,4597.070433277743,4399.506598305267,0.0015506595908342175,3
real_single_age_aging_births_deaths,P3_65plus,Prince Edward Island,192.49105456634595,174.22058598600415,0.005217360965089832,3
real_single_age_aging_births_deaths,P3_65plus,Quebec,5932.115967327684,5921.708452259733,0.00311228452222803,3
real_single_age_aging_births_deaths,P3_65plus,Saskatchewan,837.2120206131337,822.0242830070783,0.003829881155595305,3
real_single_age_aging_births_deaths,P3_65plus,Yukon,39.69926706729443,35.826948253111674,0.0056006490101990734,3
real_single_age_aging_births_deaths,P_tot,ALL,141570.2341449234,79121.06060606058,0.03807416433082475,33
real_single_age_aging_births_deaths,P_tot,Alberta,160166.32583453157,154653.33333333334,0.032850246415219976,3
real_single_age_aging_births_deaths,P_tot,British Columbia,130702.62204714952,114621.33333333365,0.02322371003445809,3
real_single_age_aging_births_deaths,P_tot,Manitoba,30853.53366039834,29076.666666666668,0.02077656648844076,3
real_single_age_aging_births_deaths,P_tot,New Brunswick,23714.397792620977,22747.333333333332,0.027800322373082387,3
real_single_age_aging_births_deaths,P_tot,Newfoundland and Labrador,9409.612071352003,9134.666666666666,0.017259336789860906,3
real_single_age_aging_births_deaths,P_tot,Nova Scotia,27725.390180602808,26276.666666666668,0.02575895977750779,3
real_single_age_aging_births_deaths,P_tot,Ontario,394163.31938635034,349579.66666666605,0.024616981663847525,3
real_single_age_aging_births_deaths,P_tot,Prince Edward Island,5656.294104800421,5423.0,0.03165245721768563,3
real_single_age_aging_births_deaths,P_tot,Quebec,138388.63358551767,130133.0,0.01544776508466078,3
real_single_age_aging_births_deaths,P_tot,Saskatchewan,28373.95277950066,27317.666666666668,0.02285099029672941,3
real_single_age_aging_births_deaths,P_tot,Yukon,1501.1450074304391,1368.3333333333333,0.03187324846623529,3
real_single_age_aging_births_deaths_international,P1_0_14,ALL,5013.890481593529,3158.073517074719,0.00887735295701666,33
real_single_age_aging_births_deaths_international,P1_0_14,Alberta,5561.122459219663,5369.43032367737,0.006441476969479426,3
real_single_age_aging_births_deaths_international,P1_0_14,British Columbia,5675.417823988414,5602.70874448369,0.0075919735992514455,3
real_single_age_aging_births_deaths_international,P1_0_14,Manitoba,2683.0957569177763,2619.9782326392015,0.010105822059953959,3
real_single_age_aging_births_deaths_international,P1_0_14,New Brunswick,471.62413453376905,387.8758206353814,0.00392093247240913,3
real_single_age_aging_births_deaths_international,P1_0_14,Newfoundland and Labrador,490.46313451428915,476.33586469518195,0.007196289846882682,3
real_single_age_aging_births_deaths_international,P1_0_14,Nova Scotia,390.13016676719064,293.0526092227762,0.002676267144807652,3
real_single_age_aging_births_deaths_international,P1_0_14,Ontario,13388.743767768574,13166.011003195154,0.005680655179923487,3
real_single_age_aging_births_deaths_international,P1_0_14,Prince Edward Island,37.86174682275339,30.60224546686368,0.0015039621904064954,3
real_single_age_aging_births_deaths_international,P1_0_14,Quebec,4606.217854702962,4546.121271825085,0.003337795488684178,3
real_single_age_aging_births_deaths_international,P1_0_14,Saskatchewan,2258.362917276187,2208.317874784591,0.009704067421729036,3
real_single_age_aging_births_deaths_international,P1_0_14,Yukon,45.80296848809105,38.37469719661507,0.006242737970299993,3
real_single_age_aging_births_deaths_international,P2_15_64,ALL,10787.66506250458,6293.079153863965,0.0044179005591876205,33
real_single_age_aging_births_deaths_international,P2_15_64,Alberta,30620.7736099247,29644.62406292201,0.009364684575785114,3
real_single_age_aging_births_deaths_international,P2_15_64,British Columbia,5126.887120534041,4319.638693958055,0.0013666793520336544,3
real_single_age_aging_births_deaths_international,P2_15_64,Manitoba,4990.990681756526,4770.933303020545,0.005158394333600071,3
real_single_age_aging_births_deaths_international,P2_15_64,New Brunswick,3275.5702310540546,2650.8525846759635,0.006115554012046113,3
real_single_age_aging_births_deaths_international,P2_15_64,Newfoundland and Labrador,752.5873338742816,672.265566595151,0.002198946772304029,3
real_single_age_aging_births_deaths_international,P2_15_64,Nova Scotia,5908.3180834717405,5457.411958997992,0.008552215572558546,3
real_single_age_aging_births_deaths_international,P2_15_64,Ontario,13798.232133402831,11678.828928443292,0.0012907179409740329,3
real_single_age_aging_births_deaths_international,P2_15_64,Prince Edward Island,1029.6413924189715,1021.5893306828171,0.00882819655510946,3
real_single_age_aging_births_deaths_international,P2_15_64,Quebec,6864.567253781882,6530.253847101082,0.001210161636036334,3
real_single_age_aging_births_deaths_international,P2_15_64,Saskatchewan,2513.8128866619163,2135.7064082224774,0.0031805466375660336,3
real_single_age_aging_births_deaths_international,P2_15_64,Yukon,432.7536042747819,341.76600788422974,0.013245396800770748,3
real_single_age_aging_births_deaths_international,P3_65plus,ALL,2344.2277853528863,1424.4345262377856,0.00329397290386539,33
real_single_age_aging_births_deaths_international,P3_65plus,Alberta,3550.702689583385,3524.9456134006227,0.004782048227962108,3
real_single_age_aging_births_deaths_international,P3_65plus,British Columbia,327.91738241540213,325.96493001817726,0.0002904285719230083,3
real_single_age_aging_births_deaths_international,P3_65plus,Manitoba,462.3248492337009,453.0877566151612,0.001834850560388597,3
real_single_age_aging_births_deaths_international,P3_65plus,New Brunswick,849.2485494240262,752.9605611767523,0.004308078027068656,3
real_single_age_aging_births_deaths_international,P3_65plus,Newfoundland and Labrador,543.6962629052116,534.7369647666977,0.004033783979789233,3
real_single_age_aging_births_deaths_international,P3_65plus,Nova Scotia,766.929379127285,733.1436247709013,0.0031993605381175497,3
real_single_age_aging_births_deaths_international,P3_65plus,Ontario,5778.665023744848,5430.826735028066,0.0019492288559301272,3
real_single_age_aging_births_deaths_international,P3_65plus,Prince Edward Island,172.67367315376862,151.8872526526708,0.004680222070790508,3
real_single_age_aging_births_deaths_international,P3_65plus,Quebec,3518.339184115031,3457.708452259734,0.0018458965817558727,3
real_single_age_aging_births_deaths_international,P3_65plus,Saskatchewan,333.3716786490111,251.690949673745,0.0015250305519167937,3
real_single_age_aging_births_deaths_international,P3_65plus,Yukon,55.10896370140678,51.826948253111674,0.0077746010394648644,3
real_single_age_aging_births_deaths_international,P_tot,ALL,15946.263452323676,9413.90909090912,0.004288618005144184,33
real_single_age_aging_births_deaths_international,P_tot,Alberta,39421.336401327986,38539.0,0.008085348827560516,3
real_single_age_aging_births_deaths_international,P_tot,British Columbia,3428.415523240792,3356.9999999996894,0.0006091731500279837,3
real_single_age_aging_births_deaths_international,P_tot,Manitoba,7910.091845231635,7509.666666666667,0.005326603784222954,3
real_single_age_aging_births_deaths_international,P_tot,New Brunswick,4278.48053246321,3555.0,0.005015650791960866,3
real_single_age_aging_births_deaths_international,P_tot,Newfoundland and Labrador,873.8958748043156,730.6666666666666,0.0016029208333081311,3
real_single_age_aging_births_deaths_international,P_tot,Nova Scotia,6749.425679270793,6331.666666666667,0.006270720933451422,3
real_single_age_aging_births_deaths_international,P_tot,Ontario,31932.780049139474,30275.666666667286,0.0019943222067673816,3
real_single_age_aging_births_deaths_international,P_tot,Prince Edward Island,1183.6104370385835,1163.6666666666667,0.006623449563730182,3
real_single_age_aging_births_deaths_international,P_tot,Quebec,7920.809260001994,7618.666666666667,0.0008841679952949648,3
real_single_age_aging_births_deaths_international,P_tot,Saskatchewan,4483.1776305056965,4092.3333333333335,0.0036105314380875946,3
real_single_age_aging_births_deaths_international,P_tot,Yukon,431.08738479957094,379.6666666666667,0.009153116626551487,3
real_single_age_aging_births_deaths_international_interprovincial,P1_0_14,ALL,3278.420986583565,2186.6236571208065,0.0058046142703825606,33
real_single_age_aging_births_deaths_international_interprovincial,P1_0_14,Alberta,2607.4887353901117,2520.767793808753,0.0030202677175983758,3
real_single_age_aging_births_deaths_international_interprovincial,P1_0_14,British Columbia,5518.081811440708,5460.146185367873,0.007381506125222503,3
real_single_age_aging_births_deaths_international_interprovincial,P1_0_14,Manitoba,1380.0304335514168,1367.7999867413891,0.0051978547403066545,3
real_single_age_aging_births_deaths_international_interprovincial,P1_0_14,New Brunswick,586.595567171098,538.5610842644868,0.004876768254801272,3
real_single_age_aging_births_deaths_international_interprovincial,P1_0_14,Newfoundland and Labrador,599.4258833000166,596.1890648331464,0.008795039003741715,3
real_single_age_aging_births_deaths_international_interprovincial,P1_0_14,Nova Scotia,814.2908870947695,766.5690339883537,0.005585981636607141,3
real_single_age_aging_births_deaths_international_interprovincial,P1_0_14,Ontario,7983.2068878791215,7874.147080985674,0.0033871621077105423,3
real_single_age_aging_births_deaths_international_interprovincial,P1_0_14,Prince Edward Island,167.3225104117179,166.38881837450995,0.00664646378945969,3
real_single_age_aging_births_deaths_international_interprovincial,P1_0_14,Quebec,3445.3186930604998,3300.54378307409,0.0024965751845704184,3
real_single_age_aging_births_deaths_international_interprovincial,P1_0_14,Saskatchewan,1441.2096298376634,1420.541650116492,0.006192802454291921,3
real_single_age_aging_births_deaths_international_interprovincial,P1_0_14,Yukon,49.06025539584822,41.2057467741015,0.006686691480966093,3
real_single_age_aging_births_deaths_international_interprovincial,P2_15_64,ALL,3964.228671648426,2032.8970523433616,0.0016234808889364091,33
real_single_age_aging_births_deaths_international_interprovincial,P2_15_64,Alberta,2227.4424132879344,1818.4192648953758,0.000681213867320656,3
real_single_age_aging_births_deaths_international_interprovincial,P2_15_64,British Columbia,5239.680796021395,5137.616090905077,0.0013967468732613293,3
real_single_age_aging_births_deaths_international_interprovincial,P2_15_64,Manitoba,989.9742776003311,883.4401894146189,0.0010231791701494684,3
real_single_age_aging_births_deaths_international_interprovincial,P2_15_64,New Brunswick,469.8341657325845,387.15600196291535,0.0008771896233522795,3
real_single_age_aging_births_deaths_international_interprovincial,P2_15_64,Newfoundland and Labrador,184.38932648943128,162.14748127935067,0.0005387578239510744,3
real_single_age_aging_births_deaths_international_interprovincial,P2_15_64,Nova Scotia,691.087601356397,488.6876140043217,0.001000340547482743,3
real_single_age_aging_births_deaths_international_interprovincial,P2_15_64,Ontario,11667.629451195551,11261.08489792111,0.0010914165318931478,3
real_single_age_aging_births_deaths_international_interprovincial,P2_15_64,Prince Edward Island,122.85883220210027,95.8967849031178,0.0010533977433281054,3
real_single_age_aging_births_deaths_international_interprovincial,P2_15_64,Quebec,1307.9627432364116,1202.7011338832478,0.0002305821000380633,3
real_single_age_aging_births_deaths_international_interprovincial,P2_15_64,Saskatchewan,931.1865796720467,824.2150535911011,0.0011781634029473657,3
real_single_age_aging_births_deaths_international_interprovincial,P2_15_64,Yukon,107.25216371287821,100.50306301673845,0.003282693551447056,3
real_single_age_aging_births_deaths_international_interprovincial,P3_65plus,ALL,1776.5937616781887,1000.8413290936181,0.002496366500179208,33
real_single_age_aging_births_deaths_international_interprovincial,P3_65plus,Alberta,1058.2596504478136,841.5825720013818,0.001425252725606702,3
real_single_age_aging_births_deaths_international_interprovincial,P3_65plus,British Columbia,307.0992118550829,219.8346528117545,0.0002719904168567914,3
real_single_age_aging_births_deaths_international_interprovincial,P3_65plus,Manitoba,489.6660678787836,396.5558965454402,0.0019433609518066412,3
real_single_age_aging_births_deaths_international_interprovincial,P3_65plus,New Brunswick,538.7171686956772,470.7870009191004,0.0027328107876504622,3
real_single_age_aging_births_deaths_international_interprovincial,P3_65plus,Newfoundland and Labrador,460.85730412614447,456.4054542490533,0.003419186294236117,3
real_single_age_aging_births_deaths_international_interprovincial,P3_65plus,Nova Scotia,346.52177648499725,283.2883711766044,0.0014455673852865807,3
real_single_age_aging_births_deaths_international_interprovincial,P3_65plus,Ontario,4078.1119810423243,3715.3716509286314,0.0013756072585101385,3
real_single_age_aging_births_deaths_international_interprovincial,P3_65plus,Prince Edward Island,95.2273792053585,81.31230500129944,0.002581084155796965,3
real_single_age_aging_births_deaths_international_interprovincial,P3_65plus,Quebec,3955.230988904164,3919.9337793621235,0.002075111858298422,3
real_single_age_aging_births_deaths_international_interprovincial,P3_65plus,Saskatchewan,595.5900837130176,563.606208120822,0.002724565799236128,3
real_single_age_aging_births_deaths_international_interprovincial,P3_65plus,Yukon,61.76383556762366,60.57672891358683,0.008713449645091511,3
real_single_age_aging_births_deaths_international_interprovincial,P_tot,ALL,136.76156838239194,75.42067262481005,3.6780912740471295e-05,33
real_single_age_aging_births_deaths_international_interprovincial,P_tot,Alberta,0.0,0.0,0.0,3
real_single_age_aging_births_deaths_international_interprovincial,P_tot,British Columbia,108.42363218937717,102.69544165115803,1.926509931790421e-05,3
real_single_age_aging_births_deaths_international_interprovincial,P_tot,Manitoba,88.11046351720168,87.80390078132041,5.933300618794793e-05,3
real_single_age_aging_births_deaths_international_interprovincial,P_tot,New Brunswick,5.571174549966067,3.2165191261253008,6.531072382279165e-06,3
real_single_age_aging_births_deaths_international_interprovincial,P_tot,Newfoundland and Labrador,7.970395129053337,6.4819431573074935,1.461949045693579e-05,3
real_single_age_aging_births_deaths_international_interprovincial,P_tot,Nova Scotia,7.294670857993422,4.211580183512221,6.777294458155949e-06,3
real_single_age_aging_births_deaths_international_interprovincial,P_tot,Ontario,339.5823049486975,328.43383399397135,2.120819204410894e-05,3
real_single_age_aging_births_deaths_international_interprovincial,P_tot,Prince Edward Island,0.6649514293310839,0.4027253007613278,3.7210488490827302e-06,3
real_single_age_aging_births_deaths_international_interprovincial,P_tot,Quebec,263.7862324854138,262.38165360316634,2.944539335655977e-05,3
real_single_age_aging_births_deaths_international_interprovincial,P_tot,Saskatchewan,34.24307362060357,32.72038840463696,2.7577692439099545e-05,3
real_single_age_aging_births_deaths_international_interprovincial,P_tot,Yukon,1.3148043050440288,1.2794126709510845,2.7916746278147994e-05,3
fixed20_all_components,P1_0_14,ALL,2070.3950576708803,1335.9413415130614,0.0036657417538098684,33
fixed20_all_components,P1_0_14,Alberta,1414.2720771024944,1251.9981174861703,0.0016381586775040852,3
fixed20_all_components,P1_0_14,British Columbia,4383.280938319205,4307.904107550935,0.005863489560392486,3
fixed20_all_components,P1_0_14,Manitoba,997.4282580896091,978.9550874355482,0.0037567919325409006,3
fixed20_all_components,P1_0_14,New Brunswick,422.62085597704294,353.0362595985304,0.0035135348604579974,3
fixed20_all_components,P1_0_14,Newfoundland and Labrador,489.3393235711383,485.3865334713046,0.007179800800691634,3
fixed20_all_components,P1_0_14,Nova Scotia,607.0264090913622,541.9467835528097,0.004164161023854475,3
fixed20_all_components,P1_0_14,Ontario,4530.6920424227765,4322.669411123886,0.0019223087442591753,3
fixed20_all_components,P1_0_14,Prince Edward Island,127.933463535273,126.64556837235675,0.005081833464935901,3
fixed20_all_components,P1_0_14,Quebec,1548.159555380709,1221.1104451247957,0.0011218401175786903,3
