model,target,geo,rmse,mae,relative_rmse,n
fixed20_all_components,P1_0_14,Saskatchewan,1102.359258250033,1074.2237753319107,0.004736780117664894,3
fixed20_all_components,P1_0_14,Yukon,40.47839426859902,31.478667595428607,0.005517022525364457,3
fixed20_all_components,P2_15_64,ALL,5704.6499037163685,3060.326862184007,0.0023362401273651382,33
fixed20_all_components,P2_15_64,Alberta,3235.7186458327033,2967.728535306485,0.0009895727939541214,3
fixed20_all_components,P2_15_64,British Columbia,7215.86900794261,7143.310730280199,0.0019235413123563142,3
fixed20_all_components,P2_15_64,Manitoba,1333.953217995778,1256.1734924350942,0.0013786955656217108,3
fixed20_all_components,P2_15_64,New Brunswick,634.4109330191662,508.2038198978601,0.0011844576831017287,3
fixed20_all_components,P2_15_64,Newfoundland and Labrador,418.03284517746346,398.10276749829063,0.0012214289747448889,3
fixed20_all_components,P2_15_64,Nova Scotia,1077.673658665387,960.2756550062913,0.0015599189677273824,3
fixed20_all_components,P2_15_64,Ontario,16837.642759874063,16578.51382636341,0.0015750313071824962,3
fixed20_all_components,P2_15_64,Prince Edward Island,179.2151431664012,161.7741208869605,0.0015365995590057634,3
fixed20_all_components,P2_15_64,Quebec,2624.3166783263646,2440.0821972101307,0.00046264349193624813,3
fixed20_all_components,P2_15_64,Saskatchewan,1215.132191486257,1133.8547951468888,0.0015374193625691428,3
fixed20_all_components,P2_15_64,Yukon,121.40274846616099,115.57554399246874,0.0037158040054530174,3
fixed20_all_components,P3_65plus,ALL,4000.0905253824176,1835.2050416992279,0.005620695175590579,33
fixed20_all_components,P3_65plus,Alberta,1881.8975223440173,1715.7304178205475,0.002534519361007781,3
fixed20_all_components,P3_65plus,British Columbia,2944.3999629507425,2938.10206438081,0.002607784528258595,3
fixed20_all_components,P3_65plus,Manitoba,461.1706172368644,380.7312177256584,0.0018302697051096211,3
fixed20_all_components,P3_65plus,New Brunswick,277.0155765917082,269.6749163084314,0.0014052478741116232,3
fixed20_all_components,P3_65plus,Newfoundland and Labrador,103.17923105223052,80.80182281568705,0.0007655059592308074,3
fixed20_all_components,P3_65plus,Nova Scotia,473.9416384086676,422.5404516370424,0.0019771183847734834,3
fixed20_all_components,P3_65plus,Ontario,12676.451268543673,12584.278249233961,0.004275953788964323,3
fixed20_all_components,P3_65plus,Prince Edward Island,74.16739743093994,58.174682819767135,0.0020102652827698906,3
fixed20_all_components,P3_65plus,Quebec,1587.7048573236618,1496.3080062311299,0.0008329893212692377,3
fixed20_all_components,P3_65plus,Saskatchewan,214.3491769249082,154.63051572466307,0.0009805543317699368,3
fixed20_all_components,P3_65plus,Yukon,87.08874169684107,86.28311399380891,0.012286208562921383,3
fixed20_all_components,P_tot,ALL,136.7615683826969,75.42067262498644,3.6780912740553315e-05,33
fixed20_all_components,P_tot,Alberta,0.0,0.0,0.0,3
fixed20_all_components,P_tot,British Columbia,108.42363218993464,102.69544165177892,1.9265099318003263e-05,3
fixed20_all_components,P_tot,Manitoba,88.1104635173482,87.80390078147563,5.933300618804659e-05,3
fixed20_all_components,P_tot,New Brunswick,5.571174550033279,3.216519126164106,6.531072382357958e-06,3
fixed20_all_components,P_tot,Newfoundland and Labrador,7.9703951290185096,6.481943157268688,1.4619490456871908e-05,3
fixed20_all_components,P_tot,Nova Scotia,7.294670857993422,4.211580183512221,6.777294458155949e-06,3
fixed20_all_components,P_tot,Ontario,339.58230494983684,328.4338339952131,2.1208192044180093e-05,3
fixed20_all_components,P_tot,Prince Edward Island,0.6649514293310839,0.4027253007613278,3.7210488490827302e-06,3
fixed20_all_components,P_tot,Quebec,263.7862324854138,262.38165360316634,2.944539335655977e-05,3
fixed20_all_components,P_tot,Saskatchewan,34.24307362055863,32.720388404559344,2.757769243906336e-05,3
fixed20_all_components,P_tot,Yukon,1.3148043050452525,1.2794126709510845,2.7916746278173974e-05,3
last_slope,P1_0_14,ALL,7079.000102736647,3945.060606060606,0.012533736571521112,33
last_slope,P1_0_14,Alberta,10325.90163940499,9983.333333333334,0.01196054539116737,3
last_slope,P1_0_14,British Columbia,5709.0682835876705,4386.0,0.0076369876244392326,3
last_slope,P1_0_14,Manitoba,2298.316847898334,1864.3333333333333,0.008656560632385438,3
last_slope,P1_0_14,New Brunswick,1433.0100022912145,1127.0,0.011913587621687741,3
last_slope,P1_0_14,Newfoundland and Labrador,221.81073012818834,156.0,0.003254504146844521,3
last_slope,P1_0_14,Nova Scotia,1538.3863840617762,1140.0,0.01055322886153756,3
last_slope,P1_0_14,Ontario,18473.96930819146,17044.0,0.00783824466765606,3
last_slope,P1_0_14,Prince Edward Island,240.39550744554276,229.33333333333334,0.009549103891963194,3
last_slope,P1_0_14,Quebec,7368.842084524995,5177.666666666667,0.005339670993077623,3
last_slope,P1_0_14,Saskatchewan,2571.162512690839,2212.0,0.011048150934689999,3
last_slope,P1_0_14,Yukon,96.48143171961466,76.0,0.013149983878917085,3
last_slope,P2_15_64,ALL,79130.94499491257,36379.78787878788,0.032406701924513025,33
last_slope,P2_15_64,Alberta,71527.46250683487,68128.0,0.02187508824616047,3
last_slope,P2_15_64,British Columbia,70917.53944077116,49971.666666666664,0.018904558374719677,3
last_slope,P2_15_64,Manitoba,13810.961033420761,11631.333333333334,0.014274196783572442,3
last_slope,P2_15_64,New Brunswick,8334.981503678739,7237.333333333333,0.01556157431518417,3
last_slope,P2_15_64,Newfoundland and Labrador,3077.6896638008625,2653.6666666666665,0.008992545380120504,3
last_slope,P2_15_64,Nova Scotia,10082.732516535387,7807.666666666667,0.014594627578207094,3
last_slope,P2_15_64,Ontario,231917.1795893238,178147.33333333334,0.021694059182508895,3
last_slope,P2_15_64,Prince Edward Island,1944.5504193343338,1721.6666666666667,0.016672672096906774,3
last_slope,P2_15_64,Quebec,66233.16004087379,59269.0,0.011676312045855728,3
last_slope,P2_15_64,Saskatchewan,13600.944746597568,12805.333333333334,0.017208297129447468,3
last_slope,P2_15_64,Yukon,877.9741833713942,804.6666666666666,0.026872373389183222,3
last_slope,P3_65plus,ALL,1920.0865984258485,879.8181818181819,0.002697994310880385,33
last_slope,P3_65plus,Alberta,2736.7149407029347,1797.3333333333333,0.003685778274542453,3
last_slope,P3_65plus,British Columbia,1147.327474321666,942.3333333333334,0.001016160465300245,3
last_slope,P3_65plus,Manitoba,619.4763918019798,596.3333333333334,0.002458545342153574,3
last_slope,P3_65plus,New Brunswick,338.4538373249741,323.6666666666667,0.0017169126055566265,3
last_slope,P3_65plus,Newfoundland and Labrador,220.15146301277824,188.0,0.0016333447647458427,3
last_slope,P3_65plus,Nova Scotia,178.8789162161563,176.33333333333334,0.0007462201360631712,3
last_slope,P3_65plus,Ontario,5508.1956815881795,4387.0,0.001857995561698692,3
last_slope,P3_65plus,Prince Edward Island,93.92905123904247,82.0,0.002545893711926198,3
last_slope,P3_65plus,Quebec,768.3883566704187,750.6666666666666,0.0004031349357795645,3
last_slope,P3_65plus,Saskatchewan,475.3153339275587,382.0,0.0021743610884151815,3
last_slope,P3_65plus,Yukon,62.72957835024878,52.333333333333336,0.008849693630413654,3
last_slope,P_tot,ALL,85872.02975711045,40309.27272727273,0.02309458476311306,33
last_slope,P_tot,Alberta,83616.7007839941,79797.33333333333,0.017149854757982544,3
last_slope,P_tot,British Columbia,76010.54081726648,51433.333333333336,0.0135058251460766,3
last_slope,P_tot,Manitoba,16192.107130739141,13425.333333333334,0.010903658365121414,3
last_slope,P_tot,New Brunswick,9858.962521482674,8308.0,0.01155763425907613,3
last_slope,P_tot,Newfoundland and Labrador,3501.300187073368,2972.3333333333335,0.006422169019601193,3
last_slope,P_tot,Nova Scotia,11491.008339857155,8308.666666666666,0.010676005628821466,3
last_slope,P_tot,Ontario,249681.1607223634,199273.66666666666,0.015593527487234351,3
last_slope,P_tot,Prince Edward Island,1968.6966077416128,1684.3333333333333,0.011016768929723631,3
last_slope,P_tot,Quebec,72319.56431929975,62263.333333333336,0.008072741320472655,3
last_slope,P_tot,Saskatchewan,16288.997063457693,15015.333333333334,0.01311835952971076,3
last_slope,P_tot,Yukon,1005.4997099286835,920.3333333333334,0.021349397912026516,3
last_value,P1_0_14,ALL,8774.143271654228,5022.575757575758,0.015535075407780327,33
last_value,P1_0_14,Alberta,16872.07354377839,16111.666666666666,0.019543010238775027,3
last_value,P1_0_14,British Columbia,4442.113686073331,4433.333333333333,0.005942189786802752,3
last_value,P1_0_14,Manitoba,2531.8208204110074,2108.0,0.009536048287800405,3
last_value,P1_0_14,New Brunswick,2770.331267796928,2566.6666666666665,0.023031649637636542,3
last_value,P1_0_14,Newfoundland and Labrador,332.07830401879613,282.0,0.004872398268928122,3
last_value,P1_0_14,Nova Scotia,2016.9047242412485,1768.0,0.013835833030864548,3
last_value,P1_0_14,Ontario,21683.844385471257,18736.666666666668,0.0092001493990434,3
last_value,P1_0_14,Prince Edward Island,254.69066204581065,217.33333333333334,0.010116942774977914,3
last_value,P1_0_14,Quebec,6814.293360283222,6652.666666666667,0.004937829332866109,3
last_value,P1_0_14,Saskatchewan,2734.61161166749,2277.3333333333335,0.011750483170291575,3
last_value,P1_0_14,Yukon,112.0267825120404,94.66666666666667,0.01526874506092959,3
last_value,P2_15_64,ALL,105663.10117954512,53541.78787878788,0.04327248492439115,33
last_value,P2_15_64,Alberta,124179.87922633307,118828.66666666667,0.03797766230297926,3
last_value,P2_15_64,British Columbia,93445.07118979933,78503.0,0.024909744712910867,3
last_value,P2_15_64,Manitoba,23771.98234617102,21966.0,0.024569322375447282,3
last_value,P2_15_64,New Brunswick,12986.500131546862,11824.333333333334,0.02424605103226931,3
last_value,P2_15_64,Newfoundland and Labrador,3279.7546148047927,2687.6666666666665,0.009582948715130775,3
last_value,P2_15_64,Nova Scotia,16260.8396974654,14443.0,0.023537359451342568,3
last_value,P2_15_64,Ontario,301176.5651407825,246650.66666666666,0.02817273925165335,3
last_value,P2_15_64,Prince Edward Island,4032.9861145310183,3741.0,0.03457902371180062,3
last_value,P2_15_64,Quebec,80486.84865864733,69079.66666666667,0.014189109502641397,3
last_value,P2_15_64,Saskatchewan,21140.338731124124,20171.0,0.02674735006135191,3
last_value,P2_15_64,Yukon,1188.9496765352742,1064.6666666666667,0.0363904773670199,3
last_value,P3_65plus,ALL,39243.16415941029,24498.272727272728,0.05514221792383541,33
last_value,P3_65plus,Alberta,37265.80063096279,37264.666666666664,0.050189179847044414,3
last_value,P3_65plus,British Columbia,37699.07888353065,37690.666666666664,0.033389171267190446,3
last_value,P3_65plus,Manitoba,8086.784156882141,8077.333333333333,0.03209440389499015,3
last_value,P3_65plus,New Brunswick,5888.772424424862,5880.0,0.02987263399540502,3
last_value,P3_65plus,Newfoundland and Labrador,3849.6051312656296,3846.3333333333335,0.028560938462291713,3
last_value,P3_65plus,Nova Scotia,7149.268121050341,7148.0,0.0298242405695011,3
last_value,P3_65plus,Ontario,102172.31961413685,102087.33333333333,0.03446422882289307,3
last_value,P3_65plus,Prince Edward Island,1195.3203196911975,1194.0,0.03239847997500603,3
last_value,P3_65plus,Quebec,58941.15751889054,58937.666666666664,0.03092347709967049,3
last_value,P3_65plus,Saskatchewan,7038.920229694324,7037.333333333333,0.032200001050751714,3
last_value,P3_65plus,Yukon,318.5493159099022,317.6666666666667,0.04493994581376471,3
last_value,P_tot,ALL,146963.85560103276,81787.12121212122,0.039524735002679036,33
last_value,P_tot,Alberta,177009.76432295103,172205.0,0.036304849634349864,3
last_value,P_tot,British Columbia,128392.99904200384,112897.0,0.02281332794632318,3
last_value,P_tot,Manitoba,33670.810028866246,32068.0,0.02267370185160715,3
last_value,P_tot,New Brunswick,21317.881203346642,20271.0,0.024990892661356914,3
last_value,P_tot,Newfoundland and Labrador,6614.912143533477,6218.0,0.012133230961579996,3
last_value,P_tot,Nova Scotia,24731.63367700026,23070.333333333332,0.022977536221063046,3
last_value,P_tot,Ontario,409280.66663761844,367474.6666666667,0.02556111685296114,3
last_value,P_tot,Prince Edward Island,5387.778917760701,5152.333333333333,0.030149854044547852,3
last_value,P_tot,Quebec,138043.98562535542,129444.66666666667,0.015409293422736291,3
last_value,P_tot,Saskatchewan,30380.081868443565,29387.666666666668,0.024466628297598308,3
last_value,P_tot,Yukon,1592.0599863070486,1469.6666666666667,0.03380361208646736,3
