geo,geography_level,component,gender,age_group,period,start_year,end_year,value
"Gaspésie-Îles-de-la-Madeleine, Quebec",economic_region,deaths,Men+,All ages,2024 / 2025,2024,2025,632.0
"Gaspésie-Îles-de-la-Madeleine, Quebec",economic_region,deaths,Women+,All ages,2024 / 2025,2024,2025,598.0
"Gaspésie-Îles-de-la-Madeleine, Quebec",economic_region,immigrants,Men+,All ages,2024 / 2025,2024,2025,44.0
"Gaspésie-Îles-de-la-Madeleine, Quebec",economic_region,immigrants,Women+,All ages,2024 / 2025,2024,2025,45.0
"Gaspésie-Îles-de-la-Madeleine, Quebec",economic_region,emigrants,Men+,All ages,2024 / 2025,2024,2025,14.0
"Gaspésie-Îles-de-la-Madeleine, Quebec",economic_region,emigrants,Women+,All ages,2024 / 2025,2024,2025,10.0
"Gaspésie-Îles-de-la-Madeleine, Quebec",economic_region,returning_emigrants,Men+,All ages,2024 / 2025,2024,2025,9.0
"Gaspésie-Îles-de-la-Madeleine, Quebec",economic_region,returning_emigrants,Women+,All ages,2024 / 2025,2024,2025,7.0
"Gaspésie-Îles-de-la-Madeleine, Quebec",economic_region,net_temporary_emigration,Men+,All ages,2024 / 2025,2024,2025,
"Gaspésie-Îles-de-la-Madeleine, Quebec",economic_region,net_temporary_emigration,Women+,All ages,2024 / 2025,2024,2025,
"Gaspésie-Îles-de-la-Madeleine, Quebec",economic_region,net_interprovincial_migration,Men+,All ages,2024 / 2025,2024,2025,11.0
"Gaspésie-Îles-de-la-Madeleine, Quebec",economic_region,net_interprovincial_migration,Women+,All ages,2024 / 2025,2024,2025,8.0
"Gaspésie-Îles-de-la-Madeleine, Quebec",economic_region,net_intraprovincial_migration,Men+,All ages,2024 / 2025,2024,2025,235.0
"Gaspésie-Îles-de-la-Madeleine, Quebec",economic_region,net_intraprovincial_migration,Women+,All ages,2024 / 2025,2024,2025,202.0
"Gaspésie-Îles-de-la-Madeleine, Quebec",economic_region,net_non_permanent_residents,Men+,All ages,2024 / 2025,2024,2025,0.0
"Gaspésie-Îles-de-la-Madeleine, Quebec",economic_region,net_non_permanent_residents,Women+,All ages,2024 / 2025,2024,2025,38.0
"Gaspésie-Îles-de-la-Madeleine, Quebec",economic_region,residual_deviation,Men+,All ages,2024 / 2025,2024,2025,
"Gaspésie-Îles-de-la-Madeleine, Quebec",economic_region,residual_deviation,Women+,All ages,2024 / 2025,2024,2025,
"Bas-Saint-Laurent, Quebec",economic_region,births,Men+,All ages,2024 / 2025,2024,2025,719.0
"Bas-Saint-Laurent, Quebec",economic_region,births,Women+,All ages,2024 / 2025,2024,2025,664.0
"Bas-Saint-Laurent, Quebec",economic_region,deaths,Men+,All ages,2024 / 2025,2024,2025,1216.0
"Bas-Saint-Laurent, Quebec",economic_region,deaths,Women+,All ages,2024 / 2025,2024,2025,1209.0
"Bas-Saint-Laurent, Quebec",economic_region,immigrants,Men+,All ages,2024 / 2025,2024,2025,256.0
"Bas-Saint-Laurent, Quebec",economic_region,immigrants,Women+,All ages,2024 / 2025,2024,2025,244.0
"Bas-Saint-Laurent, Quebec",economic_region,emigrants,Men+,All ages,2024 / 2025,2024,2025,39.0
"Bas-Saint-Laurent, Quebec",economic_region,emigrants,Women+,All ages,2024 / 2025,2024,2025,62.0
"Bas-Saint-Laurent, Quebec",economic_region,returning_emigrants,Men+,All ages,2024 / 2025,2024,2025,16.0
"Bas-Saint-Laurent, Quebec",economic_region,returning_emigrants,Women+,All ages,2024 / 2025,2024,2025,18.0
"Bas-Saint-Laurent, Quebec",economic_region,net_temporary_emigration,Men+,All ages,2024 / 2025,2024,2025,
"Bas-Saint-Laurent, Quebec",economic_region,net_temporary_emigration,Women+,All ages,2024 / 2025,2024,2025,
"Bas-Saint-Laurent, Quebec",economic_region,net_interprovincial_migration,Men+,All ages,2024 / 2025,2024,2025,12.0
"Bas-Saint-Laurent, Quebec",economic_region,net_interprovincial_migration,Women+,All ages,2024 / 2025,2024,2025,28.0
"Bas-Saint-Laurent, Quebec",economic_region,net_intraprovincial_migration,Men+,All ages,2024 / 2025,2024,2025,336.0
"Bas-Saint-Laurent, Quebec",economic_region,net_intraprovincial_migration,Women+,All ages,2024 / 2025,2024,2025,309.0
"Bas-Saint-Laurent, Quebec",economic_region,net_non_permanent_residents,Men+,All ages,2024 / 2025,2024,2025,332.0
"Bas-Saint-Laurent, Quebec",economic_region,net_non_permanent_residents,Women+,All ages,2024 / 2025,2024,2025,204.0
"Bas-Saint-Laurent, Quebec",economic_region,residual_deviation,Men+,All ages,2024 / 2025,2024,2025,
"Bas-Saint-Laurent, Quebec",economic_region,residual_deviation,Women+,All ages,2024 / 2025,2024,2025,
"Capitale-Nationale, Quebec",economic_region,births,Men+,All ages,2024 / 2025,2024,2025,3642.0
"Capitale-Nationale, Quebec",economic_region,births,Women+,All ages,2024 / 2025,2024,2025,3629.0
"Capitale-Nationale, Quebec",economic_region,deaths,Men+,All ages,2024 / 2025,2024,2025,3712.0
"Capitale-Nationale, Quebec",economic_region,deaths,Women+,All ages,2024 / 2025,2024,2025,3911.0
"Capitale-Nationale, Quebec",economic_region,immigrants,Men+,All ages,2024 / 2025,2024,2025,3722.0
"Capitale-Nationale, Quebec",economic_region,immigrants,Women+,All ages,2024 / 2025,2024,2025,3635.0
"Capitale-Nationale, Quebec",economic_region,emigrants,Men+,All ages,2024 / 2025,2024,2025,491.0
"Capitale-Nationale, Quebec",economic_region,emigrants,Women+,All ages,2024 / 2025,2024,2025,442.0
"Capitale-Nationale, Quebec",economic_region,returning_emigrants,Men+,All ages,2024 / 2025,2024,2025,237.0
"Capitale-Nationale, Quebec",economic_region,returning_emigrants,Women+,All ages,2024 / 2025,2024,2025,245.0
"Capitale-Nationale, Quebec",economic_region,net_temporary_emigration,Men+,All ages,2024 / 2025,2024,2025,
"Capitale-Nationale, Quebec",economic_region,net_temporary_emigration,Women+,All ages,2024 / 2025,2024,2025,
"Capitale-Nationale, Quebec",economic_region,net_interprovincial_migration,Men+,All ages,2024 / 2025,2024,2025,139.0
"Capitale-Nationale, Quebec",economic_region,net_interprovincial_migration,Women+,All ages,2024 / 2025,2024,2025,235.0
"Capitale-Nationale, Quebec",economic_region,net_intraprovincial_migration,Men+,All ages,2024 / 2025,2024,2025,241.0
"Capitale-Nationale, Quebec",economic_region,net_intraprovincial_migration,Women+,All ages,2024 / 2025,2024,2025,423.0
"Capitale-Nationale, Quebec",economic_region,net_non_permanent_residents,Men+,All ages,2024 / 2025,2024,2025,-695.0
"Capitale-Nationale, Quebec",economic_region,net_non_permanent_residents,Women+,All ages,2024 / 2025,2024,2025,364.0
"Capitale-Nationale, Quebec",economic_region,residual_deviation,Men+,All ages,2024 / 2025,2024,2025,
"Capitale-Nationale, Quebec",economic_region,residual_deviation,Women+,All ages,2024 / 2025,2024,2025,
"Chaudière-Appalaches, Quebec",economic_region,births,Men+,All ages,2024 / 2025,2024,2025,1941.0
"Chaudière-Appalaches, Quebec",economic_region,births,Women+,All ages,2024 / 2025,2024,2025,1941.0
"Chaudière-Appalaches, Quebec",economic_region,deaths,Men+,All ages,2024 / 2025,2024,2025,2059.0
"Chaudière-Appalaches, Quebec",economic_region,deaths,Women+,All ages,2024 / 2025,2024,2025,2218.0
"Chaudière-Appalaches, Quebec",economic_region,immigrants,Men+,All ages,2024 / 2025,2024,2025,1075.0
"Chaudière-Appalaches, Quebec",economic_region,immigrants,Women+,All ages,2024 / 2025,2024,2025,1007.0
"Chaudière-Appalaches, Quebec",economic_region,emigrants,Men+,All ages,2024 / 2025,2024,2025,110.0
"Chaudière-Appalaches, Quebec",economic_region,emigrants,Women+,All ages,2024 / 2025,2024,2025,110.0
"Chaudière-Appalaches, Quebec",economic_region,returning_emigrants,Men+,All ages,2024 / 2025,2024,2025,70.0
"Chaudière-Appalaches, Quebec",economic_region,returning_emigrants,Women+,All ages,2024 / 2025,2024,2025,58.0
"Chaudière-Appalaches, Quebec",economic_region,net_temporary_emigration,Men+,All ages,2024 / 2025,2024,2025,
"Chaudière-Appalaches, Quebec",economic_region,net_temporary_emigration,Women+,All ages,2024 / 2025,2024,2025,
"Chaudière-Appalaches, Quebec",economic_region,net_interprovincial_migration,Men+,All ages,2024 / 2025,2024,2025,41.0
"Chaudière-Appalaches, Quebec",economic_region,net_interprovincial_migration,Women+,All ages,2024 / 2025,2024,2025,76.0
"Chaudière-Appalaches, Quebec",economic_region,net_intraprovincial_migration,Men+,All ages,2024 / 2025,2024,2025,1708.0
"Chaudière-Appalaches, Quebec",economic_region,net_intraprovincial_migration,Women+,All ages,2024 / 2025,2024,2025,1705.0
"Chaudière-Appalaches, Quebec",economic_region,net_non_permanent_residents,Men+,All ages,2024 / 2025,2024,2025,-264.0
"Chaudière-Appalaches, Quebec",economic_region,net_non_permanent_residents,Women+,All ages,2024 / 2025,2024,2025,-106.0
"Chaudière-Appalaches, Quebec",economic_region,residual_deviation,Men+,All ages,2024 / 2025,2024,2025,
"Chaudière-Appalaches, Quebec",economic_region,residual_deviation,Women+,All ages,2024 / 2025,2024,2025,
"Estrie, Quebec",economic_region,births,Men+,All ages,2024 / 2025,2024,2025,1484.0
"Estrie, Quebec",economic_region,births,Women+,All ages,2024 / 2025,2024,2025,1346.0
"Estrie, Quebec",economic_region,deaths,Men+,All ages,2024 / 2025,2024,2025,1771.0
"Estrie, Quebec",economic_region,deaths,Women+,All ages,2024 / 2025,2024,2025,1700.0
"Estrie, Quebec",economic_region,immigrants,Men+,All ages,2024 / 2025,2024,2025,788.0
"Estrie, Quebec",economic_region,immigrants,Women+,All ages,2024 / 2025,2024,2025,747.0
"Estrie, Quebec",economic_region,emigrants,Men+,All ages,2024 / 2025,2024,2025,171.0
"Estrie, Quebec",economic_region,emigrants,Women+,All ages,2024 / 2025,2024,2025,157.0
"Estrie, Quebec",economic_region,returning_emigrants,Men+,All ages,2024 / 2025,2024,2025,98.0
"Estrie, Quebec",economic_region,returning_emigrants,Women+,All ages,2024 / 2025,2024,2025,97.0
"Estrie, Quebec",economic_region,net_temporary_emigration,Men+,All ages,2024 / 2025,2024,2025,
"Estrie, Quebec",economic_region,net_temporary_emigration,Women+,All ages,2024 / 2025,2024,2025,
"Estrie, Quebec",economic_region,net_interprovincial_migration,Men+,All ages,2024 / 2025,2024,2025,-23.0
"Estrie, Quebec",economic_region,net_interprovincial_migration,Women+,All ages,2024 / 2025,2024,2025,-3.0
"Estrie, Quebec",economic_region,net_intraprovincial_migration,Men+,All ages,2024 / 2025,2024,2025,819.0
"Estrie, Quebec",economic_region,net_intraprovincial_migration,Women+,All ages,2024 / 2025,2024,2025,861.0
"Estrie, Quebec",economic_region,net_non_permanent_residents,Men+,All ages,2024 / 2025,2024,2025,173.0
"Estrie, Quebec",economic_region,net_non_permanent_residents,Women+,All ages,2024 / 2025,2024,2025,100.0
"Estrie, Quebec",economic_region,residual_deviation,Men+,All ages,2024 / 2025,2024,2025,
"Estrie, Quebec",economic_region,residual_deviation,Women+,All ages,2024 / 2025,2024,2025,
"Centre-du-Québec, Quebec",economic_region,births,Men+,All ages,2024 / 2025,2024,2025,1156.0
"Centre-du-Québec, Quebec",economic_region,births,Women+,All ages,2024 / 2025,2024,2025,1097.0
"Centre-du-Québec, Quebec",economic_region,deaths,Men+,All ages,2024 / 2025,2024,2025,1334.0
"Centre-du-Québec, Quebec",economic_region,deaths,Women+,All ages,2024 / 2025,2024,2025,1322.0
"Centre-du-Québec, Quebec",economic_region,immigrants,Men+,All ages,2024 / 2025,2024,2025,575.0
"Centre-du-Québec, Quebec",economic_region,immigrants,Women+,All ages,2024 / 2025,2024,2025,522.0
"Centre-du-Québec, Quebec",economic_region,emigrants,Men+,All ages,2024 / 2025,2024,2025,60.0
"Centre-du-Québec, Quebec",economic_region,emigrants,Women+,All ages,2024 / 2025,2024,2025,64.0
"Centre-du-Québec, Quebec",economic_region,returning_emigrants,Men+,All ages,2024 / 2025,2024,2025,27.0
"Centre-du-Québec, Quebec",economic_region,returning_emigrants,Women+,All ages,2024 / 2025,2024,2025,32.0
"Centre-du-Québec, Quebec",economic_region,net_temporary_emigration,Men+,All ages,2024 / 2025,2024,2025,
"Centre-du-Québec, Quebec",economic_region,net_temporary_emigration,Women+,All ages,2024 / 2025,2024,2025,
"Centre-du-Québec, Quebec",economic_region,net_interprovincial_migration,Men+,All ages,2024 / 2025,2024,2025,12.0
"Centre-du-Québec, Quebec",economic_region,net_interprovincial_migration,Women+,All ages,2024 / 2025,2024,2025,-6.0
"Centre-du-Québec, Quebec",economic_region,net_intraprovincial_migration,Men+,All ages,2024 / 2025,2024,2025,857.0
"Centre-du-Québec, Quebec",economic_region,net_intraprovincial_migration,Women+,All ages,2024 / 2025,2024,2025,668.0
"Centre-du-Québec, Quebec",economic_region,net_non_permanent_residents,Men+,All ages,2024 / 2025,2024,2025,-97.0
"Centre-du-Québec, Quebec",economic_region,net_non_permanent_residents,Women+,All ages,2024 / 2025,2024,2025,68.0
"Centre-du-Québec, Quebec",economic_region,residual_deviation,Men+,All ages,2024 / 2025,2024,2025,
"Centre-du-Québec, Quebec",economic_region,residual_deviation,Women+,All ages,2024 / 2025,2024,2025,
"Montérégie, Quebec",economic_region,births,Men+,All ages,2024 / 2025,2024,2025,7358.0
"Montérégie, Quebec",economic_region,births,Women+,All ages,2024 / 2025,2024,2025,7120.0
"Montérégie, Quebec",economic_region,deaths,Men+,All ages,2024 / 2025,2024,2025,7320.0
"Montérégie, Quebec",economic_region,deaths,Women+,All ages,2024 / 2025,2024,2025,7357.0
"Montérégie, Quebec",economic_region,immigrants,Men+,All ages,2024 / 2025,2024,2025,3997.0
"Montérégie, Quebec",economic_region,immigrants,Women+,All ages,2024 / 2025,2024,2025,4114.0
"Montérégie, Quebec",economic_region,emigrants,Men+,All ages,2024 / 2025,2024,2025,1265.0
"Montérégie, Quebec",economic_region,emigrants,Women+,All ages,2024 / 2025,2024,2025,1211.0
"Montérégie, Quebec",economic_region,returning_emigrants,Men+,All ages,2024 / 2025,2024,2025,556.0
"Montérégie, Quebec",economic_region,returning_emigrants,Women+,All ages,2024 / 2025,2024,2025,555.0
"Montérégie, Quebec",economic_region,net_temporary_emigration,Men+,All ages,2024 / 2025,2024,2025,
"Montérégie, Quebec",economic_region,net_temporary_emigration,Women+,All ages,2024 / 2025,2024,2025,
"Montérégie, Quebec",economic_region,net_interprovincial_migration,Men+,All ages,2024 / 2025,2024,2025,-262.0
"Montérégie, Quebec",economic_region,net_interprovincial_migration,Women+,All ages,2024 / 2025,2024,2025,-333.0
"Montérégie, Quebec",economic_region,net_intraprovincial_migration,Men+,All ages,2024 / 2025,2024,2025,2053.0
"Montérégie, Quebec",economic_region,net_intraprovincial_migration,Women+,All ages,2024 / 2025,2024,2025,2546.0
"Montérégie, Quebec",economic_region,net_non_permanent_residents,Men+,All ages,2024 / 2025,2024,2025,852.0
"Montérégie, Quebec",economic_region,net_non_permanent_residents,Women+,All ages,2024 / 2025,2024,2025,1073.0
"Montérégie, Quebec",economic_region,residual_deviation,Men+,All ages,2024 / 2025,2024,2025,
"Montérégie, Quebec",economic_region,residual_deviation,Women+,All ages,2024 / 2025,2024,2025,
"Montréal, Quebec",economic_region,births,Men+,All ages,2024 / 2025,2024,2025,9983.0
"Montréal, Quebec",economic_region,births,Women+,All ages,2024 / 2025,2024,2025,9442.0
"Montréal, Quebec",economic_region,deaths,Men+,All ages,2024 / 2025,2024,2025,7988.0
"Montréal, Quebec",economic_region,deaths,Women+,All ages,2024 / 2025,2024,2025,8183.0
"Montréal, Quebec",economic_region,immigrants,Men+,All ages,2024 / 2025,2024,2025,13149.0
"Montréal, Quebec",economic_region,immigrants,Women+,All ages,2024 / 2025,2024,2025,12688.0
"Montréal, Quebec",economic_region,emigrants,Men+,All ages,2024 / 2025,2024,2025,4566.0
"Montréal, Quebec",economic_region,emigrants,Women+,All ages,2024 / 2025,2024,2025,4308.0
"Montréal, Quebec",economic_region,returning_emigrants,Men+,All ages,2024 / 2025,2024,2025,2089.0
"Montréal, Quebec",economic_region,returning_emigrants,Women+,All ages,2024 / 2025,2024,2025,2132.0
"Montréal, Quebec",economic_region,net_temporary_emigration,Men+,All ages,2024 / 2025,2024,2025,
"Montréal, Quebec",economic_region,net_temporary_emigration,Women+,All ages,2024 / 2025,2024,2025,
"Montréal, Quebec",economic_region,net_interprovincial_migration,Men+,All ages,2024 / 2025,2024,2025,-2960.0
"Montréal, Quebec",economic_region,net_interprovincial_migration,Women+,All ages,2024 / 2025,2024,2025,-2413.0
"Montréal, Quebec",economic_region,net_intraprovincial_migration,Men+,All ages,2024 / 2025,2024,2025,-11838.0
"Montréal, Quebec",economic_region,net_intraprovincial_migration,Women+,All ages,2024 / 2025,2024,2025,-12301.0
"Montréal, Quebec",economic_region,net_non_permanent_residents,Men+,All ages,2024 / 2025,2024,2025,6349.0
"Montréal, Quebec",economic_region,net_non_permanent_residents,Women+,All ages,2024 / 2025,2024,2025,4260.0
"Montréal, Quebec",economic_region,residual_deviation,Men+,All ages,2024 / 2025,2024,2025,
"Montréal, Quebec",economic_region,residual_deviation,Women+,All ages,2024 / 2025,2024,2025,
"Laval, Quebec",economic_region,births,Men+,All ages,2024 / 2025,2024,2025,2054.0
"Laval, Quebec",economic_region,births,Women+,All ages,2024 / 2025,2024,2025,1860.0
"Laval, Quebec",economic_region,deaths,Men+,All ages,2024 / 2025,2024,2025,1821.0
"Laval, Quebec",economic_region,deaths,Women+,All ages,2024 / 2025,2024,2025,1832.0
"Laval, Quebec",economic_region,immigrants,Men+,All ages,2024 / 2025,2024,2025,1442.0
"Laval, Quebec",economic_region,immigrants,Women+,All ages,2024 / 2025,2024,2025,1552.0
"Laval, Quebec",economic_region,emigrants,Men+,All ages,2024 / 2025,2024,2025,352.0
"Laval, Quebec",economic_region,emigrants,Women+,All ages,2024 / 2025,2024,2025,386.0
"Laval, Quebec",economic_region,returning_emigrants,Men+,All ages,2024 / 2025,2024,2025,230.0
"Laval, Quebec",economic_region,returning_emigrants,Women+,All ages,2024 / 2025,2024,2025,238.0
"Laval, Quebec",economic_region,net_temporary_emigration,Men+,All ages,2024 / 2025,2024,2025,
"Laval, Quebec",economic_region,net_temporary_emigration,Women+,All ages,2024 / 2025,2024,2025,
"Laval, Quebec",economic_region,net_interprovincial_migration,Men+,All ages,2024 / 2025,2024,2025,-32.0
"Laval, Quebec",economic_region,net_interprovincial_migration,Women+,All ages,2024 / 2025,2024,2025,-6.0
"Laval, Quebec",economic_region,net_intraprovincial_migration,Men+,All ages,2024 / 2025,2024,2025,-774.0
"Laval, Quebec",economic_region,net_intraprovincial_migration,Women+,All ages,2024 / 2025,2024,2025,-1148.0
"Laval, Quebec",economic_region,net_non_permanent_residents,Men+,All ages,2024 / 2025,2024,2025,1225.0
"Laval, Quebec",economic_region,net_non_permanent_residents,Women+,All ages,2024 / 2025,2024,2025,1166.0
"Laval, Quebec",economic_region,residual_deviation,Men+,All ages,2024 / 2025,2024,2025,
"Laval, Quebec",economic_region,residual_deviation,Women+,All ages,2024 / 2025,2024,2025,
"Lanaudière, Quebec",economic_region,births,Men+,All ages,2024 / 2025,2024,2025,2381.0
"Lanaudière, Quebec",economic_region,births,Women+,All ages,2024 / 2025,2024,2025,2252.0
"Lanaudière, Quebec",economic_region,deaths,Men+,All ages,2024 / 2025,2024,2025,2555.0
"Lanaudière, Quebec",economic_region,deaths,Women+,All ages,2024 / 2025,2024,2025,2326.0
"Lanaudière, Quebec",economic_region,immigrants,Men+,All ages,2024 / 2025,2024,2025,662.0
"Lanaudière, Quebec",economic_region,immigrants,Women+,All ages,2024 / 2025,2024,2025,667.0
"Lanaudière, Quebec",economic_region,emigrants,Men+,All ages,2024 / 2025,2024,2025,163.0
"Lanaudière, Quebec",economic_region,emigrants,Women+,All ages,2024 / 2025,2024,2025,167.0
"Lanaudière, Quebec",economic_region,returning_emigrants,Men+,All ages,2024 / 2025,2024,2025,87.0
"Lanaudière, Quebec",economic_region,returning_emigrants,Women+,All ages,2024 / 2025,2024,2025,77.0
"Lanaudière, Quebec",economic_region,net_temporary_emigration,Men+,All ages,2024 / 2025,2024,2025,
"Lanaudière, Quebec",economic_region,net_temporary_emigration,Women+,All ages,2024 / 2025,2024,2025,
"Lanaudière, Quebec",economic_region,net_interprovincial_migration,Men+,All ages,2024 / 2025,2024,2025,-29.0
"Lanaudière, Quebec",economic_region,net_interprovincial_migration,Women+,All ages,2024 / 2025,2024,2025,-12.0
"Lanaudière, Quebec",economic_region,net_intraprovincial_migration,Men+,All ages,2024 / 2025,2024,2025,2831.0
"Lanaudière, Quebec",economic_region,net_intraprovincial_migration,Women+,All ages,2024 / 2025,2024,2025,3265.0
"Lanaudière, Quebec",economic_region,net_non_permanent_residents,Men+,All ages,2024 / 2025,2024,2025,815.0
"Lanaudière, Quebec",economic_region,net_non_permanent_residents,Women+,All ages,2024 / 2025,2024,2025,1079.0
"Lanaudière, Quebec",economic_region,residual_deviation,Men+,All ages,2024 / 2025,2024,2025,
"Lanaudière, Quebec",economic_region,residual_deviation,Women+,All ages,2024 / 2025,2024,2025,
"Laurentides, Quebec",economic_region,births,Men+,All ages,2024 / 2025,2024,2025,2854.0
"Laurentides, Quebec",economic_region,births,Women+,All ages,2024 / 2025,2024,2025,2721.0
"Laurentides, Quebec",economic_region,deaths,Men+,All ages,2024 / 2025,2024,2025,2951.0
"Laurentides, Quebec",economic_region,deaths,Women+,All ages,2024 / 2025,2024,2025,2870.0
"Laurentides, Quebec",economic_region,immigrants,Men+,All ages,2024 / 2025,2024,2025,713.0
"Laurentides, Quebec",economic_region,immigrants,Women+,All ages,2024 / 2025,2024,2025,732.0
"Laurentides, Quebec",economic_region,emigrants,Men+,All ages,2024 / 2025,2024,2025,424.0
"Laurentides, Quebec",economic_region,emigrants,Women+,All ages,2024 / 2025,2024,2025,394.0
"Laurentides, Quebec",economic_region,returning_emigrants,Men+,All ages,2024 / 2025,2024,2025,154.0
"Laurentides, Quebec",economic_region,returning_emigrants,Women+,All ages,2024 / 2025,2024,2025,150.0
"Laurentides, Quebec",economic_region,net_temporary_emigration,Men+,All ages,2024 / 2025,2024,2025,
"Laurentides, Quebec",economic_region,net_temporary_emigration,Women+,All ages,2024 / 2025,2024,2025,
"Laurentides, Quebec",economic_region,net_interprovincial_migration,Men+,All ages,2024 / 2025,2024,2025,9.0
"Laurentides, Quebec",economic_region,net_interprovincial_migration,Women+,All ages,2024 / 2025,2024,2025,53.0
"Laurentides, Quebec",economic_region,net_intraprovincial_migration,Men+,All ages,2024 / 2025,2024,2025,2750.0
"Laurentides, Quebec",economic_region,net_intraprovincial_migration,Women+,All ages,2024 / 2025,2024,2025,2984.0
"Laurentides, Quebec",economic_region,net_non_permanent_residents,Men+,All ages,2024 / 2025,2024,2025,438.0
"Laurentides, Quebec",economic_region,net_non_permanent_residents,Women+,All ages,2024 / 2025,2024,2025,686.0
"Laurentides, Quebec",economic_region,residual_deviation,Men+,All ages,2024 / 2025,2024,2025,
"Laurentides, Quebec",economic_region,residual_deviation,Women+,All ages,2024 / 2025,2024,2025,
"Outaouais, Quebec",economic_region,births,Men+,All ages,2024 / 2025,2024,2025,1980.0
"Outaouais, Quebec",economic_region,births,Women+,All ages,2024 / 2025,2024,2025,1815.0
"Outaouais, Quebec",economic_region,deaths,Men+,All ages,2024 / 2025,2024,2025,1840.0
"Outaouais, Quebec",economic_region,deaths,Women+,All ages,2024 / 2025,2024,2025,1749.0
"Outaouais, Quebec",economic_region,immigrants,Men+,All ages,2024 / 2025,2024,2025,1309.0
"Outaouais, Quebec",economic_region,immigrants,Women+,All ages,2024 / 2025,2024,2025,1338.0
"Outaouais, Quebec",economic_region,emigrants,Men+,All ages,2024 / 2025,2024,2025,249.0
"Outaouais, Quebec",economic_region,emigrants,Women+,All ages,2024 / 2025,2024,2025,263.0
"Outaouais, Quebec",economic_region,returning_emigrants,Men+,All ages,2024 / 2025,2024,2025,135.0
"Outaouais, Quebec",economic_region,returning_emigrants,Women+,All ages,2024 / 2025,2024,2025,160.0
"Outaouais, Quebec",economic_region,net_temporary_emigration,Men+,All ages,2024 / 2025,2024,2025,
"Outaouais, Quebec",economic_region,net_temporary_emigration,Women+,All ages,2024 / 2025,2024,2025,
"Outaouais, Quebec",economic_region,net_interprovincial_migration,Men+,All ages,2024 / 2025,2024,2025,94.0
"Outaouais, Quebec",economic_region,net_interprovincial_migration,Women+,All ages,2024 / 2025,2024,2025,25.0
"Outaouais, Quebec",economic_region,net_intraprovincial_migration,Men+,All ages,2024 / 2025,2024,2025,1.0
"Outaouais, Quebec",economic_region,net_intraprovincial_migration,Women+,All ages,2024 / 2025,2024,2025,53.0
"Outaouais, Quebec",economic_region,net_non_permanent_residents,Men+,All ages,2024 / 2025,2024,2025,301.0
"Outaouais, Quebec",economic_region,net_non_permanent_residents,Women+,All ages,2024 / 2025,2024,2025,623.0
"Outaouais, Quebec",economic_region,residual_deviation,Men+,All ages,2024 / 2025,2024,2025,
"Outaouais, Quebec",economic_region,residual_deviation,Women+,All ages,2024 / 2025,2024,2025,
"Abitibi-Témiscamingue, Quebec",economic_region,births,Men+,All ages,2024 / 2025,2024,2025,685.0
"Abitibi-Témiscamingue, Quebec",economic_region,births,Women+,All ages,2024 / 2025,2024,2025,653.0
"Abitibi-Témiscamingue, Quebec",economic_region,deaths,Men+,All ages,2024 / 2025,2024,2025,866.0
"Abitibi-Témiscamingue, Quebec",economic_region,deaths,Women+,All ages,2024 / 2025,2024,2025,796.0
"Abitibi-Témiscamingue, Quebec",economic_region,immigrants,Men+,All ages,2024 / 2025,2024,2025,212.0
"Abitibi-Témiscamingue, Quebec",economic_region,immigrants,Women+,All ages,2024 / 2025,2024,2025,169.0
"Abitibi-Témiscamingue, Quebec",economic_region,emigrants,Men+,All ages,2024 / 2025,2024,2025,7.0
"Abitibi-Témiscamingue, Quebec",economic_region,emigrants,Women+,All ages,2024 / 2025,2024,2025,12.0
"Abitibi-Témiscamingue, Quebec",economic_region,returning_emigrants,Men+,All ages,2024 / 2025,2024,2025,5.0
"Abitibi-Témiscamingue, Quebec",economic_region,returning_emigrants,Women+,All ages,2024 / 2025,2024,2025,5.0
"Abitibi-Témiscamingue, Quebec",economic_region,net_temporary_emigration,Men+,All ages,2024 / 2025,2024,2025,
"Abitibi-Témiscamingue, Quebec",economic_region,net_temporary_emigration,Women+,All ages,2024 / 2025,2024,2025,
"Abitibi-Témiscamingue, Quebec",economic_region,net_interprovincial_migration,Men+,All ages,2024 / 2025,2024,2025,10.0
"Abitibi-Témiscamingue, Quebec",economic_region,net_interprovincial_migration,Women+,All ages,2024 / 2025,2024,2025,29.0
"Abitibi-Témiscamingue, Quebec",economic_region,net_intraprovincial_migration,Men+,All ages,2024 / 2025,2024,2025,-238.0
"Abitibi-Témiscamingue, Quebec",economic_region,net_intraprovincial_migration,Women+,All ages,2024 / 2025,2024,2025,-269.0
"Abitibi-Témiscamingue, Quebec",economic_region,net_non_permanent_residents,Men+,All ages,2024 / 2025,2024,2025,275.0
"Abitibi-Témiscamingue, Quebec",economic_region,net_non_permanent_residents,Women+,All ages,2024 / 2025,2024,2025,247.0
"Abitibi-Témiscamingue, Quebec",economic_region,residual_deviation,Men+,All ages,2024 / 2025,2024,2025,
"Abitibi-Témiscamingue, Quebec",economic_region,residual_deviation,Women+,All ages,2024 / 2025,2024,2025,
"Mauricie, Quebec",economic_region,births,Men+,All ages,2024 / 2025,2024,2025,1161.0
"Mauricie, Quebec",economic_region,births,Women+,All ages,2024 / 2025,2024,2025,1068.0
"Mauricie, Quebec",economic_region,deaths,Men+,All ages,2024 / 2025,2024,2025,1611.0
"Mauricie, Quebec",economic_region,deaths,Women+,All ages,2024 / 2025,2024,2025,1754.0
