geo,geography_level,component,gender,age_group,period,start_year,end_year,value
"Hamilton-Niagara Peninsula, Ontario",economic_region,net_intraprovincial_migration,Women+,All ages,2024 / 2025,2024,2025,7749.0
"Hamilton-Niagara Peninsula, Ontario",economic_region,net_non_permanent_residents,Men+,All ages,2024 / 2025,2024,2025,772.0
"Hamilton-Niagara Peninsula, Ontario",economic_region,net_non_permanent_residents,Women+,All ages,2024 / 2025,2024,2025,576.0
"Hamilton-Niagara Peninsula, Ontario",economic_region,residual_deviation,Men+,All ages,2024 / 2025,2024,2025,
"Hamilton-Niagara Peninsula, Ontario",economic_region,residual_deviation,Women+,All ages,2024 / 2025,2024,2025,
"London, Ontario",economic_region,births,Men+,All ages,2024 / 2025,2024,2025,4166.0
"London, Ontario",economic_region,births,Women+,All ages,2024 / 2025,2024,2025,3898.0
"London, Ontario",economic_region,deaths,Men+,All ages,2024 / 2025,2024,2025,3684.0
"London, Ontario",economic_region,deaths,Women+,All ages,2024 / 2025,2024,2025,3388.0
"London, Ontario",economic_region,immigrants,Men+,All ages,2024 / 2025,2024,2025,3760.0
"London, Ontario",economic_region,immigrants,Women+,All ages,2024 / 2025,2024,2025,3882.0
"London, Ontario",economic_region,emigrants,Men+,All ages,2024 / 2025,2024,2025,1125.0
"London, Ontario",economic_region,emigrants,Women+,All ages,2024 / 2025,2024,2025,1008.0
"London, Ontario",economic_region,returning_emigrants,Men+,All ages,2024 / 2025,2024,2025,521.0
"London, Ontario",economic_region,returning_emigrants,Women+,All ages,2024 / 2025,2024,2025,544.0
"London, Ontario",economic_region,net_temporary_emigration,Men+,All ages,2024 / 2025,2024,2025,
"London, Ontario",economic_region,net_temporary_emigration,Women+,All ages,2024 / 2025,2024,2025,
"London, Ontario",economic_region,net_interprovincial_migration,Men+,All ages,2024 / 2025,2024,2025,-395.0
"London, Ontario",economic_region,net_interprovincial_migration,Women+,All ages,2024 / 2025,2024,2025,-496.0
"London, Ontario",economic_region,net_intraprovincial_migration,Men+,All ages,2024 / 2025,2024,2025,2439.0
"London, Ontario",economic_region,net_intraprovincial_migration,Women+,All ages,2024 / 2025,2024,2025,2380.0
"London, Ontario",economic_region,net_non_permanent_residents,Men+,All ages,2024 / 2025,2024,2025,-654.0
"London, Ontario",economic_region,net_non_permanent_residents,Women+,All ages,2024 / 2025,2024,2025,-767.0
"London, Ontario",economic_region,residual_deviation,Men+,All ages,2024 / 2025,2024,2025,
"London, Ontario",economic_region,residual_deviation,Women+,All ages,2024 / 2025,2024,2025,
"Windsor-Sarnia, Ontario",economic_region,births,Men+,All ages,2024 / 2025,2024,2025,3149.0
"Windsor-Sarnia, Ontario",economic_region,births,Women+,All ages,2024 / 2025,2024,2025,3094.0
"Windsor-Sarnia, Ontario",economic_region,deaths,Men+,All ages,2024 / 2025,2024,2025,3795.0
"Windsor-Sarnia, Ontario",economic_region,deaths,Women+,All ages,2024 / 2025,2024,2025,3518.0
"Windsor-Sarnia, Ontario",economic_region,immigrants,Men+,All ages,2024 / 2025,2024,2025,2398.0
"Windsor-Sarnia, Ontario",economic_region,immigrants,Women+,All ages,2024 / 2025,2024,2025,2337.0
"Windsor-Sarnia, Ontario",economic_region,emigrants,Men+,All ages,2024 / 2025,2024,2025,1510.0
"Windsor-Sarnia, Ontario",economic_region,emigrants,Women+,All ages,2024 / 2025,2024,2025,1400.0
"Windsor-Sarnia, Ontario",economic_region,returning_emigrants,Men+,All ages,2024 / 2025,2024,2025,549.0
"Windsor-Sarnia, Ontario",economic_region,returning_emigrants,Women+,All ages,2024 / 2025,2024,2025,537.0
"Windsor-Sarnia, Ontario",economic_region,net_temporary_emigration,Men+,All ages,2024 / 2025,2024,2025,
"Windsor-Sarnia, Ontario",economic_region,net_temporary_emigration,Women+,All ages,2024 / 2025,2024,2025,
"Windsor-Sarnia, Ontario",economic_region,net_interprovincial_migration,Men+,All ages,2024 / 2025,2024,2025,-227.0
"Windsor-Sarnia, Ontario",economic_region,net_interprovincial_migration,Women+,All ages,2024 / 2025,2024,2025,-109.0
"Windsor-Sarnia, Ontario",economic_region,net_intraprovincial_migration,Men+,All ages,2024 / 2025,2024,2025,461.0
"Windsor-Sarnia, Ontario",economic_region,net_intraprovincial_migration,Women+,All ages,2024 / 2025,2024,2025,975.0
"Windsor-Sarnia, Ontario",economic_region,net_non_permanent_residents,Men+,All ages,2024 / 2025,2024,2025,2025.0
"Windsor-Sarnia, Ontario",economic_region,net_non_permanent_residents,Women+,All ages,2024 / 2025,2024,2025,1023.0
"Windsor-Sarnia, Ontario",economic_region,residual_deviation,Men+,All ages,2024 / 2025,2024,2025,
"Windsor-Sarnia, Ontario",economic_region,residual_deviation,Women+,All ages,2024 / 2025,2024,2025,
"Stratford-Bruce Peninsula, Ontario",economic_region,births,Men+,All ages,2024 / 2025,2024,2025,1869.0
"Stratford-Bruce Peninsula, Ontario",economic_region,births,Women+,All ages,2024 / 2025,2024,2025,1639.0
"Stratford-Bruce Peninsula, Ontario",economic_region,deaths,Men+,All ages,2024 / 2025,2024,2025,1992.0
"Stratford-Bruce Peninsula, Ontario",economic_region,deaths,Women+,All ages,2024 / 2025,2024,2025,1724.0
"Stratford-Bruce Peninsula, Ontario",economic_region,immigrants,Men+,All ages,2024 / 2025,2024,2025,359.0
"Stratford-Bruce Peninsula, Ontario",economic_region,immigrants,Women+,All ages,2024 / 2025,2024,2025,370.0
"Stratford-Bruce Peninsula, Ontario",economic_region,emigrants,Men+,All ages,2024 / 2025,2024,2025,222.0
"Stratford-Bruce Peninsula, Ontario",economic_region,emigrants,Women+,All ages,2024 / 2025,2024,2025,274.0
"Stratford-Bruce Peninsula, Ontario",economic_region,returning_emigrants,Men+,All ages,2024 / 2025,2024,2025,170.0
"Stratford-Bruce Peninsula, Ontario",economic_region,returning_emigrants,Women+,All ages,2024 / 2025,2024,2025,178.0
"Stratford-Bruce Peninsula, Ontario",economic_region,net_temporary_emigration,Men+,All ages,2024 / 2025,2024,2025,
"Stratford-Bruce Peninsula, Ontario",economic_region,net_temporary_emigration,Women+,All ages,2024 / 2025,2024,2025,
"Stratford-Bruce Peninsula, Ontario",economic_region,net_interprovincial_migration,Men+,All ages,2024 / 2025,2024,2025,-88.0
"Stratford-Bruce Peninsula, Ontario",economic_region,net_interprovincial_migration,Women+,All ages,2024 / 2025,2024,2025,-142.0
"Stratford-Bruce Peninsula, Ontario",economic_region,net_intraprovincial_migration,Men+,All ages,2024 / 2025,2024,2025,2537.0
"Stratford-Bruce Peninsula, Ontario",economic_region,net_intraprovincial_migration,Women+,All ages,2024 / 2025,2024,2025,2551.0
"Stratford-Bruce Peninsula, Ontario",economic_region,net_non_permanent_residents,Men+,All ages,2024 / 2025,2024,2025,-32.0
"Stratford-Bruce Peninsula, Ontario",economic_region,net_non_permanent_residents,Women+,All ages,2024 / 2025,2024,2025,-73.0
"Stratford-Bruce Peninsula, Ontario",economic_region,residual_deviation,Men+,All ages,2024 / 2025,2024,2025,
"Stratford-Bruce Peninsula, Ontario",economic_region,residual_deviation,Women+,All ages,2024 / 2025,2024,2025,
"Northeast, Ontario",economic_region,births,Men+,All ages,2024 / 2025,2024,2025,2392.0
"Northeast, Ontario",economic_region,births,Women+,All ages,2024 / 2025,2024,2025,2262.0
"Northeast, Ontario",economic_region,deaths,Men+,All ages,2024 / 2025,2024,2025,3959.0
"Northeast, Ontario",economic_region,deaths,Women+,All ages,2024 / 2025,2024,2025,3353.0
"Northeast, Ontario",economic_region,immigrants,Men+,All ages,2024 / 2025,2024,2025,1917.0
"Northeast, Ontario",economic_region,immigrants,Women+,All ages,2024 / 2025,2024,2025,1948.0
"Northeast, Ontario",economic_region,emigrants,Men+,All ages,2024 / 2025,2024,2025,353.0
"Northeast, Ontario",economic_region,emigrants,Women+,All ages,2024 / 2025,2024,2025,374.0
"Northeast, Ontario",economic_region,returning_emigrants,Men+,All ages,2024 / 2025,2024,2025,154.0
"Northeast, Ontario",economic_region,returning_emigrants,Women+,All ages,2024 / 2025,2024,2025,171.0
"Northeast, Ontario",economic_region,net_temporary_emigration,Men+,All ages,2024 / 2025,2024,2025,
"Northeast, Ontario",economic_region,net_temporary_emigration,Women+,All ages,2024 / 2025,2024,2025,
"Northeast, Ontario",economic_region,net_interprovincial_migration,Men+,All ages,2024 / 2025,2024,2025,-143.0
"Northeast, Ontario",economic_region,net_interprovincial_migration,Women+,All ages,2024 / 2025,2024,2025,-248.0
"Northeast, Ontario",economic_region,net_intraprovincial_migration,Men+,All ages,2024 / 2025,2024,2025,1794.0
"Northeast, Ontario",economic_region,net_intraprovincial_migration,Women+,All ages,2024 / 2025,2024,2025,1377.0
"Northeast, Ontario",economic_region,net_non_permanent_residents,Men+,All ages,2024 / 2025,2024,2025,-294.0
"Northeast, Ontario",economic_region,net_non_permanent_residents,Women+,All ages,2024 / 2025,2024,2025,-324.0
"Northeast, Ontario",economic_region,residual_deviation,Men+,All ages,2024 / 2025,2024,2025,
"Northeast, Ontario",economic_region,residual_deviation,Women+,All ages,2024 / 2025,2024,2025,
"Northwest, Ontario",economic_region,births,Men+,All ages,2024 / 2025,2024,2025,1184.0
"Northwest, Ontario",economic_region,births,Women+,All ages,2024 / 2025,2024,2025,1028.0
"Northwest, Ontario",economic_region,deaths,Men+,All ages,2024 / 2025,2024,2025,1640.0
"Northwest, Ontario",economic_region,deaths,Women+,All ages,2024 / 2025,2024,2025,1419.0
"Northwest, Ontario",economic_region,immigrants,Men+,All ages,2024 / 2025,2024,2025,555.0
"Northwest, Ontario",economic_region,immigrants,Women+,All ages,2024 / 2025,2024,2025,563.0
"Northwest, Ontario",economic_region,emigrants,Men+,All ages,2024 / 2025,2024,2025,203.0
"Northwest, Ontario",economic_region,emigrants,Women+,All ages,2024 / 2025,2024,2025,170.0
"Northwest, Ontario",economic_region,returning_emigrants,Men+,All ages,2024 / 2025,2024,2025,77.0
"Northwest, Ontario",economic_region,returning_emigrants,Women+,All ages,2024 / 2025,2024,2025,84.0
"Northwest, Ontario",economic_region,net_temporary_emigration,Men+,All ages,2024 / 2025,2024,2025,
"Northwest, Ontario",economic_region,net_temporary_emigration,Women+,All ages,2024 / 2025,2024,2025,
"Northwest, Ontario",economic_region,net_interprovincial_migration,Men+,All ages,2024 / 2025,2024,2025,64.0
"Northwest, Ontario",economic_region,net_interprovincial_migration,Women+,All ages,2024 / 2025,2024,2025,-71.0
"Northwest, Ontario",economic_region,net_intraprovincial_migration,Men+,All ages,2024 / 2025,2024,2025,183.0
"Northwest, Ontario",economic_region,net_intraprovincial_migration,Women+,All ages,2024 / 2025,2024,2025,101.0
"Northwest, Ontario",economic_region,net_non_permanent_residents,Men+,All ages,2024 / 2025,2024,2025,217.0
"Northwest, Ontario",economic_region,net_non_permanent_residents,Women+,All ages,2024 / 2025,2024,2025,144.0
"Northwest, Ontario",economic_region,residual_deviation,Men+,All ages,2024 / 2025,2024,2025,
"Northwest, Ontario",economic_region,residual_deviation,Women+,All ages,2024 / 2025,2024,2025,
Manitoba,province,births,Men+,All ages,2024 / 2025,2024,2025,8098.0
Manitoba,province,births,Women+,All ages,2024 / 2025,2024,2025,7722.0
Manitoba,province,deaths,Men+,All ages,2024 / 2025,2024,2025,6800.0
Manitoba,province,deaths,Women+,All ages,2024 / 2025,2024,2025,6047.0
Manitoba,province,immigrants,Men+,All ages,2024 / 2025,2024,2025,10740.0
Manitoba,province,immigrants,Women+,All ages,2024 / 2025,2024,2025,10693.0
Manitoba,province,emigrants,Men+,All ages,2024 / 2025,2024,2025,1605.0
Manitoba,province,emigrants,Women+,All ages,2024 / 2025,2024,2025,1490.0
Manitoba,province,returning_emigrants,Men+,All ages,2024 / 2025,2024,2025,809.0
Manitoba,province,returning_emigrants,Women+,All ages,2024 / 2025,2024,2025,817.0
Manitoba,province,net_temporary_emigration,Men+,All ages,2024 / 2025,2024,2025,
Manitoba,province,net_temporary_emigration,Women+,All ages,2024 / 2025,2024,2025,
Manitoba,province,net_interprovincial_migration,Men+,All ages,2024 / 2025,2024,2025,-1958.0
Manitoba,province,net_interprovincial_migration,Women+,All ages,2024 / 2025,2024,2025,-2089.0
Manitoba,province,net_intraprovincial_migration,Men+,All ages,2024 / 2025,2024,2025,0.0
Manitoba,province,net_intraprovincial_migration,Women+,All ages,2024 / 2025,2024,2025,0.0
Manitoba,province,net_non_permanent_residents,Men+,All ages,2024 / 2025,2024,2025,-547.0
Manitoba,province,net_non_permanent_residents,Women+,All ages,2024 / 2025,2024,2025,-785.0
Manitoba,province,residual_deviation,Men+,All ages,2024 / 2025,2024,2025,
Manitoba,province,residual_deviation,Women+,All ages,2024 / 2025,2024,2025,
"Southeast, Manitoba",economic_region,births,Men+,All ages,2024 / 2025,2024,2025,916.0
"Southeast, Manitoba",economic_region,births,Women+,All ages,2024 / 2025,2024,2025,900.0
"Southeast, Manitoba",economic_region,deaths,Men+,All ages,2024 / 2025,2024,2025,570.0
"Southeast, Manitoba",economic_region,deaths,Women+,All ages,2024 / 2025,2024,2025,423.0
"Southeast, Manitoba",economic_region,immigrants,Men+,All ages,2024 / 2025,2024,2025,421.0
"Southeast, Manitoba",economic_region,immigrants,Women+,All ages,2024 / 2025,2024,2025,434.0
"Southeast, Manitoba",economic_region,emigrants,Men+,All ages,2024 / 2025,2024,2025,137.0
"Southeast, Manitoba",economic_region,emigrants,Women+,All ages,2024 / 2025,2024,2025,145.0
"Southeast, Manitoba",economic_region,returning_emigrants,Men+,All ages,2024 / 2025,2024,2025,102.0
"Southeast, Manitoba",economic_region,returning_emigrants,Women+,All ages,2024 / 2025,2024,2025,112.0
"Southeast, Manitoba",economic_region,net_temporary_emigration,Men+,All ages,2024 / 2025,2024,2025,
"Southeast, Manitoba",economic_region,net_temporary_emigration,Women+,All ages,2024 / 2025,2024,2025,
"Southeast, Manitoba",economic_region,net_interprovincial_migration,Men+,All ages,2024 / 2025,2024,2025,-71.0
"Southeast, Manitoba",economic_region,net_interprovincial_migration,Women+,All ages,2024 / 2025,2024,2025,34.0
"Southeast, Manitoba",economic_region,net_intraprovincial_migration,Men+,All ages,2024 / 2025,2024,2025,622.0
"Southeast, Manitoba",economic_region,net_intraprovincial_migration,Women+,All ages,2024 / 2025,2024,2025,575.0
"Southeast, Manitoba",economic_region,net_non_permanent_residents,Men+,All ages,2024 / 2025,2024,2025,167.0
"Southeast, Manitoba",economic_region,net_non_permanent_residents,Women+,All ages,2024 / 2025,2024,2025,215.0
"Southeast, Manitoba",economic_region,residual_deviation,Men+,All ages,2024 / 2025,2024,2025,
"Southeast, Manitoba",economic_region,residual_deviation,Women+,All ages,2024 / 2025,2024,2025,
"South Central, Manitoba",economic_region,births,Men+,All ages,2024 / 2025,2024,2025,548.0
"South Central, Manitoba",economic_region,births,Women+,All ages,2024 / 2025,2024,2025,507.0
"South Central, Manitoba",economic_region,deaths,Men+,All ages,2024 / 2025,2024,2025,289.0
"South Central, Manitoba",economic_region,deaths,Women+,All ages,2024 / 2025,2024,2025,265.0
"South Central, Manitoba",economic_region,immigrants,Men+,All ages,2024 / 2025,2024,2025,555.0
"South Central, Manitoba",economic_region,immigrants,Women+,All ages,2024 / 2025,2024,2025,579.0
"South Central, Manitoba",economic_region,emigrants,Men+,All ages,2024 / 2025,2024,2025,91.0
"South Central, Manitoba",economic_region,emigrants,Women+,All ages,2024 / 2025,2024,2025,72.0
"South Central, Manitoba",economic_region,returning_emigrants,Men+,All ages,2024 / 2025,2024,2025,82.0
"South Central, Manitoba",economic_region,returning_emigrants,Women+,All ages,2024 / 2025,2024,2025,69.0
"South Central, Manitoba",economic_region,net_temporary_emigration,Men+,All ages,2024 / 2025,2024,2025,
"South Central, Manitoba",economic_region,net_temporary_emigration,Women+,All ages,2024 / 2025,2024,2025,
"South Central, Manitoba",economic_region,net_interprovincial_migration,Men+,All ages,2024 / 2025,2024,2025,-25.0
"South Central, Manitoba",economic_region,net_interprovincial_migration,Women+,All ages,2024 / 2025,2024,2025,-5.0
"South Central, Manitoba",economic_region,net_intraprovincial_migration,Men+,All ages,2024 / 2025,2024,2025,-155.0
"South Central, Manitoba",economic_region,net_intraprovincial_migration,Women+,All ages,2024 / 2025,2024,2025,-153.0
"South Central, Manitoba",economic_region,net_non_permanent_residents,Men+,All ages,2024 / 2025,2024,2025,-108.0
"South Central, Manitoba",economic_region,net_non_permanent_residents,Women+,All ages,2024 / 2025,2024,2025,-48.0
"South Central, Manitoba",economic_region,residual_deviation,Men+,All ages,2024 / 2025,2024,2025,
"South Central, Manitoba",economic_region,residual_deviation,Women+,All ages,2024 / 2025,2024,2025,
"Southwest, Manitoba",economic_region,births,Men+,All ages,2024 / 2025,2024,2025,687.0
"Southwest, Manitoba",economic_region,births,Women+,All ages,2024 / 2025,2024,2025,691.0
"Southwest, Manitoba",economic_region,deaths,Men+,All ages,2024 / 2025,2024,2025,627.0
"Southwest, Manitoba",economic_region,deaths,Women+,All ages,2024 / 2025,2024,2025,635.0
"Southwest, Manitoba",economic_region,immigrants,Men+,All ages,2024 / 2025,2024,2025,1058.0
"Southwest, Manitoba",economic_region,immigrants,Women+,All ages,2024 / 2025,2024,2025,1106.0
"Southwest, Manitoba",economic_region,emigrants,Men+,All ages,2024 / 2025,2024,2025,134.0
"Southwest, Manitoba",economic_region,emigrants,Women+,All ages,2024 / 2025,2024,2025,70.0
"Southwest, Manitoba",economic_region,returning_emigrants,Men+,All ages,2024 / 2025,2024,2025,49.0
"Southwest, Manitoba",economic_region,returning_emigrants,Women+,All ages,2024 / 2025,2024,2025,53.0
"Southwest, Manitoba",economic_region,net_temporary_emigration,Men+,All ages,2024 / 2025,2024,2025,
"Southwest, Manitoba",economic_region,net_temporary_emigration,Women+,All ages,2024 / 2025,2024,2025,
"Southwest, Manitoba",economic_region,net_interprovincial_migration,Men+,All ages,2024 / 2025,2024,2025,-229.0
"Southwest, Manitoba",economic_region,net_interprovincial_migration,Women+,All ages,2024 / 2025,2024,2025,-261.0
"Southwest, Manitoba",economic_region,net_intraprovincial_migration,Men+,All ages,2024 / 2025,2024,2025,-136.0
"Southwest, Manitoba",economic_region,net_intraprovincial_migration,Women+,All ages,2024 / 2025,2024,2025,-178.0
"Southwest, Manitoba",economic_region,net_non_permanent_residents,Men+,All ages,2024 / 2025,2024,2025,24.0
"Southwest, Manitoba",economic_region,net_non_permanent_residents,Women+,All ages,2024 / 2025,2024,2025,-4.0
"Southwest, Manitoba",economic_region,residual_deviation,Men+,All ages,2024 / 2025,2024,2025,
"Southwest, Manitoba",economic_region,residual_deviation,Women+,All ages,2024 / 2025,2024,2025,
"North Central, Manitoba",economic_region,births,Men+,All ages,2024 / 2025,2024,2025,348.0
"North Central, Manitoba",economic_region,births,Women+,All ages,2024 / 2025,2024,2025,323.0
"North Central, Manitoba",economic_region,deaths,Men+,All ages,2024 / 2025,2024,2025,236.0
"North Central, Manitoba",economic_region,deaths,Women+,All ages,2024 / 2025,2024,2025,210.0
"North Central, Manitoba",economic_region,immigrants,Men+,All ages,2024 / 2025,2024,2025,156.0
"North Central, Manitoba",economic_region,immigrants,Women+,All ages,2024 / 2025,2024,2025,181.0
"North Central, Manitoba",economic_region,emigrants,Men+,All ages,2024 / 2025,2024,2025,93.0
"North Central, Manitoba",economic_region,emigrants,Women+,All ages,2024 / 2025,2024,2025,81.0
"North Central, Manitoba",economic_region,returning_emigrants,Men+,All ages,2024 / 2025,2024,2025,22.0
"North Central, Manitoba",economic_region,returning_emigrants,Women+,All ages,2024 / 2025,2024,2025,25.0
"North Central, Manitoba",economic_region,net_temporary_emigration,Men+,All ages,2024 / 2025,2024,2025,
"North Central, Manitoba",economic_region,net_temporary_emigration,Women+,All ages,2024 / 2025,2024,2025,
"North Central, Manitoba",economic_region,net_interprovincial_migration,Men+,All ages,2024 / 2025,2024,2025,18.0
"North Central, Manitoba",economic_region,net_interprovincial_migration,Women+,All ages,2024 / 2025,2024,2025,31.0
"North Central, Manitoba",economic_region,net_intraprovincial_migration,Men+,All ages,2024 / 2025,2024,2025,89.0
"North Central, Manitoba",economic_region,net_intraprovincial_migration,Women+,All ages,2024 / 2025,2024,2025,125.0
"North Central, Manitoba",economic_region,net_non_permanent_residents,Men+,All ages,2024 / 2025,2024,2025,60.0
"North Central, Manitoba",economic_region,net_non_permanent_residents,Women+,All ages,2024 / 2025,2024,2025,-14.0
"North Central, Manitoba",economic_region,residual_deviation,Men+,All ages,2024 / 2025,2024,2025,
"North Central, Manitoba",economic_region,residual_deviation,Women+,All ages,2024 / 2025,2024,2025,
"Winnipeg, Manitoba",economic_region,births,Men+,All ages,2024 / 2025,2024,2025,3981.0
"Winnipeg, Manitoba",economic_region,births,Women+,All ages,2024 / 2025,2024,2025,3750.0
"Winnipeg, Manitoba",economic_region,deaths,Men+,All ages,2024 / 2025,2024,2025,3722.0
"Winnipeg, Manitoba",economic_region,deaths,Women+,All ages,2024 / 2025,2024,2025,3399.0
"Winnipeg, Manitoba",economic_region,immigrants,Men+,All ages,2024 / 2025,2024,2025,8030.0
"Winnipeg, Manitoba",economic_region,immigrants,Women+,All ages,2024 / 2025,2024,2025,7880.0
"Winnipeg, Manitoba",economic_region,emigrants,Men+,All ages,2024 / 2025,2024,2025,1000.0
"Winnipeg, Manitoba",economic_region,emigrants,Women+,All ages,2024 / 2025,2024,2025,961.0
"Winnipeg, Manitoba",economic_region,returning_emigrants,Men+,All ages,2024 / 2025,2024,2025,490.0
"Winnipeg, Manitoba",economic_region,returning_emigrants,Women+,All ages,2024 / 2025,2024,2025,495.0
"Winnipeg, Manitoba",economic_region,net_temporary_emigration,Men+,All ages,2024 / 2025,2024,2025,
"Winnipeg, Manitoba",economic_region,net_temporary_emigration,Women+,All ages,2024 / 2025,2024,2025,
"Winnipeg, Manitoba",economic_region,net_interprovincial_migration,Men+,All ages,2024 / 2025,2024,2025,-1667.0
"Winnipeg, Manitoba",economic_region,net_interprovincial_migration,Women+,All ages,2024 / 2025,2024,2025,-1961.0
"Winnipeg, Manitoba",economic_region,net_intraprovincial_migration,Men+,All ages,2024 / 2025,2024,2025,-848.0
"Winnipeg, Manitoba",economic_region,net_intraprovincial_migration,Women+,All ages,2024 / 2025,2024,2025,-856.0
"Winnipeg, Manitoba",economic_region,net_non_permanent_residents,Men+,All ages,2024 / 2025,2024,2025,-792.0
"Winnipeg, Manitoba",economic_region,net_non_permanent_residents,Women+,All ages,2024 / 2025,2024,2025,-982.0
"Winnipeg, Manitoba",economic_region,residual_deviation,Men+,All ages,2024 / 2025,2024,2025,
"Winnipeg, Manitoba",economic_region,residual_deviation,Women+,All ages,2024 / 2025,2024,2025,
"Interlake, Manitoba",economic_region,births,Men+,All ages,2024 / 2025,2024,2025,510.0
"Interlake, Manitoba",economic_region,births,Women+,All ages,2024 / 2025,2024,2025,502.0
"Interlake, Manitoba",economic_region,deaths,Men+,All ages,2024 / 2025,2024,2025,553.0
"Interlake, Manitoba",economic_region,deaths,Women+,All ages,2024 / 2025,2024,2025,435.0
"Interlake, Manitoba",economic_region,immigrants,Men+,All ages,2024 / 2025,2024,2025,250.0
"Interlake, Manitoba",economic_region,immigrants,Women+,All ages,2024 / 2025,2024,2025,245.0
"Interlake, Manitoba",economic_region,emigrants,Men+,All ages,2024 / 2025,2024,2025,58.0
"Interlake, Manitoba",economic_region,emigrants,Women+,All ages,2024 / 2025,2024,2025,55.0
"Interlake, Manitoba",economic_region,returning_emigrants,Men+,All ages,2024 / 2025,2024,2025,26.0
"Interlake, Manitoba",economic_region,returning_emigrants,Women+,All ages,2024 / 2025,2024,2025,20.0
"Interlake, Manitoba",economic_region,net_temporary_emigration,Men+,All ages,2024 / 2025,2024,2025,
"Interlake, Manitoba",economic_region,net_temporary_emigration,Women+,All ages,2024 / 2025,2024,2025,
"Interlake, Manitoba",economic_region,net_interprovincial_migration,Men+,All ages,2024 / 2025,2024,2025,-1.0
"Interlake, Manitoba",economic_region,net_interprovincial_migration,Women+,All ages,2024 / 2025,2024,2025,39.0
"Interlake, Manitoba",economic_region,net_intraprovincial_migration,Men+,All ages,2024 / 2025,2024,2025,821.0
"Interlake, Manitoba",economic_region,net_intraprovincial_migration,Women+,All ages,2024 / 2025,2024,2025,789.0
"Interlake, Manitoba",economic_region,net_non_permanent_residents,Men+,All ages,2024 / 2025,2024,2025,114.0
"Interlake, Manitoba",economic_region,net_non_permanent_residents,Women+,All ages,2024 / 2025,2024,2025,43.0
"Interlake, Manitoba",economic_region,residual_deviation,Men+,All ages,2024 / 2025,2024,2025,
"Interlake, Manitoba",economic_region,residual_deviation,Women+,All ages,2024 / 2025,2024,2025,
"Parklands, Manitoba",economic_region,births,Men+,All ages,2024 / 2025,2024,2025,236.0
"Parklands, Manitoba",economic_region,births,Women+,All ages,2024 / 2025,2024,2025,225.0
"Parklands, Manitoba",economic_region,deaths,Men+,All ages,2024 / 2025,2024,2025,287.0
"Parklands, Manitoba",economic_region,deaths,Women+,All ages,2024 / 2025,2024,2025,296.0
"Parklands, Manitoba",economic_region,immigrants,Men+,All ages,2024 / 2025,2024,2025,112.0
"Parklands, Manitoba",economic_region,immigrants,Women+,All ages,2024 / 2025,2024,2025,106.0
"Parklands, Manitoba",economic_region,emigrants,Men+,All ages,2024 / 2025,2024,2025,28.0
"Parklands, Manitoba",economic_region,emigrants,Women+,All ages,2024 / 2025,2024,2025,20.0
"Parklands, Manitoba",economic_region,returning_emigrants,Men+,All ages,2024 / 2025,2024,2025,23.0
"Parklands, Manitoba",economic_region,returning_emigrants,Women+,All ages,2024 / 2025,2024,2025,20.0
"Parklands, Manitoba",economic_region,net_temporary_emigration,Men+,All ages,2024 / 2025,2024,2025,
"Parklands, Manitoba",economic_region,net_temporary_emigration,Women+,All ages,2024 / 2025,2024,2025,
"Parklands, Manitoba",economic_region,net_interprovincial_migration,Men+,All ages,2024 / 2025,2024,2025,39.0
"Parklands, Manitoba",economic_region,net_interprovincial_migration,Women+,All ages,2024 / 2025,2024,2025,48.0
"Parklands, Manitoba",economic_region,net_intraprovincial_migration,Men+,All ages,2024 / 2025,2024,2025,-88.0
"Parklands, Manitoba",economic_region,net_intraprovincial_migration,Women+,All ages,2024 / 2025,2024,2025,-19.0
"Parklands, Manitoba",economic_region,net_non_permanent_residents,Men+,All ages,2024 / 2025,2024,2025,-3.0
"Parklands, Manitoba",economic_region,net_non_permanent_residents,Women+,All ages,2024 / 2025,2024,2025,-8.0
"Parklands, Manitoba",economic_region,residual_deviation,Men+,All ages,2024 / 2025,2024,2025,
"Parklands, Manitoba",economic_region,residual_deviation,Women+,All ages,2024 / 2025,2024,2025,
"North, Manitoba",economic_region,births,Men+,All ages,2024 / 2025,2024,2025,872.0
"North, Manitoba",economic_region,births,Women+,All ages,2024 / 2025,2024,2025,824.0
"North, Manitoba",economic_region,deaths,Men+,All ages,2024 / 2025,2024,2025,516.0
"North, Manitoba",economic_region,deaths,Women+,All ages,2024 / 2025,2024,2025,384.0
"North, Manitoba",economic_region,immigrants,Men+,All ages,2024 / 2025,2024,2025,158.0
"North, Manitoba",economic_region,immigrants,Women+,All ages,2024 / 2025,2024,2025,162.0
"North, Manitoba",economic_region,emigrants,Men+,All ages,2024 / 2025,2024,2025,64.0
"North, Manitoba",economic_region,emigrants,Women+,All ages,2024 / 2025,2024,2025,86.0
"North, Manitoba",economic_region,returning_emigrants,Men+,All ages,2024 / 2025,2024,2025,15.0
"North, Manitoba",economic_region,returning_emigrants,Women+,All ages,2024 / 2025,2024,2025,23.0
"North, Manitoba",economic_region,net_temporary_emigration,Men+,All ages,2024 / 2025,2024,2025,
"North, Manitoba",economic_region,net_temporary_emigration,Women+,All ages,2024 / 2025,2024,2025,
"North, Manitoba",economic_region,net_interprovincial_migration,Men+,All ages,2024 / 2025,2024,2025,-22.0
