geo,gender,age_group,stage,population_pred,year,operator
Newfoundland and Labrador,Women+,90 to 94 years,after_international,2009.1999999999998,2022,empirical_transition
Newfoundland and Labrador,Women+,95 to 99 years,after_international,664.2,2022,empirical_transition
Newfoundland and Labrador,Women+,100 years and older,after_international,176.60000000000002,2022,empirical_transition
Nova Scotia,Men+,-1 year,after_international,-7.0,2022,empirical_transition
Nova Scotia,Men+,0 to 4 years,after_international,21639.725214081827,2022,empirical_transition
Nova Scotia,Men+,5 to 9 years,after_international,24320.200000000004,2022,empirical_transition
Nova Scotia,Men+,10 to 14 years,after_international,25572.800000000003,2022,empirical_transition
Nova Scotia,Men+,15 to 19 years,after_international,26571.0,2022,empirical_transition
Nova Scotia,Men+,20 to 24 years,after_international,33163.200000000004,2022,empirical_transition
Nova Scotia,Men+,25 to 29 years,after_international,34791.8,2022,empirical_transition
Nova Scotia,Men+,30 to 34 years,after_international,33342.4,2022,empirical_transition
Nova Scotia,Men+,35 to 39 years,after_international,31272.000000000004,2022,empirical_transition
Nova Scotia,Men+,40 to 44 years,after_international,29462.2,2022,empirical_transition
Nova Scotia,Men+,45 to 49 years,after_international,29730.600000000002,2022,empirical_transition
Nova Scotia,Men+,50 to 54 years,after_international,31247.200000000004,2022,empirical_transition
Nova Scotia,Men+,55 to 59 years,after_international,36800.4,2022,empirical_transition
Nova Scotia,Men+,60 to 64 years,after_international,37887.4,2022,empirical_transition
Nova Scotia,Men+,65 to 69 years,after_international,33705.4,2022,empirical_transition
Nova Scotia,Men+,70 to 74 years,after_international,28743.0,2022,empirical_transition
Nova Scotia,Men+,75 to 79 years,after_international,19996.4,2022,empirical_transition
Nova Scotia,Men+,80 to 84 years,after_international,11875.400000000001,2022,empirical_transition
Nova Scotia,Men+,85 to 89 years,after_international,6185.6,2022,empirical_transition
Nova Scotia,Men+,90 to 94 years,after_international,2394.0,2022,empirical_transition
Nova Scotia,Men+,95 to 99 years,after_international,625.6,2022,empirical_transition
Nova Scotia,Men+,100 years and older,after_international,115.0,2022,empirical_transition
Nova Scotia,Women+,-1 year,after_international,3.0,2022,empirical_transition
Nova Scotia,Women+,0 to 4 years,after_international,20760.274785918176,2022,empirical_transition
Nova Scotia,Women+,5 to 9 years,after_international,23369.600000000002,2022,empirical_transition
Nova Scotia,Women+,10 to 14 years,after_international,23993.6,2022,empirical_transition
Nova Scotia,Women+,15 to 19 years,after_international,24630.4,2022,empirical_transition
Nova Scotia,Women+,20 to 24 years,after_international,29600.8,2022,empirical_transition
Nova Scotia,Women+,25 to 29 years,after_international,32400.600000000002,2022,empirical_transition
Nova Scotia,Women+,30 to 34 years,after_international,32600.4,2022,empirical_transition
Nova Scotia,Women+,35 to 39 years,after_international,31504.800000000003,2022,empirical_transition
Nova Scotia,Women+,40 to 44 years,after_international,30683.600000000002,2022,empirical_transition
Nova Scotia,Women+,45 to 49 years,after_international,31082.800000000003,2022,empirical_transition
Nova Scotia,Women+,50 to 54 years,after_international,33004.200000000004,2022,empirical_transition
Nova Scotia,Women+,55 to 59 years,after_international,38438.8,2022,empirical_transition
Nova Scotia,Women+,60 to 64 years,after_international,39759.200000000004,2022,empirical_transition
Nova Scotia,Women+,65 to 69 years,after_international,36247.6,2022,empirical_transition
Nova Scotia,Women+,70 to 74 years,after_international,31496.2,2022,empirical_transition
Nova Scotia,Women+,75 to 79 years,after_international,22629.0,2022,empirical_transition
Nova Scotia,Women+,80 to 84 years,after_international,14896.0,2022,empirical_transition
Nova Scotia,Women+,85 to 89 years,after_international,9071.0,2022,empirical_transition
Nova Scotia,Women+,90 to 94 years,after_international,4586.6,2022,empirical_transition
Nova Scotia,Women+,95 to 99 years,after_international,1661.0,2022,empirical_transition
Nova Scotia,Women+,100 years and older,after_international,479.20000000000005,2022,empirical_transition
Ontario,Men+,-1 year,after_international,-173.0,2022,empirical_transition
Ontario,Men+,0 to 4 years,after_international,371177.11863107735,2022,empirical_transition
Ontario,Men+,5 to 9 years,after_international,401343.4,2022,empirical_transition
Ontario,Men+,10 to 14 years,after_international,419039.80000000005,2022,empirical_transition
Ontario,Men+,15 to 19 years,after_international,459233.0,2022,empirical_transition
Ontario,Men+,20 to 24 years,after_international,539589.8,2022,empirical_transition
Ontario,Men+,25 to 29 years,after_international,589313.0,2022,empirical_transition
Ontario,Men+,30 to 34 years,after_international,567115.4,2022,empirical_transition
Ontario,Men+,35 to 39 years,after_international,520592.20000000007,2022,empirical_transition
Ontario,Men+,40 to 44 years,after_international,472879.20000000007,2022,empirical_transition
Ontario,Men+,45 to 49 years,after_international,455432.00000000006,2022,empirical_transition
Ontario,Men+,50 to 54 years,after_international,468248.60000000003,2022,empirical_transition
Ontario,Men+,55 to 59 years,after_international,513759.0,2022,empirical_transition
Ontario,Men+,60 to 64 years,after_international,490281.20000000007,2022,empirical_transition
Ontario,Men+,65 to 69 years,after_international,408095.60000000003,2022,empirical_transition
Ontario,Men+,70 to 74 years,after_international,335858.6,2022,empirical_transition
Ontario,Men+,75 to 79 years,after_international,236416.40000000002,2022,empirical_transition
Ontario,Men+,80 to 84 years,after_international,151029.8,2022,empirical_transition
Ontario,Men+,85 to 89 years,after_international,86410.2,2022,empirical_transition
Ontario,Men+,90 to 94 years,after_international,37782.8,2022,empirical_transition
Ontario,Men+,95 to 99 years,after_international,10583.8,2022,empirical_transition
Ontario,Men+,100 years and older,after_international,1900.1999999999998,2022,empirical_transition
Ontario,Women+,-1 year,after_international,-121.0,2022,empirical_transition
Ontario,Women+,0 to 4 years,after_international,355020.68136892264,2022,empirical_transition
Ontario,Women+,5 to 9 years,after_international,381119.80000000005,2022,empirical_transition
Ontario,Women+,10 to 14 years,after_international,394487.4,2022,empirical_transition
Ontario,Women+,15 to 19 years,after_international,426261.0,2022,empirical_transition
Ontario,Women+,20 to 24 years,after_international,489259.0,2022,empirical_transition
Ontario,Women+,25 to 29 years,after_international,540633.8,2022,empirical_transition
Ontario,Women+,30 to 34 years,after_international,539266.4,2022,empirical_transition
Ontario,Women+,35 to 39 years,after_international,515107.2,2022,empirical_transition
Ontario,Women+,40 to 44 years,after_international,484332.6,2022,empirical_transition
Ontario,Women+,45 to 49 years,after_international,478417.60000000003,2022,empirical_transition
Ontario,Women+,50 to 54 years,after_international,494242.80000000005,2022,empirical_transition
Ontario,Women+,55 to 59 years,after_international,529752.0,2022,empirical_transition
Ontario,Women+,60 to 64 years,after_international,510550.4,2022,empirical_transition
Ontario,Women+,65 to 69 years,after_international,444392.00000000006,2022,empirical_transition
Ontario,Women+,70 to 74 years,after_international,376590.0,2022,empirical_transition
Ontario,Women+,75 to 79 years,after_international,272964.2,2022,empirical_transition
Ontario,Women+,80 to 84 years,after_international,191357.0,2022,empirical_transition
Ontario,Women+,85 to 89 years,after_international,125828.0,2022,empirical_transition
Ontario,Women+,90 to 94 years,after_international,69370.0,2022,empirical_transition
Ontario,Women+,95 to 99 years,after_international,25654.0,2022,empirical_transition
Ontario,Women+,100 years and older,after_international,6461.0,2022,empirical_transition
Prince Edward Island,Men+,-1 year,after_international,0.0,2022,empirical_transition
Prince Edward Island,Men+,0 to 4 years,after_international,3674.0602362204727,2022,empirical_transition
Prince Edward Island,Men+,5 to 9 years,after_international,4200.400000000001,2022,empirical_transition
Prince Edward Island,Men+,10 to 14 years,after_international,4548.8,2022,empirical_transition
Prince Edward Island,Men+,15 to 19 years,after_international,4769.200000000001,2022,empirical_transition
Prince Edward Island,Men+,20 to 24 years,after_international,6473.800000000001,2022,empirical_transition
Prince Edward Island,Men+,25 to 29 years,after_international,5780.400000000001,2022,empirical_transition
Prince Edward Island,Men+,30 to 34 years,after_international,4981.400000000001,2022,empirical_transition
Prince Edward Island,Men+,35 to 39 years,after_international,4779.0,2022,empirical_transition
Prince Edward Island,Men+,40 to 44 years,after_international,4752.400000000001,2022,empirical_transition
Prince Edward Island,Men+,45 to 49 years,after_international,4932.0,2022,empirical_transition
Prince Edward Island,Men+,50 to 54 years,after_international,5050.6,2022,empirical_transition
Prince Edward Island,Men+,55 to 59 years,after_international,5637.200000000001,2022,empirical_transition
Prince Edward Island,Men+,60 to 64 years,after_international,5590.000000000001,2022,empirical_transition
Prince Edward Island,Men+,65 to 69 years,after_international,5113.400000000001,2022,empirical_transition
Prince Edward Island,Men+,70 to 74 years,after_international,4466.400000000001,2022,empirical_transition
Prince Edward Island,Men+,75 to 79 years,after_international,2989.0000000000005,2022,empirical_transition
Prince Edward Island,Men+,80 to 84 years,after_international,1734.4,2022,empirical_transition
Prince Edward Island,Men+,85 to 89 years,after_international,914.8000000000002,2022,empirical_transition
Prince Edward Island,Men+,90 to 94 years,after_international,381.40000000000003,2022,empirical_transition
Prince Edward Island,Men+,95 to 99 years,after_international,101.60000000000002,2022,empirical_transition
Prince Edward Island,Men+,100 years and older,after_international,19.6,2022,empirical_transition
Prince Edward Island,Women+,-1 year,after_international,-2.0,2022,empirical_transition
Prince Edward Island,Women+,0 to 4 years,after_international,3533.5397637795277,2022,empirical_transition
Prince Edward Island,Women+,5 to 9 years,after_international,4013.0,2022,empirical_transition
Prince Edward Island,Women+,10 to 14 years,after_international,4442.6,2022,empirical_transition
Prince Edward Island,Women+,15 to 19 years,after_international,4738.6,2022,empirical_transition
Prince Edward Island,Women+,20 to 24 years,after_international,6041.800000000001,2022,empirical_transition
Prince Edward Island,Women+,25 to 29 years,after_international,5332.6,2022,empirical_transition
Prince Edward Island,Women+,30 to 34 years,after_international,5198.6,2022,empirical_transition
Prince Edward Island,Women+,35 to 39 years,after_international,5161.6,2022,empirical_transition
Prince Edward Island,Women+,40 to 44 years,after_international,5135.0,2022,empirical_transition
Prince Edward Island,Women+,45 to 49 years,after_international,5175.400000000001,2022,empirical_transition
Prince Edward Island,Women+,50 to 54 years,after_international,5299.6,2022,empirical_transition
Prince Edward Island,Women+,55 to 59 years,after_international,5902.0,2022,empirical_transition
Prince Edward Island,Women+,60 to 64 years,after_international,6017.400000000001,2022,empirical_transition
Prince Edward Island,Women+,65 to 69 years,after_international,5579.6,2022,empirical_transition
Prince Edward Island,Women+,70 to 74 years,after_international,4887.2,2022,empirical_transition
Prince Edward Island,Women+,75 to 79 years,after_international,3418.4,2022,empirical_transition
Prince Edward Island,Women+,80 to 84 years,after_international,2270.6000000000004,2022,empirical_transition
Prince Edward Island,Women+,85 to 89 years,after_international,1421.2000000000003,2022,empirical_transition
Prince Edward Island,Women+,90 to 94 years,after_international,693.0,2022,empirical_transition
Prince Edward Island,Women+,95 to 99 years,after_international,268.20000000000005,2022,empirical_transition
Prince Edward Island,Women+,100 years and older,after_international,74.2,2022,empirical_transition
Quebec,Men+,-1 year,after_international,-23.0,2022,empirical_transition
Quebec,Men+,0 to 4 years,after_international,221271.61896937838,2022,empirical_transition
Quebec,Men+,5 to 9 years,after_international,238744.40000000002,2022,empirical_transition
Quebec,Men+,10 to 14 years,after_international,242850.0,2022,empirical_transition
Quebec,Men+,15 to 19 years,after_international,230797.4,2022,empirical_transition
Quebec,Men+,20 to 24 years,after_international,250767.0,2022,empirical_transition
Quebec,Men+,25 to 29 years,after_international,285619.0,2022,empirical_transition
Quebec,Men+,30 to 34 years,after_international,291907.4,2022,empirical_transition
Quebec,Men+,35 to 39 years,after_international,291658.2,2022,empirical_transition
Quebec,Men+,40 to 44 years,after_international,299429.80000000005,2022,empirical_transition
Quebec,Men+,45 to 49 years,after_international,275293.80000000005,2022,empirical_transition
Quebec,Men+,50 to 54 years,after_international,267419.60000000003,2022,empirical_transition
Quebec,Men+,55 to 59 years,after_international,301950.8,2022,empirical_transition
Quebec,Men+,60 to 64 years,after_international,309935.80000000005,2022,empirical_transition
Quebec,Men+,65 to 69 years,after_international,270673.80000000005,2022,empirical_transition
Quebec,Men+,70 to 74 years,after_international,221764.8,2022,empirical_transition
Quebec,Men+,75 to 79 years,after_international,160952.40000000002,2022,empirical_transition
Quebec,Men+,80 to 84 years,after_international,97218.6,2022,empirical_transition
Quebec,Men+,85 to 89 years,after_international,51614.6,2022,empirical_transition
Quebec,Men+,90 to 94 years,after_international,21648.800000000003,2022,empirical_transition
Quebec,Men+,95 to 99 years,after_international,5787.6,2022,empirical_transition
Quebec,Men+,100 years and older,after_international,964.0,2022,empirical_transition
Quebec,Women+,-1 year,after_international,15.0,2022,empirical_transition
Quebec,Women+,0 to 4 years,after_international,208539.58103062163,2022,empirical_transition
Quebec,Women+,5 to 9 years,after_international,226859.6,2022,empirical_transition
Quebec,Women+,10 to 14 years,after_international,232000.4,2022,empirical_transition
Quebec,Women+,15 to 19 years,after_international,222027.80000000002,2022,empirical_transition
Quebec,Women+,20 to 24 years,after_international,236093.00000000003,2022,empirical_transition
Quebec,Women+,25 to 29 years,after_international,267617.60000000003,2022,empirical_transition
Quebec,Women+,30 to 34 years,after_international,278567.80000000005,2022,empirical_transition
Quebec,Women+,35 to 39 years,after_international,281967.4,2022,empirical_transition
Quebec,Women+,40 to 44 years,after_international,289011.60000000003,2022,empirical_transition
Quebec,Women+,45 to 49 years,after_international,265613.4,2022,empirical_transition
Quebec,Women+,50 to 54 years,after_international,259851.80000000002,2022,empirical_transition
Quebec,Women+,55 to 59 years,after_international,295736.0,2022,empirical_transition
Quebec,Women+,60 to 64 years,after_international,312187.2,2022,empirical_transition
Quebec,Women+,65 to 69 years,after_international,279575.2,2022,empirical_transition
Quebec,Women+,70 to 74 years,after_international,235786.40000000002,2022,empirical_transition
Quebec,Women+,75 to 79 years,after_international,180256.0,2022,empirical_transition
Quebec,Women+,80 to 84 years,after_international,122769.20000000001,2022,empirical_transition
Quebec,Women+,85 to 89 years,after_international,79777.8,2022,empirical_transition
Quebec,Women+,90 to 94 years,after_international,44324.00000000001,2022,empirical_transition
Quebec,Women+,95 to 99 years,after_international,15820.0,2022,empirical_transition
Quebec,Women+,100 years and older,after_international,3848.8,2022,empirical_transition
Saskatchewan,Men+,-1 year,after_international,-17.0,2022,empirical_transition
Saskatchewan,Men+,0 to 4 years,after_international,37228.417893936254,2022,empirical_transition
Saskatchewan,Men+,5 to 9 years,after_international,40144.600000000006,2022,empirical_transition
Saskatchewan,Men+,10 to 14 years,after_international,40384.200000000004,2022,empirical_transition
Saskatchewan,Men+,15 to 19 years,after_international,38054.600000000006,2022,empirical_transition
Saskatchewan,Men+,20 to 24 years,after_international,38206.200000000004,2022,empirical_transition
Saskatchewan,Men+,25 to 29 years,after_international,39837.0,2022,empirical_transition
Saskatchewan,Men+,30 to 34 years,after_international,42614.4,2022,empirical_transition
Saskatchewan,Men+,35 to 39 years,after_international,43326.4,2022,empirical_transition
Saskatchewan,Men+,40 to 44 years,after_international,40505.4,2022,empirical_transition
Saskatchewan,Men+,45 to 49 years,after_international,35528.600000000006,2022,empirical_transition
Saskatchewan,Men+,50 to 54 years,after_international,32898.8,2022,empirical_transition
Saskatchewan,Men+,55 to 59 years,after_international,36102.200000000004,2022,empirical_transition
Saskatchewan,Men+,60 to 64 years,after_international,37404.4,2022,empirical_transition
Saskatchewan,Men+,65 to 69 years,after_international,33317.2,2022,empirical_transition
Saskatchewan,Men+,70 to 74 years,after_international,25158.8,2022,empirical_transition
Saskatchewan,Men+,75 to 79 years,after_international,16795.4,2022,empirical_transition
Saskatchewan,Men+,80 to 84 years,after_international,10705.0,2022,empirical_transition
Saskatchewan,Men+,85 to 89 years,after_international,6159.6,2022,empirical_transition
Saskatchewan,Men+,90 to 94 years,after_international,2889.4000000000005,2022,empirical_transition
Saskatchewan,Men+,95 to 99 years,after_international,906.2,2022,empirical_transition
Saskatchewan,Men+,100 years and older,after_international,173.6,2022,empirical_transition
Saskatchewan,Women+,-1 year,after_international,-18.0,2022,empirical_transition
Saskatchewan,Women+,0 to 4 years,after_international,35440.582106063746,2022,empirical_transition
Saskatchewan,Women+,5 to 9 years,after_international,37878.8,2022,empirical_transition
Saskatchewan,Women+,10 to 14 years,after_international,37909.0,2022,empirical_transition
Saskatchewan,Women+,15 to 19 years,after_international,35182.4,2022,empirical_transition
Saskatchewan,Women+,20 to 24 years,after_international,35161.0,2022,empirical_transition
Saskatchewan,Women+,25 to 29 years,after_international,37080.8,2022,empirical_transition
Saskatchewan,Women+,30 to 34 years,after_international,40971.600000000006,2022,empirical_transition
Saskatchewan,Women+,35 to 39 years,after_international,42142.0,2022,empirical_transition
Saskatchewan,Women+,40 to 44 years,after_international,38528.200000000004,2022,empirical_transition
Saskatchewan,Women+,45 to 49 years,after_international,34386.2,2022,empirical_transition
Saskatchewan,Women+,50 to 54 years,after_international,32325.600000000002,2022,empirical_transition
Saskatchewan,Women+,55 to 59 years,after_international,36071.6,2022,empirical_transition
Saskatchewan,Women+,60 to 64 years,after_international,37357.8,2022,empirical_transition
Saskatchewan,Women+,65 to 69 years,after_international,33457.4,2022,empirical_transition
Saskatchewan,Women+,70 to 74 years,after_international,26219.0,2022,empirical_transition
Saskatchewan,Women+,75 to 79 years,after_international,18533.0,2022,empirical_transition
Saskatchewan,Women+,80 to 84 years,after_international,13347.000000000002,2022,empirical_transition
Saskatchewan,Women+,85 to 89 years,after_international,9545.2,2022,empirical_transition
Saskatchewan,Women+,90 to 94 years,after_international,5556.4,2022,empirical_transition
Saskatchewan,Women+,95 to 99 years,after_international,2230.0,2022,empirical_transition
Saskatchewan,Women+,100 years and older,after_international,660.0,2022,empirical_transition
Yukon,Men+,-1 year,after_international,-3.0,2022,empirical_transition
Yukon,Men+,0 to 4 years,after_international,1152.0233766233766,2022,empirical_transition
Yukon,Men+,5 to 9 years,after_international,1250.0,2022,empirical_transition
Yukon,Men+,10 to 14 years,after_international,1238.4,2022,empirical_transition
Yukon,Men+,15 to 19 years,after_international,1185.2,2022,empirical_transition
Yukon,Men+,20 to 24 years,after_international,1279.0,2022,empirical_transition
Yukon,Men+,25 to 29 years,after_international,1514.4,2022,empirical_transition
Yukon,Men+,30 to 34 years,after_international,1824.0000000000002,2022,empirical_transition
Yukon,Men+,35 to 39 years,after_international,1864.0000000000002,2022,empirical_transition
Yukon,Men+,40 to 44 years,after_international,1577.6000000000001,2022,empirical_transition
Yukon,Men+,45 to 49 years,after_international,1370.0,2022,empirical_transition
Yukon,Men+,50 to 54 years,after_international,1317.2,2022,empirical_transition
Yukon,Men+,55 to 59 years,after_international,1408.2000000000003,2022,empirical_transition
Yukon,Men+,60 to 64 years,after_international,1467.4,2022,empirical_transition
Yukon,Men+,65 to 69 years,after_international,1278.6,2022,empirical_transition
Yukon,Men+,70 to 74 years,after_international,960.2,2022,empirical_transition
Yukon,Men+,75 to 79 years,after_international,623.2,2022,empirical_transition
Yukon,Men+,80 to 84 years,after_international,311.6,2022,empirical_transition
Yukon,Men+,85 to 89 years,after_international,137.8,2022,empirical_transition
Yukon,Men+,90 to 94 years,after_international,65.4,2022,empirical_transition
Yukon,Men+,95 to 99 years,after_international,19.200000000000003,2022,empirical_transition
Yukon,Men+,100 years and older,after_international,2.0,2022,empirical_transition
Yukon,Women+,-1 year,after_international,-3.0,2022,empirical_transition
Yukon,Women+,0 to 4 years,after_international,1156.9766233766236,2022,empirical_transition
Yukon,Women+,5 to 9 years,after_international,1180.0,2022,empirical_transition
Yukon,Women+,10 to 14 years,after_international,1113.0,2022,empirical_transition
Yukon,Women+,15 to 19 years,after_international,1074.2,2022,empirical_transition
Yukon,Women+,20 to 24 years,after_international,1263.0,2022,empirical_transition
Yukon,Women+,25 to 29 years,after_international,1577.8000000000002,2022,empirical_transition
Yukon,Women+,30 to 34 years,after_international,1896.6,2022,empirical_transition
Yukon,Women+,35 to 39 years,after_international,1919.0,2022,empirical_transition
Yukon,Women+,40 to 44 years,after_international,1622.2,2022,empirical_transition
Yukon,Women+,45 to 49 years,after_international,1500.2,2022,empirical_transition
Yukon,Women+,50 to 54 years,after_international,1350.6,2022,empirical_transition
Yukon,Women+,55 to 59 years,after_international,1435.6000000000001,2022,empirical_transition
Yukon,Women+,60 to 64 years,after_international,1471.6000000000001,2022,empirical_transition
Yukon,Women+,65 to 69 years,after_international,1234.6000000000001,2022,empirical_transition
Yukon,Women+,70 to 74 years,after_international,898.4000000000001,2022,empirical_transition
Yukon,Women+,75 to 79 years,after_international,538.4000000000001,2022,empirical_transition
Yukon,Women+,80 to 84 years,after_international,267.6,2022,empirical_transition
Yukon,Women+,85 to 89 years,after_international,146.4,2022,empirical_transition
Yukon,Women+,90 to 94 years,after_international,67.4,2022,empirical_transition
Yukon,Women+,95 to 99 years,after_international,22.8,2022,empirical_transition
Yukon,Women+,100 years and older,after_international,6.2,2022,empirical_transition
Alberta,Men+,-1 year,after_interprovincial,-63.36809541254529,2022,empirical_transition
Alberta,Men+,0 to 4 years,after_interprovincial,133612.00763477426,2022,empirical_transition
Alberta,Men+,5 to 9 years,after_interprovincial,145076.4625880246,2022,empirical_transition
Alberta,Men+,10 to 14 years,after_interprovincial,146720.58899336512,2022,empirical_transition
Alberta,Men+,15 to 19 years,after_interprovincial,139428.43004843895,2022,empirical_transition
Alberta,Men+,20 to 24 years,after_interprovincial,142733.76189196893,2022,empirical_transition
Alberta,Men+,25 to 29 years,after_interprovincial,156274.19761468636,2022,empirical_transition
Alberta,Men+,30 to 34 years,after_interprovincial,174684.98267594742,2022,empirical_transition
Alberta,Men+,35 to 39 years,after_interprovincial,182413.99588065292,2022,empirical_transition
Alberta,Men+,40 to 44 years,after_interprovincial,169169.94429112226,2022,empirical_transition
Alberta,Men+,45 to 49 years,after_interprovincial,150879.5878943298,2022,empirical_transition
Alberta,Men+,50 to 54 years,after_interprovincial,138881.42640127,2022,empirical_transition
Alberta,Men+,55 to 59 years,after_interprovincial,139761.24695730043,2022,empirical_transition
Alberta,Men+,60 to 64 years,after_interprovincial,136532.21869988195,2022,empirical_transition
Alberta,Men+,65 to 69 years,after_interprovincial,113765.62588024586,2022,empirical_transition
Alberta,Men+,70 to 74 years,after_interprovincial,84520.4777628526,2022,empirical_transition
Alberta,Men+,75 to 79 years,after_interprovincial,55067.83091952619,2022,empirical_transition
Alberta,Men+,80 to 84 years,after_interprovincial,33641.95170757521,2022,empirical_transition
Alberta,Men+,85 to 89 years,after_interprovincial,18899.031383563317,2022,empirical_transition
Alberta,Men+,90 to 94 years,after_interprovincial,8030.894093702936,2022,empirical_transition
Alberta,Men+,95 to 99 years,after_interprovincial,2227.0596409818054,2022,empirical_transition
Alberta,Men+,100 years and older,after_interprovincial,391.0,2022,empirical_transition
Alberta,Women+,-1 year,after_interprovincial,-15.053445679163104,2022,empirical_transition
Alberta,Women+,0 to 4 years,after_interprovincial,127074.66629366636,2022,empirical_transition
Alberta,Women+,5 to 9 years,after_interprovincial,137226.9890503521,2022,empirical_transition
Alberta,Women+,10 to 14 years,after_interprovincial,137974.32883135916,2022,empirical_transition
Alberta,Women+,15 to 19 years,after_interprovincial,131226.25523669965,2022,empirical_transition
Alberta,Women+,20 to 24 years,after_interprovincial,134385.566060162,2022,empirical_transition
Alberta,Women+,25 to 29 years,after_interprovincial,150619.1626979281,2022,empirical_transition
Alberta,Women+,30 to 34 years,after_interprovincial,171805.70299995932,2022,empirical_transition
Alberta,Women+,35 to 39 years,after_interprovincial,178312.10074490172,2022,empirical_transition
Alberta,Women+,40 to 44 years,after_interprovincial,163521.57359058902,2022,empirical_transition
Alberta,Women+,45 to 49 years,after_interprovincial,145122.55755281477,2022,empirical_transition
Alberta,Women+,50 to 54 years,after_interprovincial,135262.19299059716,2022,empirical_transition
Alberta,Women+,55 to 59 years,after_interprovincial,138220.51331460904,2022,empirical_transition
Alberta,Women+,60 to 64 years,after_interprovincial,135864.6434241055,2022,empirical_transition
Alberta,Women+,65 to 69 years,after_interprovincial,115712.07527170595,2022,empirical_transition
Alberta,Women+,70 to 74 years,after_interprovincial,89324.13485570073,2022,empirical_transition
Alberta,Women+,75 to 79 years,after_interprovincial,60674.61910693206,2022,empirical_transition
Alberta,Women+,80 to 84 years,after_interprovincial,40587.1573818537,2022,empirical_transition
Alberta,Women+,85 to 89 years,after_interprovincial,26499.623682175275,2022,empirical_transition
Alberta,Women+,90 to 94 years,after_interprovincial,14172.843717181584,2022,empirical_transition
Alberta,Women+,95 to 99 years,after_interprovincial,5152.561957096918,2022,empirical_transition
Alberta,Women+,100 years and older,after_interprovincial,1357.4298204909026,2022,empirical_transition
British Columbia,Men+,-1 year,after_interprovincial,-1.0065055522634196,2022,empirical_transition
British Columbia,Men+,0 to 4 years,after_interprovincial,116989.8160606425,2022,empirical_transition
British Columbia,Men+,5 to 9 years,after_interprovincial,129297.0306340659,2022,empirical_transition
British Columbia,Men+,10 to 14 years,after_interprovincial,135804.4694148868,2022,empirical_transition
British Columbia,Men+,15 to 19 years,after_interprovincial,148395.47077267925,2022,empirical_transition
British Columbia,Men+,20 to 24 years,after_interprovincial,172260.90876510445,2022,empirical_transition
British Columbia,Men+,25 to 29 years,after_interprovincial,201985.1266405586,2022,empirical_transition
British Columbia,Men+,30 to 34 years,after_interprovincial,207587.9313142504,2022,empirical_transition
British Columbia,Men+,35 to 39 years,after_interprovincial,197143.18888516736,2022,empirical_transition
British Columbia,Men+,40 to 44 years,after_interprovincial,175735.4730786077,2022,empirical_transition
British Columbia,Men+,45 to 49 years,after_interprovincial,161252.66609898745,2022,empirical_transition
British Columbia,Men+,50 to 54 years,after_interprovincial,163540.73371293125,2022,empirical_transition
British Columbia,Men+,55 to 59 years,after_interprovincial,174973.14107129053,2022,empirical_transition
British Columbia,Men+,60 to 64 years,after_interprovincial,174556.62131759978,2022,empirical_transition
British Columbia,Men+,65 to 69 years,after_interprovincial,157159.3980109757,2022,empirical_transition
British Columbia,Men+,70 to 74 years,after_interprovincial,133404.58342050345,2022,empirical_transition
British Columbia,Men+,75 to 79 years,after_interprovincial,93008.18907324866,2022,empirical_transition
British Columbia,Men+,80 to 84 years,after_interprovincial,58293.82232757066,2022,empirical_transition
British Columbia,Men+,85 to 89 years,after_interprovincial,33027.220243217474,2022,empirical_transition
British Columbia,Men+,90 to 94 years,after_interprovincial,14543.961471671862,2022,empirical_transition
British Columbia,Men+,95 to 99 years,after_interprovincial,4081.279141009456,2022,empirical_transition
British Columbia,Men+,100 years and older,after_interprovincial,764.2,2022,empirical_transition
British Columbia,Women+,-1 year,after_interprovincial,-18.6706773503723,2022,empirical_transition
British Columbia,Women+,0 to 4 years,after_interprovincial,112461.72741190538,2022,empirical_transition
British Columbia,Women+,5 to 9 years,after_interprovincial,122590.53983974442,2022,empirical_transition
British Columbia,Women+,10 to 14 years,after_interprovincial,127294.59567412981,2022,empirical_transition
British Columbia,Women+,15 to 19 years,after_interprovincial,140945.60868523436,2022,empirical_transition
British Columbia,Women+,20 to 24 years,after_interprovincial,166784.81759204392,2022,empirical_transition
British Columbia,Women+,25 to 29 years,after_interprovincial,193105.60000257645,2022,empirical_transition
British Columbia,Women+,30 to 34 years,after_interprovincial,200015.37413753127,2022,empirical_transition
British Columbia,Women+,35 to 39 years,after_interprovincial,192920.49060624017,2022,empirical_transition
British Columbia,Women+,40 to 44 years,after_interprovincial,175694.32670239353,2022,empirical_transition
British Columbia,Women+,45 to 49 years,after_interprovincial,167678.23726586453,2022,empirical_transition
British Columbia,Women+,50 to 54 years,after_interprovincial,173412.88119444516,2022,empirical_transition
British Columbia,Women+,55 to 59 years,after_interprovincial,182824.27358359314,2022,empirical_transition
British Columbia,Women+,60 to 64 years,after_interprovincial,185202.0265916059,2022,empirical_transition
British Columbia,Women+,65 to 69 years,after_interprovincial,169722.03113905137,2022,empirical_transition
British Columbia,Women+,70 to 74 years,after_interprovincial,144588.20476902073,2022,empirical_transition
British Columbia,Women+,75 to 79 years,after_interprovincial,102521.91520624534,2022,empirical_transition
British Columbia,Women+,80 to 84 years,after_interprovincial,69126.933491356,2022,empirical_transition
