alpha_source_65_69,alpha_target_70_74,rmse,mae,max_abs_error,median_abs_error
0.22,0.195,14969.26324890969,14870.23891633425,16702.419956644066,15337.835375265277
0.225,0.265,14969.88155445786,14794.037750332383,17832.758582906565,14236.61962473474
0.16,0.185,15033.715876224589,14842.564416999076,17935.668582906597,14475.364624734735
0.2,0.17,15134.967239878231,15034.030583000917,16937.449956644094,15442.645375265274
0.265,0.25,15172.978878559292,15082.557249667627,16741.37495664414,15681.39037526527
0.18,0.21,15190.925717506498,15006.356083665703,18087.203582906513,14580.174624734675
0.18,0.145,15300.819669265038,15197.82224966764,17172.47995664412,15547.45537526533
0.245,0.225,15338.301507351398,15246.348916334275,16976.40495664411,15786.200375265325
0.2,0.235,15348.462246254665,15170.14775033237,18238.738582906546,14684.984624734672
0.135,0.155,15412.785420352175,15218.674416999042,18341.64858290658,14923.729624734668
0.16,0.12,15466.815761904441,15361.613916334269,17407.50995664409,15652.265375265328
0.225,0.2,15503.77877402092,15410.14058300098,17211.434956644138,15891.010375265381
0.22,0.26,15506.315505520983,15333.939416999076,18390.27358290658,14789.794624734728
0.155,0.18,15569.869541133188,15382.46608366567,18493.183582906495,15028.539624734665
0.205,0.175,15669.405779393555,15573.932249667589,17446.464956644108,15995.82037526532
0.27,0.255,15708.026287694813,15622.458916334299,17250.389956644154,16234.565375265316
0.175,0.205,15727.274992958759,15546.257750332376,18644.718582906527,15133.349624734721
0.185,0.15,15835.177824923685,15737.723916334275,17681.494956644077,16100.630375265318
0.25,0.23,15873.280221951803,15786.250583000947,17485.419956644124,16339.375375265314
0.195,0.23,15884.992223559102,15710.049416999022,18796.25358290656,15238.15962473466
0.13,0.15,15949.024945439436,15758.576083665714,18899.163582906593,15476.904624734656
0.165,0.125,16001.090402743426,15901.51558300096,17916.524956644163,16205.440375265316
0.23,0.205,16038.685052598663,15950.042249667613,17720.449956644094,16444.18537526531
0.215,0.255,16043.01203774005,15873.841083665728,18947.788582906593,15342.969624734716
0.15,0.175,16106.303421108798,15922.3677503324,19050.698582906567,15581.714624734712
0.235,0.28,16201.325581746716,16037.632750332414,19099.323582906625,15447.779624734714
0.21,0.18,16204.236158808844,16113.833916334299,17955.47995664412,16548.99537526531
0.275,0.26,16243.424501768857,16162.360583000933,17759.40495664411,16787.740375265304
0.17,0.2,16263.888868826556,16086.159416999008,19202.23358290654,15686.524624734651
0.19,0.155,16369.929102674563,16277.625583000909,18190.509956644033,16653.805375265307
0.255,0.235,16408.61068959966,16326.152249667619,17994.43495664408,16892.550375265302
0.19,0.225,16421.77245136507,16249.951083665714,19353.768582906574,15791.334624734707
0.125,0.145,16485.532654140385,16298.477750332406,19456.678582906607,16030.079624734703
0.17,0.13,16535.759620437435,16441.417249667633,18425.53995664412,16758.615375265363
0.235,0.21,16573.94425123885,16489.943916334287,18229.464956644108,16997.3603752653
0.21,0.25,16579.945651703278,16413.7427503324,19505.303582906607,15896.144624734705
0.145,0.17,16642.990420648108,16462.269416999112,19608.21358290664,16134.889624734758
0.23,0.275,16738.400259421607,16577.534416999068,19656.83858290658,16000.954624734703
0.215,0.185,16739.420819898485,16653.735583000915,18464.494956644077,17102.170375265297
0.28,0.265,16779.13993977253,16702.262249667605,18268.419956644124,17340.915375265293
0.165,0.195,16800.74199120347,16626.06108366574,19759.748582906555,16239.699624734698
0.195,0.16,16905.03619606539,16817.52724966762,18699.524956644105,17206.980375265295
0.26,0.24,16944.259570873353,16866.05391633431,18503.449956644152,17445.72537526535
0.185,0.22,16958.779166860495,16789.852750332386,19911.283582906588,16344.509624734696
0.12,0.14,17022.283188669448,16838.379416999098,20014.19358290662,16583.25462473475
0.175,0.135,17070.78633974016,16981.318916334265,18934.554956644075,17311.790375265293
0.24,0.215,17109.523247418227,17029.84558300096,18738.47995664412,17550.535375265288
0.205,0.245,17117.094036893235,16953.644416999054,20062.818582906562,16449.319624734693
0.14,0.165,17179.906817989293,17002.171083665726,20165.728582906595,16688.06462473469
0.22,0.19,17274.926835298236,17193.637249667623,18973.50995664415,17655.345375265344
0.225,0.27,17275.678966903142,17117.4360836657,20214.353582906537,16554.129624734633
0.16,0.19,17337.812135805412,17165.962750332354,20317.26358290657,16792.874624734628
0.2,0.165,17440.46635379968,17357.428916334273,19208.53995664412,17760.155375265284
0.265,0.245,17480.19759417696,17405.955583000945,19012.464956644108,17998.90037526528
0.18,0.215,17495.99151521058,17329.754416999058,20468.798582906602,16897.684624734684
0.18,0.14,17606.13796871082,17521.220583000937,19443.56995664409,17864.96537526528
0.245,0.22,17645.39292134823,17569.74724966763,19247.494956644136,18103.710375265335
0.2,0.24,17654.437589634726,17493.546083665704,20620.333582906576,17002.49462473468
0.135,0.16,17717.031757375607,17542.072750332358,20723.24358290655,17241.239624734677
0.225,0.195,17810.725219041746,17733.538916334237,19482.524956644047,18208.520375265274
0.22,0.265,17813.143242405196,17657.33775033239,20771.86858290655,17107.304624734737
0.155,0.185,17875.079740857873,17705.864416999044,20874.778582906583,17346.049624734675
0.205,0.17,17976.190707983864,17897.330583000905,19717.554956644075,18313.33037526533
0.27,0.25,18016.398956002802,17945.857249667635,19521.47995664412,18552.075375265325
0.175,0.21,18033.391119097607,17869.65608366571,21026.3135829065,17450.85962473473
0.185,0.145,18141.785743789176,18061.12224966761,19952.584956644103,18418.14037526527
0.25,0.225,18181.527571346596,18109.648916334263,19756.50995664415,18656.885375265265
0.195,0.235,18191.959015697557,18033.447750332376,21177.848582906532,17555.66962473467
0.13,0.155,18254.346830083217,18081.97441699907,21280.758582906565,17794.414624734665
0.165,0.12,18307.50681112663,18224.913916334277,20187.61495664413,18522.950375265325
0.23,0.2,18346.790356233047,18273.44058300095,19991.53995664412,18761.69537526532
0.215,0.26,18350.77678098238,18197.239416999084,21329.383582906565,17660.479624734726
0.15,0.18,18412.527521001062,18245.766083665676,21432.29358290648,17899.224624734663
0.21,0.175,18512.183717369597,18437.232249667595,20226.56995664409,18866.50537526526
0.275,0.255,18552.840823881834,18485.75891633429,20030.494956644136,19105.250375265314
0.17,0.205,18570.961722334847,18409.557750332344,21583.828582906513,18004.03462473466
0.19,0.15,18677.704185950508,18601.023916334263,20461.599956644117,18971.315375265316
0.255,0.23,18717.904428395785,18649.550583000953,20265.524956644105,19210.06037526531
0.19,0.23,18729.643000745673,18573.34941699903,21735.363582906546,18108.844624734716
0.125,0.15,18791.83572666947,18621.87608366572,21838.27358290658,18347.589624734712
0.17,0.125,18843.34841243069,18764.81558300099,20696.629956644145,19076.125375265372
0.235,0.205,18883.099528598847,18813.342249667603,20500.554956644075,19314.87037526531
0.21,0.255,18888.56512921208,18737.141083665716,21886.89858290658,18213.654624734714
0.145,0.175,18950.140146322672,18785.667750332428,21989.80858290661,18452.399624734768
0.23,0.28,19047.722079234078,18900.932750332402,22038.433582906553,18318.464624734712
0.215,0.18,19048.42270335088,18977.13391633429,20735.58495664416,19419.680375265307
0.28,0.26,19089.50292215027,19025.66058300094,20539.50995664409,19658.425375265302
0.165,0.2,19108.688893133276,18949.459416999016,22141.343582906527,18557.209624734707
0.195,0.155,19213.870646651198,19140.925583000935,20970.614956644073,19524.490375265304
0.26,0.235,19254.50325086394,19189.452249667625,20774.53995664412,19763.235375265358
0.185,0.225,19267.47593552394,19113.25108366572,22292.87858290656,18662.019624734705
0.12,0.145,19329.483946741653,19161.777750332392,22395.788582906593,18900.7646247347
0.175,0.13,19379.44016294348,19304.717249667603,21205.6449566441,19629.300375265302
0.24,0.21,19419.632517697773,19353.243916334275,21009.56995664409,19868.045375265297
0.205,0.25,19426.495430200015,19277.042750332388,22444.413582906593,18766.829624734703
0.14,0.17,19487.903974080054,19325.56941699908,22547.323582906625,19005.574624734698
0.22,0.185,19584.887461240847,19517.035583000903,21244.599956644117,19972.855375265237
0.225,0.275,19585.74171522028,19440.834416999056,22595.948582906625,18871.639624734642
0.16,0.195,19646.55977571483,19489.361083665746,22698.8585829066,19110.384624734696
0.2,0.16,19750.26492679696,19680.827249667607,21479.629956644145,20077.665375265293
0.265,0.24,19791.305984410174,19729.35391633426,21283.554956644075,20316.410375265288
0.18,0.22,19805.445685483977,19653.152750332374,22850.393582906574,19215.194624734693
0.18,0.135,19915.761862153577,19844.618916334253,21714.659956644056,20182.47537526529
0.245,0.215,19956.37127139926,19893.145583000947,21518.584956644103,20421.220375265344
0.2,0.245,19964.556209511084,19816.94441699906,23001.928582906607,19320.00462473469
0.135,0.165,20025.806823314513,19865.471083665732,23104.83858290664,19558.749624734686
0.225,0.19,20121.559933003668,20056.93724966761,21753.61495664413,20526.030375265284
0.22,0.27,20123.886020024755,19980.736083665706,23153.463582906523,19424.81462473469
0.155,0.19,20184.562881344813,20029.26275033236,23256.373582906555,19663.559624734684
0.205,0.165,20286.868955438564,20220.72891633426,21988.6449566441,20630.84037526534
0.27,0.245,20328.29647519984,20269.25558300095,21792.56995664409,20869.585375265335
0.175,0.215,20343.541396703004,20193.054416999064,23407.908582906588,19768.36962473474
0.185,0.14,20452.29542019589,20384.520583000925,22223.67495664413,20735.65037526528
0.25,0.22,20493.299622205377,20433.04724966758,22027.599956644117,20974.395375265274
0.195,0.24,20502.73719457776,20356.846083665714,23559.443582906562,19873.17962473468
0.13,0.16,20563.837784579624,20405.372750332386,23662.353582906537,20111.924624734675
0.23,0.195,20658.4239304332,20596.838916334247,22262.62995664403,21079.20537526533
0.215,0.265,20662.145252674716,20520.63775033242,23710.978582906595,19977.989624734735
0.15,0.185,20722.68791168856,20569.164416999072,23813.88858290657,20216.73462473473
0.21,0.17,20823.666517586586,20760.630583000893,22497.659956644056,21184.01537526527
0.275,0.25,20865.460226957446,20809.157249667605,22301.584956644103,21422.760375265323
0.17,0.21,20881.753331608183,20732.9560836657,23965.423582906544,20321.54462473467
0.19,0.145,20989.024590103527,20924.422249667597,22732.689956644084,21288.825375265325
0.255,0.225,21030.403048279637,20972.94891633429,22536.61495664413,21527.57037526532
0.19,0.235,21041.029161644325,20896.747750332364,24116.958582906518,20426.354624734668
0.125,0.155,21101.987058576993,20945.274416999076,24219.86858290655,20665.09962473472
0.17,0.12,21154.495439845272,21088.213916334305,22967.719956644112,21393.63537526538
0.235,0.2,21195.464899963506,21136.740583000956,22771.64495664416,21632.38037526532
0.21,0.26,21200.510659471303,21060.539416999072,24268.49358290655,20531.164624734723
0.145,0.18,21260.925608815098,21109.066083665686,24371.403582906525,20769.90962473466
0.215,0.175,21360.643022629934,21300.532249667584,23006.67495664407,21737.190375265316
0.28,0.255,21402.784194256485,21349.058916334296,22810.599956644117,21975.93537526531
0.165,0.205,21420.07272931027,21272.857750332372,24522.9385829065,20874.719624734716
0.195,0.15,21525.93473968148,21464.32391633429,23241.7049566441,21842.000375265314
0.26,0.23,21567.668469835662,21512.85058300094,23045.629956644145,22080.74537526531
0.185,0.23,21579.423805478742,21436.649416999036,24674.473582906532,20979.529624734656
0.12,0.15,21640.245818711144,21485.17608366571,24777.383582906565,21218.27462473465
0.175,0.125,21691.337454292,21628.115583000937,23476.734956644126,21946.81037526531
0.24,0.205,21732.669722004317,21676.642249667628,23280.659956644173,22185.555375265307
0.205,0.255,21738.97435221208,21600.441083665723,24826.008582906565,21084.339624734712
0.14,0.175,21799.26762728396,21648.967750332395,24928.918582906597,21323.084624734707
0.22,0.18,21897.78530648367,21840.433916334296,23515.689956644143,22290.365375265304
0.225,0.28,21898.720009579458,21764.23275033239,24977.543582906597,21189.14962473465
0.16,0.2,21958.49168635685,21812.759416999023,25080.453582906513,21427.894624734647
0.2,0.155,22063.01265634705,22004.22558300094,23750.719956644112,22395.175375265302
0.265,0.235,22105.084074946346,22052.752249667577,23554.644956644042,22633.920375265297
0.18,0.225,22117.91362800317,21976.55108366571,25231.988582906546,21532.704624734703
0.18,0.13,22228.349279277558,22168.01724966761,23985.74995664414,22499.9853752653
0.245,0.21,22270.026539048184,22216.54391633428,23789.67495664407,22738.730375265353
0.2,0.25,22277.529203975086,22140.342750332376,25383.52358290658,21637.5146247347
0.135,0.17,22337.706424617085,22188.869416999067,25486.43358290661,21876.259624734696
0.225,0.185,22435.08146188736,22380.335583000928,24024.7049566441,22843.540375265293
0.22,0.275,22437.33428182297,22304.134416999063,25535.05858290661,21742.324624734698
0.155,0.195,22497.003054511908,22352.661083665753,25637.968582906644,21981.069624734693
0.205,0.16,22600.246379526157,22544.127249667614,24259.734956644126,22948.35037526535
0.27,0.24,22642.63916994227,22592.653916334308,24063.659956644173,23187.095375265344
0.175,0.22,22656.491842719253,22516.45275033238,25789.50358290656,22085.87962473475
0.185,0.135,22765.518897912174,22707.918916334263,24494.764956644096,23053.160375265288
0.25,0.215,22807.524607860163,22756.445583000914,24298.689956644084,23291.905375265284
0.195,0.245,22816.168759584547,22680.24441699905,25941.038582906593,22190.68962473469
0.13,0.165,22876.23516715236,22728.77108366574,26043.948582906625,22429.434624734684
0.23,0.19,22972.520692302016,22920.23724966762,24533.719956644112,23396.71537526534
0.215,0.27,22976.029882785006,22844.036083665716,26092.573582906567,22295.499624734686
0.15,0.19,23035.600352794732,22892.56275033235,26195.48358290654,22534.244624734623
0.21,0.165,23137.625056182584,23084.02891633425,24768.749956644082,23501.52537526528
0.275,0.245,23180.324050452942,23132.55558300094,24572.67495664407,23740.270375265332
0.17,0.215,23195.152292378873,23056.354416999035,26347.018582906574,22639.05462473468
0.19,0.14,23302.835397970004,23247.820583000914,25003.77995664411,23606.335375265277
0.255,0.22,23345.15417191407,23296.347249667626,24807.7049566441,23845.08037526533
0.19,0.24,23354.887158403715,23220.14608366572,26498.553582906607,22743.864624734677
0.125,0.16,23414.847648818624,23268.67275033241,26601.46358290658,22982.60962473473
0.235,0.195,23510.093185672646,23460.138916334196,25042.73495664401,23949.89037526527
0.21,0.265,23514.801223039154,23383.937750332425,26650.08858290664,22848.674624734733
0.145,0.185,23574.2776915156,23432.46441699904,26752.998582906555,23087.41962473467
0.215,0.17,23675.13881584949,23623.93058300092,25277.764956644096,24054.700375265325
0.28,0.25,23718.12988985141,23672.45724966763,25081.689956644143,24293.44537526532
0.165,0.21,23733.889377810483,23596.256083665725,26904.533582906588,23192.229624734726
0.195,0.145,23840.288848137345,23787.722249667586,25512.794956644066,24159.510375265265
0.26,0.225,23882.90635091915,23836.24891633428,25316.719956644112,24398.25537526532
0.185,0.235,23893.679067522182,23760.047750332353,27056.068582906504,23297.039624734665
0.12,0.155,23953.538220813334,23808.574416999065,27158.978582906595,23535.78462473466
0.175,0.12,24005.541127782384,23951.513916334272,25747.824956644094,24264.32037526532
0.24,0.2,24047.79000498459,24000.040583000944,25551.74995664414,24503.065375265316
0.205,0.26,24053.643213191324,23923.83941699908,27207.603582906595,23401.84962473472
0.14,0.18,24113.029706441936,23972.366083665693,27310.51358290651,23640.594624734716
0.22,0.175,24212.778662166096,24163.832249667554,25786.77995664405,24607.875375265256
0.16,0.205,24272.697996178504,24136.15775033234,27462.048582906486,23745.404624734656
0.2,0.15,24377.870190490612,24327.62391633428,26021.80995664408,24712.68537526531
0.265,0.23,24420.773044831352,24376.15058300093,25825.734956644126,24951.430375265307
0.18,0.23,24432.53962374314,24299.949416999065,27613.583582906576,23850.214624734712
0.18,0.125,24543.062514036883,24491.415583000926,26256.839956644108,24817.49537526531
0.245,0.205,24585.6029930671,24539.942249667656,26060.764956644154,25056.240375265363
0.2,0.255,24592.551209258778,24463.74108366571,27765.11858290655,23955.02462473471
0.135,0.175,24651.85150155796,24512.267750332405,27868.028582906583,24193.769624734705
0.225,0.18,24750.53637843844,24703.733916334302,26295.794956644182,25161.050375265302
0.22,0.28,24752.729456696386,24627.53275033242,27916.653582906583,24059.834624734707
0.155,0.2,24811.573487251582,24676.05941699905,28019.563582906558,24298.579624734703
0.205,0.155,24915.57114677986,24867.525583000952,26530.824956644094,25265.860375265358
0.27,0.235,24958.746850184656,24916.05224966766,26334.74995664414,25504.605375265353
0.175,0.225,24971.464383048475,24839.851083665755,28171.09858290659,24403.38962473476
0.185,0.13,25080.70529674642,25031.317249667598,26765.85495664412,25370.670375265297
0.25,0.21,25123.524689534082,25079.84391633427,26569.77995664411,25609.415375265293
0.195,0.25,25131.520965046617,25003.642750332383,28322.633582906565,24508.199624734698
0.13,0.17,25190.738599136545,25052.169416999077,28425.543582906597,24746.944624734693
0.23,0.185,25288.404445156393,25243.635583000898,26804.80995664408,25714.225375265232
0.215,0.275,25291.74008765407,25167.434416999033,28474.168582906597,24613.009624734637
0.15,0.195,25350.51158649333,25215.96108366574,28577.07858290663,24851.75462473469
0.21,0.16,25453.38413649815,25407.427249667584,27039.839956644108,25819.035375265288
0.275,0.24,25496.82098694049,25455.953916334296,26843.764956644154,26057.78037526534
0.17,0.22,25510.449276443247,25379.75275033235,28728.613582906546,24956.56462473469
0.19,0.135,25618.461832838722,25571.218916334252,27274.869956644077,25923.845375265286
0.255,0.215,25661.5482580962,25619.745583000942,27078.794956644066,26162.59037526534
0.19,0.245,25670.54859049937,25543.544416999037,28880.14858290658,25061.374624734686
0.125,0.165,25729.686896059196,25592.07108366575,28983.05858290661,25300.11962473474
0.235,0.19,25826.37596774393,25783.53724966759,27313.824956644094,26267.40037526528
0.21,0.27,25830.806523423627,25707.336083665723,29031.68358290661,25166.184624734684
0.145,0.19,25889.50838398877,25755.862750332355,29134.593582906527,25404.92962473468
0.215,0.165,25991.302205046875,25947.328916334274,27548.85495664412,26372.210375265335
0.28,0.245,26034.98923434821,25995.85558300097,27352.779956644168,26610.95537526533
0.165,0.215,26049.49057126002,25919.654416999063,29286.12858290656,25509.739624734735
0.195,0.14,26156.32510623457,26111.120583000942,27783.88495664415,26477.020375265274
0.26,0.22,26199.667422767485,26159.647249667654,27587.809956644196,26715.765375265328
0.185,0.24,26209.63051517231,26083.44608366571,29437.663582906593,25614.549624734675
0.12,0.16,26268.69262549055,26131.9727503324,29540.573582906625,25853.29462473467
0.24,0.195,26364.444613091444,26323.43891633426,27822.839956644108,26820.575375265325
0.205,0.265,26369.925341640454,26247.237750332413,29589.198582906625,25719.35962473473
0.14,0.185,26428.56028837688,26295.76441699905,29692.10858290654,25958.104624734726
0.22,0.17,26529.318960577555,26487.230583000888,28057.869956644077,26925.385375265265
0.16,0.21,26588.584837151295,26459.556083665695,29843.643582906574,26062.914624734665
0.2,0.145,26694.288664984284,26651.022249667614,28292.899956644105,27030.19537526532
0.265,0.225,26737.876411725225,26699.548916334268,28096.824956644094,27268.940375265316
0.18,0.235,26748.76345610321,26623.347750332363,29995.17858290655,26167.724624734663
0.18,0.12,26859.35196926953,26814.81391633426,28527.929956644075,27135.00537526532
0.245,0.2,26902.604553654714,26863.340583000972,28331.85495664412,27373.750375265372
0.2,0.26,26909.093393886124,26787.139416999067,30146.71358290658,26272.53462473472
0.135,0.18,26967.6639950917,26835.66608366568,30249.623582906555,26511.279624734656
0.225,0.175,27067.428518315144,27027.1322496676,28566.88495664409,27478.56037526531
0.155,0.205,27127.728916123273,26999.457750332367,30401.15858290653,26616.089624734712
0.205,0.15,27232.34656580349,27190.923916334268,28801.91495664406,27583.370375265367
0.27,0.23,27276.16990777508,27239.45058300096,28605.839956644108,27822.115375265304
0.175,0.23,27287.94438947951,27163.249416999053,30552.69358290662,26720.89962473465
0.185,0.125,27397.356997128518,27354.715583000914,29036.94495664409,27688.180375265307
0.25,0.205,27440.85041808887,27403.242249667645,28840.869956644136,27926.92537526536
0.195,0.255,27448.307778843675,27327.04108366572,30704.228582906537,26825.709624734707
0.13,0.175,27506.81645832561,27375.567750332393,30807.13858290657,27064.454624734703
0.23,0.18,27605.625451349413,27567.033916334312,29075.899956644163,28031.735375265358
0.215,0.28,27608.81650674445,27490.832750332385,30855.76358290657,26930.519624734647
0.15,0.2,27666.91989605996,27539.35941699902,30958.673582906544,27169.264624734642
0.21,0.155,27770.49332501314,27730.82558300092,29310.929956644075,28136.545375265297
0.275,0.235,27814.543004532476,27779.35224966763,29114.85495664412,28375.290375265293
0.17,0.225,27827.170525587706,27703.151083665707,31110.208582906518,27274.074624734698
0.19,0.13,27935.452395319517,27894.617249667604,29545.959956644103,28241.355375265295
0.255,0.21,27979.177247545755,27943.1439163343,29349.88495664415,28480.10037526535
0.19,0.25,27987.565818545656,27866.94275033237,31261.74358290655,27378.884624734696
0.125,0.17,28046.01486621423,27915.469416999083,31364.653582906583,27617.62962473475
0.235,0.185,28143.90474703758,28106.935583000904,29584.91495664406,28584.910375265288
0.21,0.275,28148.103301943185,28030.73441699908,31413.278582906583,27483.694624734693
0.145,0.195,28206.155087274474,28079.26108366573,31516.188582906616,27722.43962473469
0.215,0.16,28308.72387503932,28270.72724966759,29819.94495664409,28689.720375265344
0.28,0.24,28352.991167568336,28319.253916334303,29623.869956644136,28928.46537526534
0.165,0.22,28366.439286611207,28243.05275033238,31667.723582906532,27827.249624734744
0.195,0.135,28473.633040380828,28434.51891633426,30054.974956644117,28794.530375265284
0.26,0.215,28517.58045689162,28483.04558300097,29858.899956644163,29033.275375265337
0.185,0.245,28526.865037307758,28406.844416999065,31819.258582906565,27932.059624734684
0.12,0.165,28585.256618821062,28455.371083665716,31922.168582906597,28170.80462473468
0.24,0.19,28682.261768286575,28646.8372496676,30093.929956644075,29138.085375265335
0.205,0.27,28687.42996461506,28570.63608366575,31970.793582906597,28036.86962473474
0.14,0.19,28745.43200169036,28619.162750332325,32073.703582906513,28275.61462473462
0.22,0.165,28847.033525752548,28810.628916334244,30328.959956644103,29242.895375265274
0.16,0.215,28905.748286904993,28782.95441699903,32225.238582906546,28380.424624734675
0.2,0.14,29011.89418823634,28974.42058300093,30563.98995664413,29347.705375265272
0.265,0.22,29056.055800212147,29022.947249667643,30367.914956644177,29586.450375265325
0.18,0.24,29066.203143000384,28946.746083665697,32376.77358290658,28485.234624734672
0.245,0.195,29220.692219089364,29186.73891633423,30602.94495664409,29691.260375265265
0.2,0.265,29226.79428771777,29110.5377503324,32528.30858290661,28590.044624734728
0.135,0.185,29284.748334317075,29159.064416999056,32631.218582906586,28828.789624734665
0.225,0.17,29385.41793003146,29350.530583000935,30837.974956644117,29796.07037526532
0.155,0.21,29445.09531543198,29322.856083665723,32782.75358290656,28933.59962473472
0.205,0.145,29550.231439781066,29514.322249667584,31073.004956644087,29900.88037526526
0.27,0.225,29594.599340062807,29562.848916334293,30876.929956644133,30139.625375265314
0.175,0.235,29605.5780103617,29486.647750332388,32934.28858290659,29038.40962473466
0.185,0.12,29715.13128742304,29678.11391633425,31308.034956644056,30005.690375265316
0.25,0.2,29759.192113782952,29726.64058300096,31111.959956644103,30244.43537526537
0.195,0.26,29766.19422402703,29650.439416999056,33085.82358290657,29143.219624734716
0.13,0.18,29824.101946727827,29698.96608366571,33188.73358290654,29381.964624734712
0.23,0.175,29923.873053022122,29890.43224966757,31346.989956644073,30349.24537526525
0.15,0.205,29984.478320088936,29862.757750332337,33340.268582906516,29486.77462473465
0.21,0.15,30088.640710139753,30054.223916334235,31582.019956644042,30454.055375265307
0.275,0.23,30133.20741999928,30102.750583000947,31385.94495664409,30692.800375265302
0.17,0.23,30144.987666096466,30026.54941699906,33491.80358290661,29591.584624734707
0.19,0.125,30253.493668277853,30218.01558300096,31817.04995664413,30558.865375265304
0.255,0.205,30297.757749565884,30266.542249667633,31620.974956644117,30797.610375265358
0.19,0.255,30305.627871939545,30190.341083665728,33643.33858290658,29696.394624734705
0.125,0.175,30363.490852294894,30238.867750332418,33746.248582906555,29935.13962473476
0.235,0.18,30462.395144640363,30430.3339163343,31856.004956644145,30902.420375265297
0.21,0.28,30466.396867663887,30354.132750332396,33794.873582906555,29801.204624734703
0.145,0.2,30523.895393690305,30402.659416999046,33897.78358290659,30039.949624734698
0.215,0.155,30627.118201149537,30594.12558300093,32091.034956644056,31007.230375265353
0.28,0.235,30671.876639987415,30642.652249667637,31894.959956644103,31245.97537526535
0.165,0.225,30684.430275542876,30566.451083665714,34049.318582906504,30144.759624734754
0.195,0.13,30791.925544342204,30757.917249667593,32326.064956644084,31112.040375265293
0.26,0.21,30836.385681881868,30806.443916334323,32129.98995664413,31350.785375265346
0.185,0.25,30845.093462761735,30730.24275033238,34200.85358290654,30249.569624734693
0.12,0.17,30902.913202965552,30778.769416999054,34303.76358290657,30488.31462473469
0.24,0.185,31000.98071492375,30970.235583000875,32365.019956644042,31455.595375265228
0.205,0.275,31005.882960827144,30894.034416999046,34352.38858290657,30354.379624734633
0.14,0.195,31063.344761407483,30942.56108366574,34455.2985829066,30593.124624734744
0.22,0.16,31165.660376679632,31134.02724966758,32600.04995664407,31560.405375265284
0.16,0.22,31223.904130717656,31106.352750332368,34606.833582906576,30697.934624734684
0.2,0.135,31330.423332667422,31297.818916334247,32835.0799566441,31665.21537526528
0.265,0.215,31375.07270232541,31346.34558300096,32639.004956644145,31903.960375265335
0.18,0.245,31384.589349306225,31270.144416999054,34758.36858290655,30802.74462473468
0.245,0.19,31539.626511897746,31510.137249667663,32874.03495664417,32008.77037526539
0.2,0.27,31545.398494028785,31433.936083665718,34909.90358290658,30907.55462473468
0.135,0.19,31602.82476949207,31482.46275033237,35012.81358290656,31146.299624734675
0.225,0.165,31704.26394045358,31673.928916334273,33109.064956644084,32113.58037526533
0.155,0.215,31763.407639576297,31646.254416999058,35164.34858290653,31251.10962473473
0.205,0.14,31868.983692048285,31837.72058300092,33344.09495664411,32218.39037526527
0.27,0.22,31913.815818775,31886.24724966763,33148.01995664416,32457.135375265323
0.175,0.24,31924.113995641503,31810.046083665704,35315.883582906565,31355.91962473467
0.25,0.195,32078.329501658416,32050.038916334237,33383.04995664407,32561.94537526532
0.195,0.265,32084.941982146174,31973.83775033239,35467.4185829066,31460.729624734726
0.13,0.185,32142.333875131662,32022.364416999084,35570.32858290663,31699.47462473472
0.23,0.17,32242.925816082472,32213.830583000905,33618.0799566441,32666.75537526526
0.15,0.21,32302.939316346867,32186.15608366571,35721.863582906546,31804.28462473466
0.21,0.145,32407.603503004953,32377.62224966761,33853.109956644126,32771.565375265316
0.275,0.225,32452.612237495334,32426.148916334303,33657.03495664417,33010.31037526531
0.17,0.235,32463.66596786154,32349.947750332358,35873.39858290658,31909.0946247346
0.19,0.12,32572.361328229017,32541.413916334295,34088.139956644154,32876.375375265314
0.255,0.2,32617.086850422344,32589.940583000967,33892.06495664414,33115.12037526537
0.19,0.26,32624.51203822595,32513.739416999084,36024.93358290661,32013.904624734714
0.125,0.18,32681.870637307373,32562.266083665676,36127.84358290653,32252.64962473465
0.235,0.175,32781.643129057804,32753.732249667577,34127.09495664411,33219.93037526525
0.145,0.205,32842.49777281461,32726.057750332362,36279.37858290656,32357.459624734707
0.215,0.15,32946.2798497185,32917.523916334285,34362.12495664414,33324.74037526536
0.28,0.23,32991.45934698585,32966.05058300097,34166.04995664419,33563.4853752653
0.165,0.23,33003.2439257586,32889.84941699905,36430.91358290659,32462.269624734705
0.195,0.125,33110.995812466586,33081.31558300095,34597.15495664411,33429.5503752653
0.26,0.205,33155.895908315695,33129.84224966764,34401.0799566441,33668.295375265356
0.185,0.255,33164.10736550977,33053.641083665716,36582.44858290657,32567.079624734703
0.12,0.175,33221.433708541364,33102.16775033239,36685.35858290654,32805.8246247347
0.24,0.18,33320.41319048222,33293.63391633431,34636.109956644126,33773.10537526535
0.205,0.28,33325.08639360363,33217.432750332366,36733.98358290654,32671.889624734642
0.14,0.2,33382.08171044951,33265.959416999016,36836.893582906574,32910.63462473464
0.22,0.155,33485.0100037017,33457.42558300091,34871.13995664404,33877.91537526529
0.16,0.225,33542.846615297865,33429.7510836657,36988.42858290655,33015.44462473469
0.2,0.13,33649.685180900284,33621.2172496676,35106.169956644124,33982.72537526529
0.265,0.21,33694.75419471386,33669.743916334315,34910.09495664411,34221.470375265344
0.18,0.25,33703.72675022485,33593.54275033239,37139.96358290658,33120.25462473469
