operator,stage,geo,year,P1_0_14,P2_15_64,P3_65plus,P_tot
real_single_age,after_international,Ontario,2025,2381102.689679332,10822465.070781,3072471.2395396675,16276039.0
real_single_age,after_international,Prince Edward Island,2023,24872.811506802936,111907.58222555254,35482.60626764452,172263.0
real_single_age,after_international,Prince Edward Island,2024,25339.608643621083,116581.53533760476,36802.85601877416,178724.0
real_single_age,after_international,Prince Edward Island,2025,25333.009599582445,118339.11444479425,37941.875955623305,181614.0
real_single_age,after_international,Quebec,2023,1383186.074288025,5604326.302371435,1844516.62334054,8832029.0
real_single_age,after_international,Quebec,2024,1389440.4896139712,5709695.674267162,1903087.8361188667,9002224.0
real_single_age,after_international,Quebec,2025,1380387.799913479,5722883.784902707,1960120.415183814,9063392.0
real_single_age,after_international,Saskatchewan,2023,233426.04817189436,772063.0382775032,211423.91355060233,1216913.0
real_single_age,after_international,Saskatchewan,2024,236052.83577496116,796445.5736459487,218422.59057909023,1250921.0
real_single_age,after_international,Saskatchewan,2025,235254.06967749825,809012.5073012155,225198.4230212862,1269465.0
real_single_age,after_international,Yukon,2023,7208.221970653443,31151.62877323562,6809.149256110934,45169.0
real_single_age,after_international,Yukon,2024,7375.066839708368,32400.63093640163,7147.302223889999,46923.0
real_single_age,after_international,Yukon,2025,7449.412901951657,33585.55773328994,7464.029364758401,48499.0
real_single_age,after_interprovincial,Alberta,2023,846911.5275015349,3137189.2010419252,704475.2714565397,4688576.0
real_single_age,after_interprovincial,Alberta,2024,870820.6295917501,3295549.5193436183,742659.8510646318,4909030.0
real_single_age,after_interprovincial,Alberta,2025,879821.1462881413,3371247.0218197703,778277.8318920879,5029346.0
real_single_age,after_interprovincial,British Columbia,2023,751828.8851707238,3672802.9033741164,1090664.2114551596,5515296.0
real_single_age,after_interprovincial,British Columbia,2024,756794.7161225512,3785125.5020313365,1129193.7818461123,5671114.0
real_single_age,after_interprovincial,British Columbia,2025,750113.7509378752,3780696.746321832,1166725.5027402928,5697536.0
real_single_age,after_interprovincial,Manitoba,2023,264981.6769659028,944614.1452089283,243606.17782516885,1453202.0
real_single_age,after_interprovincial,Manitoba,2024,267797.2126568263,972809.7705516495,251537.0167915242,1492144.0
real_single_age,after_interprovincial,Manitoba,2025,267561.09863515093,982567.7636711784,259573.13769367064,1509702.0
real_single_age,after_interprovincial,New Brunswick,2023,117946.61333834915,522607.8976566155,190548.48900503537,831103.0
real_single_age,after_interprovincial,New Brunswick,2024,121937.57313718506,539304.1555462715,197051.27131654348,858293.0
real_single_age,after_interprovincial,New Brunswick,2025,122572.84721988087,544733.2741044553,202375.87867566384,869682.0
real_single_age,after_interprovincial,Newfoundland and Labrador,2023,68939.01205658542,339443.2687207788,130406.71922263579,538789.0
real_single_age,after_interprovincial,Newfoundland and Labrador,2024,68929.39275468931,343446.39206042053,134493.21518489017,546869.0
real_single_age,after_interprovincial,Newfoundland and Labrador,2025,68365.71655375289,343457.4342165202,138087.84922972688,549911.0
real_single_age,after_interprovincial,Nova Scotia,2023,144976.87242111025,675890.1634912938,232137.96408759587,1053005.0
real_single_age,after_interprovincial,Nova Scotia,2024,147781.84520024282,695214.7270026931,239772.4277970641,1082769.0
real_single_age,after_interprovincial,Nova Scotia,2025,146850.35474006142,699986.0466640001,246408.5985959384,1093245.0
real_single_age,after_interprovincial,Ontario,2023,2342703.049244563,10424291.477325263,2865486.4734301735,15632480.999999998
real_single_age,after_interprovincial,Ontario,2024,2372770.1112558804,10804034.689732691,2967992.1990114283,16144797.0
real_single_age,after_interprovincial,Ontario,2025,2377867.979240533,10808953.578248283,3071438.442511184,16258260.0
real_single_age,after_interprovincial,Prince Edward Island,2023,25075.344513215612,113067.01432664646,35591.641160137915,173734.0
real_single_age,after_interprovincial,Prince Edward Island,2024,25469.930441468732,117373.23506328528,36865.83449524599,179709.0
real_single_age,after_interprovincial,Prince Edward Island,2025,25476.683324536905,119165.06025535891,38015.256420104175,182657.0
real_single_age,after_interprovincial,Quebec,2023,1381379.15506691,5596467.107612174,1843849.7373209158,8821696.0
real_single_age,after_interprovincial,Quebec,2024,1388303.0306133924,5704480.605774011,1902690.3636125962,8995474.0
real_single_age,after_interprovincial,Quebec,2025,1379486.300708111,5719012.601563487,1959798.0977284017,9058297.0
real_single_age,after_interprovincial,Saskatchewan,2023,232083.17097891192,767304.5821371524,210869.24688393567,1210257.0
real_single_age,after_interprovincial,Saskatchewan,2024,235501.5214299427,794134.348438384,218232.13013167327,1247868.0
real_single_age,after_interprovincial,Saskatchewan,2025,234748.7713762812,807202.4242636902,225007.8043600286,1266959.0
real_single_age,after_interprovincial,Yukon,2023,7250.210101217242,31348.21631032761,6820.573588455148,45419.0
real_single_age,after_interprovincial,Yukon,2024,7462.749882497592,32961.16342451573,7171.086692986672,47595.0
real_single_age,after_interprovincial,Yukon,2025,7417.819018594615,33405.11107610644,7455.069905298941,48278.0

