operator,stage,geo,year,P1_0_14,P2_15_64,P3_65plus,P_tot
empirical_transition,after_births,Ontario,2023,2287968.6,10038321.200000001,2965009.2,15291299.0
empirical_transition,after_births,Ontario,2024,2309991.2,10398508.200000001,3065742.6,15774242.000000002
empirical_transition,after_births,Ontario,2025,2342689.8,10772187.8,3174873.4000000004,16289751.000000002
empirical_transition,after_births,Prince Edward Island,2022,23861.4,104045.6,35619.0,163526.0
empirical_transition,after_births,Prince Edward Island,2023,24140.800000000003,107409.20000000001,36925.0,168475.0
empirical_transition,after_births,Prince Edward Island,2024,24443.0,112485.40000000001,38185.6,175114.00000000003
empirical_transition,after_births,Prince Edward Island,2025,24767.4,116965.0,39351.6,181084.0
empirical_transition,after_births,Quebec,2022,1353733.6,5449076.4,1852726.0000000002,8655536.0
empirical_transition,after_births,Quebec,2023,1355300.4000000001,5480300.600000001,1913470.0000000002,8749071.000000002
empirical_transition,after_births,Quebec,2024,1359827.4,5566541.800000001,1973249.8000000003,8899619.000000002
empirical_transition,after_births,Quebec,2025,1362330.4000000001,5678265.8,2032048.8,9072645.0
empirical_transition,after_births,Saskatchewan,2022,224856.6,742873.2000000001,213645.2,1181375.0
empirical_transition,after_births,Saskatchewan,2023,224527.8,747514.2000000001,219796.0,1191838.0
empirical_transition,after_births,Saskatchewan,2024,227626.2,768931.2000000001,226796.6,1223354.0000000002
empirical_transition,after_births,Saskatchewan,2025,230395.0,796807.8,233812.2,1261015.0
empirical_transition,after_births,Yukon,2022,7021.400000000001,29591.800000000003,6791.8,43405.00000000001
empirical_transition,after_births,Yukon,2023,7052.8,30198.0,7039.2,44290.0
empirical_transition,after_births,Yukon,2024,7170.400000000001,31299.600000000002,7374.0,45844.0
empirical_transition,after_births,Yukon,2025,7329.6,33018.0,7690.400000000001,48038.0
empirical_transition,after_deaths,Alberta,2022,816056.0,2964284.4000000004,666998.6,4447339.0
empirical_transition,after_deaths,Alberta,2023,819413.8,3008958.0,699857.2000000001,4528229.0
empirical_transition,after_deaths,Alberta,2024,835849.4,3132691.6,737553.0,4706094.0
empirical_transition,after_deaths,Alberta,2025,858495.2000000001,3294443.6,775071.2000000001,4928010.0
empirical_transition,after_deaths,British Columbia,2022,725606.8,3443990.6,1054353.6,5223951.0
empirical_transition,after_deaths,British Columbia,2023,730385.8,3533274.0000000005,1090887.2,5354547.000000001
empirical_transition,after_deaths,British Columbia,2024,734991.2000000001,3649499.8000000003,1129036.0,5513527.0
empirical_transition,after_deaths,British Columbia,2025,740146.4,3762888.2,1168548.4000000001,5671583.000000001
empirical_transition,after_deaths,Manitoba,2022,257860.60000000003,900060.2000000001,236975.2,1394896.0
empirical_transition,after_deaths,Manitoba,2023,258034.40000000002,914138.2000000001,244095.40000000002,1416268.0
empirical_transition,after_deaths,Manitoba,2024,260769.80000000002,943518.4000000001,251867.80000000002,1456156.0000000002
empirical_transition,after_deaths,Manitoba,2025,263679.2,971502.0,259935.80000000002,1495117.0
empirical_transition,after_deaths,New Brunswick,2022,110302.4,494005.80000000005,184077.80000000002,788386.0000000001
empirical_transition,after_deaths,New Brunswick,2023,112272.6,503212.80000000005,190551.6,806037.0
empirical_transition,after_deaths,New Brunswick,2024,115279.4,516362.4,197061.2,828703.0
empirical_transition,after_deaths,New Brunswick,2025,118662.40000000001,534418.6,202942.0,856023.0
empirical_transition,after_deaths,Newfoundland and Labrador,2022,67444.8,330269.80000000005,126844.40000000001,524559.0
empirical_transition,after_deaths,Newfoundland and Labrador,2023,66738.0,330962.4,130590.6,528291.0
empirical_transition,after_deaths,Newfoundland and Labrador,2024,66576.2,334676.80000000005,134629.0,535882.0
empirical_transition,after_deaths,Newfoundland and Labrador,2025,66482.4,339030.60000000003,138427.0,543940.0
empirical_transition,after_deaths,Nova Scotia,2022,136846.2,635605.8,224555.0,997007.0
empirical_transition,after_deaths,Nova Scotia,2023,139485.40000000002,649208.2000000001,232089.40000000002,1020783.0000000001
empirical_transition,after_deaths,Nova Scotia,2024,141889.2,668297.0,239689.80000000002,1049876.0
empirical_transition,after_deaths,Nova Scotia,2025,143763.2,688903.8,246775.0,1079442.0
empirical_transition,after_deaths,Ontario,2022,2283988.2,9803725.200000001,2773034.6,14860748.000000002
empirical_transition,after_deaths,Ontario,2023,2287077.6,10015049.200000001,2865678.2,15167805.0
empirical_transition,after_deaths,Ontario,2024,2309133.2,10375595.200000001,2967453.6,15652182.000000002
empirical_transition,after_deaths,Ontario,2025,2341815.8,10749269.8,3074047.4000000004,16165133.000000002
empirical_transition,after_deaths,Prince Edward Island,2022,23854.4,103796.6,34325.0,161976.0
empirical_transition,after_deaths,Prince Edward Island,2023,24134.800000000003,107126.20000000001,35565.0,166826.0
empirical_transition,after_deaths,Prince Edward Island,2024,24436.0,112202.40000000001,36886.6,173525.00000000003
empirical_transition,after_deaths,Prince Edward Island,2025,24760.4,116678.0,38025.6,179464.0
empirical_transition,after_deaths,Quebec,2022,1353226.6,5438229.4,1790360.0000000002,8581816.0
empirical_transition,after_deaths,Quebec,2023,1354768.4000000001,5468731.600000001,1847277.0000000002,8670777.000000002
empirical_transition,after_deaths,Quebec,2024,1359278.4,5555397.800000001,1905660.8000000003,8820337.000000002
empirical_transition,after_deaths,Quebec,2025,1361854.4000000001,5667446.8,1963643.8,8992945.0
empirical_transition,after_deaths,Saskatchewan,2022,224745.6,740105.2000000001,205261.2,1170112.0
empirical_transition,after_deaths,Saskatchewan,2023,224400.8,744951.2000000001,211434.0,1180786.0
empirical_transition,after_deaths,Saskatchewan,2024,227503.2,766317.2000000001,218496.6,1212317.0000000002
empirical_transition,after_deaths,Saskatchewan,2025,230268.0,794203.8,225371.2,1249843.0
empirical_transition,after_deaths,Yukon,2022,7013.400000000001,29447.800000000003,6575.8,43037.00000000001
empirical_transition,after_deaths,Yukon,2023,7049.8,30103.0,6818.2,43971.0
empirical_transition,after_deaths,Yukon,2024,7166.400000000001,31180.600000000002,7162.0,45509.0
empirical_transition,after_deaths,Yukon,2025,7326.6,32904.0,7469.400000000001,47700.0
empirical_transition,after_international,Alberta,2022,826397.0,3011179.4000000004,669508.6,4507085.0
empirical_transition,after_international,Alberta,2023,836992.8,3108439.0,703736.2000000001,4649168.0
empirical_transition,after_international,Alberta,2024,860126.4,3258573.6,741936.0,4860636.0
empirical_transition,after_international,Alberta,2025,872634.2000000001,3350046.6,778527.2000000001,5001208.0
empirical_transition,after_international,British Columbia,2022,740285.8,3536142.6,1056347.6,5332776.0
empirical_transition,after_international,British Columbia,2023,750186.8,3668196.0000000005,1093525.2,5511908.000000001
empirical_transition,after_international,British Columbia,2024,756229.2,3786345.8000000003,1132666.0,5675241.0
empirical_transition,after_international,British Columbia,2025,749302.4,3780520.2,1170105.4000000001,5699928.000000001
empirical_transition,after_international,Manitoba,2022,262622.60000000003,920867.2000000001,237459.2,1420949.0
empirical_transition,after_international,Manitoba,2023,266296.4,951822.2000000001,245011.40000000002,1463130.0
empirical_transition,after_international,Manitoba,2024,268884.80000000005,978754.4000000001,252903.80000000002,1500543.0000000002
empirical_transition,after_international,Manitoba,2025,267857.2,985260.0,260631.80000000002,1513749.0
empirical_transition,after_international,New Brunswick,2022,112887.4,503920.80000000005,184163.80000000002,800972.0000000001
empirical_transition,after_international,New Brunswick,2023,116734.6,518678.80000000005,190638.6,826052.0
empirical_transition,after_international,New Brunswick,2024,120850.4,534824.4,197199.2,852874.0
empirical_transition,after_international,New Brunswick,2025,122415.40000000001,544502.6,202950.0,869868.0
empirical_transition,after_international,Newfoundland and Labrador,2022,68224.8,334364.80000000005,126865.40000000001,529455.0
empirical_transition,after_international,Newfoundland and Labrador,2023,68650.0,338419.4,130659.6,537729.0
empirical_transition,after_international,Newfoundland and Labrador,2024,68644.2,342370.80000000005,134763.0,545778.0
empirical_transition,after_international,Newfoundland and Labrador,2025,68243.4,343145.60000000003,138457.0,549846.0
empirical_transition,after_international,Nova Scotia,2022,139652.2,647973.8,224707.0,1012333.0
empirical_transition,after_international,Nova Scotia,2023,143594.40000000002,670154.2000000001,232267.40000000002,1046016.0000000001
empirical_transition,after_international,Nova Scotia,2024,146448.2,687583.0,239896.80000000002,1073928.0
empirical_transition,after_international,Nova Scotia,2025,146121.2,697032.8,246865.0,1090019.0
empirical_transition,after_international,Ontario,2022,2321894.2,10084266.200000001,2780693.6,15186854.000000002
empirical_transition,after_international,Ontario,2023,2344512.6,10441881.200000001,2875817.2,15662211.0
empirical_transition,after_international,Ontario,2024,2376913.2,10831249.200000001,2979323.6,16187486.000000002
empirical_transition,after_international,Ontario,2025,2377492.8,10817016.8,3081529.4000000004,16276039.000000002
empirical_transition,after_international,Prince Edward Island,2022,24410.4,106748.6,34333.0,165492.0
empirical_transition,after_international,Prince Edward Island,2023,24833.800000000003,111843.20000000001,35586.0,172263.0
empirical_transition,after_international,Prince Edward Island,2024,25300.0,116515.40000000001,36908.6,178724.00000000003
empirical_transition,after_international,Prince Edward Island,2025,25292.4,118272.0,38049.6,181614.0
empirical_transition,after_international,Quebec,2022,1370257.6,5513452.4,1792782.0000000002,8676492.0
empirical_transition,after_international,Quebec,2023,1381127.4000000001,5600968.600000001,1849933.0000000002,8832029.000000002
empirical_transition,after_international,Quebec,2024,1387342.4,5706371.800000001,1908509.8000000003,9002224.000000002
empirical_transition,after_international,Quebec,2025,1378261.4000000001,5719599.8,1965530.8,9063392.0
empirical_transition,after_international,Saskatchewan,2022,228950.6,753685.2000000001,205653.2,1188289.0
empirical_transition,after_international,Saskatchewan,2023,233089.8,771747.2000000001,212076.0,1216913.0
empirical_transition,after_international,Saskatchewan,2024,235706.2,796134.2000000001,219080.6,1250921.0000000002
empirical_transition,after_international,Saskatchewan,2025,234898.0,808710.8,225856.2,1269465.0
empirical_transition,after_international,Yukon,2022,7084.400000000001,29917.800000000003,6579.8,43582.00000000001
empirical_transition,after_international,Yukon,2023,7197.8,31136.0,6835.2,45169.0
empirical_transition,after_international,Yukon,2024,7364.400000000001,32385.600000000002,7173.0,46923.0
empirical_transition,after_international,Yukon,2025,7438.6,33571.0,7489.400000000001,48499.0
empirical_transition,after_interprovincial,Alberta,2022,827606.6218504498,3015100.0609679655,670024.317181585,4512731.000000001
empirical_transition,after_interprovincial,Alberta,2023,845681.3354412337,3136044.686147467,706849.9784112998,4688576.0
empirical_transition,after_interprovincial,Alberta,2024,869554.6007304633,3294395.48058605,745079.918683487,4909030.0
empirical_transition,after_interprovincial,Alberta,2025,878511.0581807615,3370097.6476605637,780737.2941586749,5029346.0
empirical_transition,after_interprovincial,British Columbia,2022,744418.5018524722,3556014.898018705,1058411.600128823,5358845.0
empirical_transition,after_interprovincial,British Columbia,2023,750697.736199217,3670811.5271926075,1093786.736608176,5515296.0
empirical_transition,after_interprovincial,British Columbia,2024,755642.3752379226,3783119.6852352037,1132351.9395268739,5671114.0
empirical_transition,after_interprovincial,British Columbia,2025,748940.5145605598,3778676.855381348,1169918.6300580925,5697536.0
empirical_transition,after_interprovincial,Manitoba,2022,261431.4004077338,915092.0134946732,236974.58609759307,1413498.0
empirical_transition,after_interprovincial,Manitoba,2023,264602.761435175,944239.0699097513,244360.16865507376,1453202.0
empirical_transition,after_interprovincial,Manitoba,2024,267407.90952303173,972436.6288467821,252299.4616301862,1492144.0000000002
empirical_transition,after_interprovincial,Manitoba,2025,267162.7826017558,982197.7807661613,260341.436632083,1509702.0000000002
empirical_transition,after_interprovincial,New Brunswick,2022,114450.29390457431,509486.2059969359,184932.50009848984,808869.0
empirical_transition,after_interprovincial,New Brunswick,2023,117767.93625532441,522238.4157787518,191096.64796592382,831103.0
empirical_transition,after_interprovincial,New Brunswick,2024,121752.57671416394,538936.662696383,197603.7605894532,858293.0
empirical_transition,after_interprovincial,New Brunswick,2025,122379.94625192886,544368.1416226752,202933.91212539593,869682.0000000001
empirical_transition,after_interprovincial,Newfoundland and Labrador,2022,68554.63844221106,335651.7811557789,127050.58040201006,531257.0
empirical_transition,after_interprovincial,Newfoundland and Labrador,2023,68828.47730600294,339178.59872221487,130781.92397178225,538789.0
empirical_transition,after_interprovincial,Newfoundland and Labrador,2024,68818.86230005516,343181.22705460567,134868.91064533923,546869.0
empirical_transition,after_interprovincial,Newfoundland and Labrador,2025,68254.374164884,343192.8659206846,138463.75991443146,549911.0
empirical_transition,after_interprovincial,Nova Scotia,2022,141656.8798917944,656704.0203708786,225673.099737327,1024034.0
empirical_transition,after_interprovincial,Nova Scotia,2023,144758.51795929112,675420.170521144,232826.31151956486,1053005.0
empirical_transition,after_interprovincial,Nova Scotia,2024,147557.14991868564,694742.8791126308,240468.97096868357,1082769.0
empirical_transition,after_interprovincial,Nova Scotia,2025,146619.53773213114,699513.1234012062,247112.3388666627,1093245.0
empirical_transition,after_interprovincial,Ontario,2022,2316066.9522677353,10060873.842434423,2778895.205297842,15155836.0
empirical_transition,after_interprovincial,Ontario,2023,2339202.8952694237,10419114.899874687,2874163.20485589,15632481.0
empirical_transition,after_interprovincial,Ontario,2024,2369225.7219007667,10798707.251178939,2976864.0269202953,16144797.0
empirical_transition,after_interprovincial,Ontario,2025,2374258.0895612007,10803505.307467284,3080496.6029715165,16258260.0
empirical_transition,after_interprovincial,Prince Edward Island,2022,24702.12900763359,108014.60610687024,34483.26488549619,167200.0
empirical_transition,after_interprovincial,Prince Edward Island,2023,25036.333006412675,113002.63210109393,35695.0348924934,173734.0
empirical_transition,after_interprovincial,Prince Edward Island,2024,25430.32179784765,117307.09972568053,36971.57847647183,179709.0
empirical_transition,after_interprovincial,Prince Edward Island,2025,25436.073724954465,119097.94581056466,38122.980464480876,182657.0
empirical_transition,after_interprovincial,Quebec,2022,1369066.31145686,5508538.813392211,1792357.87515093,8669963.0
empirical_transition,after_interprovincial,Quebec,2023,1379320.480778885,5593109.40524074,1849266.113980376,8821696.0
empirical_transition,after_interprovincial,Quebec,2024,1386204.9409994213,5701156.73150685,1908112.3274937298,8995474.0
empirical_transition,after_interprovincial,Quebec,2025,1377359.9007946318,5715728.61666078,1965208.4825445877,9058297.0
empirical_transition,after_interprovincial,Saskatchewan,2022,226842.70346714082,747098.59136976,204854.70516309922,1178796.0
empirical_transition,after_interprovincial,Saskatchewan,2023,231746.92280701754,766988.7438596492,211521.33333333334,1210257.0
empirical_transition,after_interprovincial,Saskatchewan,2024,235154.88565498154,793822.9747924354,218890.13955258304,1247868.0
