geo,gender,age_single,year,population
Newfoundland and Labrador,Women+,52,2021,3895.0
Prince Edward Island,Men+,52,2021,985.0
Prince Edward Island,Women+,52,2021,1020.0
Nova Scotia,Men+,52,2021,6060.0
Nova Scotia,Women+,52,2021,6465.0
New Brunswick,Men+,52,2021,5005.0
New Brunswick,Women+,52,2021,5150.0
Quebec,Men+,52,2021,51735.0
Quebec,Women+,52,2021,51000.0
Ontario,Men+,52,2021,90530.0
Ontario,Women+,52,2021,96970.0
Manitoba,Men+,52,2021,7690.0
Manitoba,Women+,52,2021,7830.0
Saskatchewan,Men+,52,2021,6435.0
Saskatchewan,Women+,52,2021,6270.0
Alberta,Men+,52,2021,26080.0
Alberta,Women+,52,2021,26295.0
British Columbia,Men+,52,2021,31905.0
British Columbia,Women+,52,2021,34645.0
Yukon,Men+,52,2021,225.0
Yukon,Women+,52,2021,225.0
Northwest Territories,Men+,52,2021,285.0
Northwest Territories,Women+,52,2021,255.0
Nunavut,Men+,52,2021,205.0
Nunavut,Women+,52,2021,190.0
Newfoundland and Labrador,Men+,53,2021,3875.0
Newfoundland and Labrador,Women+,53,2021,4065.0
Prince Edward Island,Men+,53,2021,905.0
Prince Edward Island,Women+,53,2021,1020.0
Nova Scotia,Men+,53,2021,6005.0
Nova Scotia,Women+,53,2021,6600.0
New Brunswick,Men+,53,2021,5200.0
New Brunswick,Women+,53,2021,5240.0
Quebec,Men+,53,2021,51955.0
Quebec,Women+,53,2021,52115.0
Ontario,Men+,53,2021,90190.0
Ontario,Women+,53,2021,95455.0
Manitoba,Men+,53,2021,7620.0
Manitoba,Women+,53,2021,7565.0
Saskatchewan,Men+,53,2021,6065.0
Saskatchewan,Women+,53,2021,6125.0
Alberta,Men+,53,2021,25275.0
Alberta,Women+,53,2021,25450.0
British Columbia,Men+,53,2021,30905.0
British Columbia,Women+,53,2021,33340.0
Yukon,Men+,53,2021,220.0
Yukon,Women+,53,2021,250.0
Northwest Territories,Men+,53,2021,280.0
Northwest Territories,Women+,53,2021,270.0
Nunavut,Men+,53,2021,200.0
Nunavut,Women+,53,2021,215.0
Newfoundland and Labrador,Men+,54,2021,3845.0
Newfoundland and Labrador,Women+,54,2021,4115.0
Prince Edward Island,Men+,54,2021,995.0
Prince Edward Island,Women+,54,2021,1025.0
Nova Scotia,Men+,54,2021,6395.0
Nova Scotia,Women+,54,2021,6870.0
New Brunswick,Men+,54,2021,5235.0
New Brunswick,Women+,54,2021,5460.0
Quebec,Men+,54,2021,54070.0
Quebec,Women+,54,2021,53800.0
Ontario,Men+,54,2021,90360.0
Ontario,Women+,54,2021,96530.0
Manitoba,Men+,54,2021,7450.0
Manitoba,Women+,54,2021,7805.0
Saskatchewan,Men+,54,2021,6175.0
Saskatchewan,Women+,54,2021,6260.0
Alberta,Men+,54,2021,24900.0
Alberta,Women+,54,2021,25285.0
British Columbia,Men+,54,2021,30620.0
British Columbia,Women+,54,2021,32530.0
Yukon,Men+,54,2021,235.0
Yukon,Women+,54,2021,220.0
Northwest Territories,Men+,54,2021,210.0
Northwest Territories,Women+,54,2021,255.0
Nunavut,Men+,54,2021,215.0
Nunavut,Women+,54,2021,180.0
Newfoundland and Labrador,Men+,55,2021,3950.0
Newfoundland and Labrador,Women+,55,2021,4285.0
Prince Edward Island,Men+,55,2021,1020.0
Prince Edward Island,Women+,55,2021,1040.0
Nova Scotia,Men+,55,2021,6735.0
Nova Scotia,Women+,55,2021,7265.0
New Brunswick,Men+,55,2021,5660.0
New Brunswick,Women+,55,2021,5960.0
Quebec,Men+,55,2021,57480.0
Quebec,Women+,55,2021,57065.0
Ontario,Men+,55,2021,97135.0
Ontario,Women+,55,2021,101560.0
Manitoba,Men+,55,2021,8150.0
Manitoba,Women+,55,2021,8305.0
Saskatchewan,Men+,55,2021,6535.0
Saskatchewan,Women+,55,2021,6670.0
Alberta,Men+,55,2021,25890.0
Alberta,Women+,55,2021,25940.0
British Columbia,Men+,55,2021,32005.0
British Columbia,Women+,55,2021,34180.0
Yukon,Men+,55,2021,280.0
Yukon,Women+,55,2021,235.0
Northwest Territories,Men+,55,2021,260.0
Northwest Territories,Women+,55,2021,280.0
Nunavut,Men+,55,2021,180.0
Nunavut,Women+,55,2021,195.0
Newfoundland and Labrador,Men+,56,2021,4145.0
Newfoundland and Labrador,Women+,56,2021,4400.0
Prince Edward Island,Men+,56,2021,1175.0
Prince Edward Island,Women+,56,2021,1195.0
Nova Scotia,Men+,56,2021,7370.0
Nova Scotia,Women+,56,2021,8010.0
New Brunswick,Men+,56,2021,6190.0
New Brunswick,Women+,56,2021,6475.0
Quebec,Men+,56,2021,62065.0
Quebec,Women+,56,2021,62360.0
Ontario,Men+,56,2021,102400.0
Ontario,Women+,56,2021,108000.0
Manitoba,Men+,56,2021,8535.0
Manitoba,Women+,56,2021,8960.0
Saskatchewan,Men+,56,2021,7100.0
Saskatchewan,Women+,56,2021,7300.0
Alberta,Men+,56,2021,27240.0
Alberta,Women+,56,2021,27460.0
British Columbia,Men+,56,2021,34090.0
British Columbia,Women+,56,2021,36285.0
Yukon,Men+,56,2021,260.0
Yukon,Women+,56,2021,260.0
Northwest Territories,Men+,56,2021,350.0
Northwest Territories,Women+,56,2021,295.0
Nunavut,Men+,56,2021,175.0
Nunavut,Women+,56,2021,145.0
Newfoundland and Labrador,Men+,57,2021,4180.0
Newfoundland and Labrador,Women+,57,2021,4275.0
Prince Edward Island,Men+,57,2021,1115.0
Prince Edward Island,Women+,57,2021,1290.0
Nova Scotia,Men+,57,2021,7660.0
Nova Scotia,Women+,57,2021,8115.0
New Brunswick,Men+,57,2021,6205.0
New Brunswick,Women+,57,2021,6340.0
Quebec,Men+,57,2021,62400.0
Quebec,Women+,57,2021,62515.0
Ontario,Men+,57,2021,104230.0
Ontario,Women+,57,2021,109350.0
Manitoba,Men+,57,2021,8750.0
Manitoba,Women+,57,2021,8920.0
Saskatchewan,Men+,57,2021,7360.0
Saskatchewan,Women+,57,2021,7670.0
Alberta,Men+,57,2021,27980.0
Alberta,Women+,57,2021,28170.0
British Columbia,Men+,57,2021,35665.0
British Columbia,Women+,57,2021,38135.0
Yukon,Men+,57,2021,260.0
Yukon,Women+,57,2021,295.0
Northwest Territories,Men+,57,2021,285.0
Northwest Territories,Women+,57,2021,275.0
Nunavut,Men+,57,2021,190.0
Nunavut,Women+,57,2021,160.0
Newfoundland and Labrador,Men+,58,2021,4095.0
Newfoundland and Labrador,Women+,58,2021,4365.0
Prince Edward Island,Men+,58,2021,1175.0
Prince Edward Island,Women+,58,2021,1275.0
Nova Scotia,Men+,58,2021,7720.0
Nova Scotia,Women+,58,2021,8200.0
New Brunswick,Men+,58,2021,6330.0
New Brunswick,Women+,58,2021,6385.0
Quebec,Men+,58,2021,63085.0
Quebec,Women+,58,2021,64050.0
Ontario,Men+,58,2021,104070.0
Ontario,Women+,58,2021,108400.0
Manitoba,Men+,58,2021,8810.0
Manitoba,Women+,58,2021,9020.0
Saskatchewan,Men+,58,2021,7735.0
Saskatchewan,Women+,58,2021,7830.0
Alberta,Men+,58,2021,27685.0
Alberta,Women+,58,2021,28570.0
British Columbia,Men+,58,2021,36455.0
British Columbia,Women+,58,2021,38295.0
Yukon,Men+,58,2021,260.0
Yukon,Women+,58,2021,320.0
Northwest Territories,Men+,58,2021,320.0
Northwest Territories,Women+,58,2021,280.0
Nunavut,Men+,58,2021,160.0
Nunavut,Women+,58,2021,140.0
Newfoundland and Labrador,Men+,59,2021,4165.0
Newfoundland and Labrador,Women+,59,2021,4300.0
Prince Edward Island,Men+,59,2021,1155.0
Prince Edward Island,Women+,59,2021,1200.0
Nova Scotia,Men+,59,2021,7715.0
Nova Scotia,Women+,59,2021,8285.0
New Brunswick,Men+,59,2021,6140.0
New Brunswick,Women+,59,2021,6630.0
Quebec,Men+,59,2021,62205.0
Quebec,Women+,59,2021,62475.0
Ontario,Men+,59,2021,99860.0
Ontario,Women+,59,2021,105155.0
Manitoba,Men+,59,2021,8790.0
Manitoba,Women+,59,2021,9050.0
Saskatchewan,Men+,59,2021,7310.0
Saskatchewan,Women+,59,2021,7650.0
Alberta,Men+,59,2021,27025.0
Alberta,Women+,59,2021,28185.0
British Columbia,Men+,59,2021,34310.0
British Columbia,Women+,59,2021,36930.0
Yukon,Men+,59,2021,290.0
Yukon,Women+,59,2021,325.0
Northwest Territories,Men+,59,2021,295.0
Northwest Territories,Women+,59,2021,285.0
Nunavut,Men+,59,2021,130.0
Nunavut,Women+,59,2021,135.0
Newfoundland and Labrador,Men+,60,2021,4245.0
Newfoundland and Labrador,Women+,60,2021,4445.0
Prince Edward Island,Men+,60,2021,1150.0
Prince Edward Island,Women+,60,2021,1270.0
Nova Scotia,Men+,60,2021,7650.0
Nova Scotia,Women+,60,2021,8285.0
New Brunswick,Men+,60,2021,6180.0
New Brunswick,Women+,60,2021,6460.0
Quebec,Men+,60,2021,63530.0
Quebec,Women+,60,2021,64595.0
Ontario,Men+,60,2021,99825.0
Ontario,Women+,60,2021,105900.0
Manitoba,Men+,60,2021,8920.0
Manitoba,Women+,60,2021,9105.0
Saskatchewan,Men+,60,2021,7520.0
Saskatchewan,Women+,60,2021,7560.0
Alberta,Men+,60,2021,27570.0
Alberta,Women+,60,2021,28305.0
British Columbia,Men+,60,2021,34995.0
British Columbia,Women+,60,2021,37780.0
Yukon,Men+,60,2021,310.0
Yukon,Women+,60,2021,335.0
Northwest Territories,Men+,60,2021,275.0
Northwest Territories,Women+,60,2021,270.0
Nunavut,Men+,60,2021,150.0
Nunavut,Women+,60,2021,125.0
Newfoundland and Labrador,Men+,61,2021,4215.0
Newfoundland and Labrador,Women+,61,2021,4320.0
Prince Edward Island,Men+,61,2021,1120.0
Prince Edward Island,Women+,61,2021,1230.0
Nova Scotia,Men+,61,2021,7535.0
Nova Scotia,Women+,61,2021,7985.0
New Brunswick,Men+,61,2021,6080.0
New Brunswick,Women+,61,2021,6350.0
Quebec,Men+,61,2021,62100.0
Quebec,Women+,61,2021,64380.0
Ontario,Men+,61,2021,96475.0
Ontario,Women+,61,2021,102625.0
Manitoba,Men+,61,2021,8790.0
Manitoba,Women+,61,2021,8860.0
Saskatchewan,Men+,61,2021,7555.0
Saskatchewan,Women+,61,2021,7640.0
Alberta,Men+,61,2021,27130.0
Alberta,Women+,61,2021,27485.0
British Columbia,Men+,61,2021,34475.0
British Columbia,Women+,61,2021,37740.0
Yukon,Men+,61,2021,285.0
Yukon,Women+,61,2021,270.0
Northwest Territories,Men+,61,2021,260.0
Northwest Territories,Women+,61,2021,215.0
Nunavut,Men+,61,2021,185.0
Nunavut,Women+,61,2021,130.0
Newfoundland and Labrador,Men+,62,2021,4105.0
Newfoundland and Labrador,Women+,62,2021,4400.0
Prince Edward Island,Men+,62,2021,1070.0
Prince Edward Island,Women+,62,2021,1145.0
Nova Scotia,Men+,62,2021,7280.0
Nova Scotia,Women+,62,2021,7950.0
New Brunswick,Men+,62,2021,5950.0
New Brunswick,Women+,62,2021,6210.0
Quebec,Men+,62,2021,61455.0
Quebec,Women+,62,2021,63985.0
Ontario,Men+,62,2021,92860.0
Ontario,Women+,62,2021,98750.0
Manitoba,Men+,62,2021,8285.0
Manitoba,Women+,62,2021,8495.0
Saskatchewan,Men+,62,2021,7360.0
Saskatchewan,Women+,62,2021,7590.0
Alberta,Men+,62,2021,26385.0
Alberta,Women+,62,2021,26400.0
British Columbia,Men+,62,2021,33530.0
British Columbia,Women+,62,2021,36615.0
Yukon,Men+,62,2021,270.0
Yukon,Women+,62,2021,295.0
Northwest Territories,Men+,62,2021,265.0
Northwest Territories,Women+,62,2021,245.0
Nunavut,Men+,62,2021,105.0
Nunavut,Women+,62,2021,120.0
Newfoundland and Labrador,Men+,63,2021,4085.0
Newfoundland and Labrador,Women+,63,2021,4410.0
Prince Edward Island,Men+,63,2021,1105.0
Prince Edward Island,Women+,63,2021,1175.0
Nova Scotia,Men+,63,2021,7365.0
Nova Scotia,Women+,63,2021,7990.0
New Brunswick,Men+,63,2021,6135.0
New Brunswick,Women+,63,2021,6530.0
Quebec,Men+,63,2021,61175.0
Quebec,Women+,63,2021,63260.0
Ontario,Men+,63,2021,90930.0
Ontario,Women+,63,2021,96580.0
Manitoba,Men+,63,2021,8075.0
Manitoba,Women+,63,2021,8500.0
Saskatchewan,Men+,63,2021,7245.0
Saskatchewan,Women+,63,2021,7390.0
Alberta,Men+,63,2021,25750.0
Alberta,Women+,63,2021,26160.0
British Columbia,Men+,63,2021,34230.0
British Columbia,Women+,63,2021,36800.0
Yukon,Men+,63,2021,310.0
Yukon,Women+,63,2021,295.0
Northwest Territories,Men+,63,2021,220.0
Northwest Territories,Women+,63,2021,210.0
Nunavut,Men+,63,2021,100.0
Nunavut,Women+,63,2021,100.0
Newfoundland and Labrador,Men+,64,2021,4045.0
Newfoundland and Labrador,Women+,64,2021,4250.0
Prince Edward Island,Men+,64,2021,1025.0
Prince Edward Island,Women+,64,2021,1155.0
Nova Scotia,Men+,64,2021,7250.0
Nova Scotia,Women+,64,2021,7640.0
New Brunswick,Men+,64,2021,6180.0
New Brunswick,Women+,64,2021,6320.0
Quebec,Men+,64,2021,59460.0
Quebec,Women+,64,2021,61680.0
Ontario,Men+,64,2021,87855.0
Ontario,Women+,64,2021,94775.0
Manitoba,Men+,64,2021,8015.0
Manitoba,Women+,64,2021,8115.0
Saskatchewan,Men+,64,2021,7040.0
Saskatchewan,Women+,64,2021,7255.0
Alberta,Men+,64,2021,24760.0
Alberta,Women+,64,2021,25290.0
British Columbia,Men+,64,2021,32985.0
British Columbia,Women+,64,2021,35990.0
Yukon,Men+,64,2021,260.0
Yukon,Women+,64,2021,250.0
Northwest Territories,Men+,64,2021,215.0
Northwest Territories,Women+,64,2021,195.0
Nunavut,Men+,64,2021,90.0
Nunavut,Women+,64,2021,90.0
Newfoundland and Labrador,Men+,65,2021,4050.0
Newfoundland and Labrador,Women+,65,2021,4315.0
Prince Edward Island,Men+,65,2021,1115.0
Prince Edward Island,Women+,65,2021,1170.0
Nova Scotia,Men+,65,2021,6990.0
Nova Scotia,Women+,65,2021,7575.0
New Brunswick,Men+,65,2021,5755.0
New Brunswick,Women+,65,2021,6115.0
Quebec,Men+,65,2021,56530.0
Quebec,Women+,65,2021,58595.0
Ontario,Men+,65,2021,83830.0
Ontario,Women+,65,2021,91330.0
Manitoba,Men+,65,2021,7760.0
Manitoba,Women+,65,2021,7910.0
Saskatchewan,Men+,65,2021,7050.0
Saskatchewan,Women+,65,2021,7195.0
Alberta,Men+,65,2021,24310.0
Alberta,Women+,65,2021,24920.0
British Columbia,Men+,65,2021,32700.0
British Columbia,Women+,65,2021,35335.0
Yukon,Men+,65,2021,285.0
Yukon,Women+,65,2021,270.0
Northwest Territories,Men+,65,2021,190.0
Northwest Territories,Women+,65,2021,165.0
Nunavut,Men+,65,2021,85.0
Nunavut,Women+,65,2021,65.0
Newfoundland and Labrador,Men+,66,2021,4125.0
Newfoundland and Labrador,Women+,66,2021,4235.0
Prince Edward Island,Men+,66,2021,1030.0
Prince Edward Island,Women+,66,2021,1125.0
Nova Scotia,Men+,66,2021,6950.0
Nova Scotia,Women+,66,2021,7445.0
New Brunswick,Men+,66,2021,5680.0
New Brunswick,Women+,66,2021,6260.0
Quebec,Men+,66,2021,56150.0
Quebec,Women+,66,2021,58755.0
Ontario,Men+,66,2021,81720.0
Ontario,Women+,66,2021,89965.0
Manitoba,Men+,66,2021,7630.0
Manitoba,Women+,66,2021,7935.0
Saskatchewan,Men+,66,2021,6905.0
Saskatchewan,Women+,66,2021,7065.0
Alberta,Men+,66,2021,23160.0
Alberta,Women+,66,2021,23380.0
British Columbia,Men+,66,2021,31805.0
British Columbia,Women+,66,2021,35105.0
Yukon,Men+,66,2021,260.0
Yukon,Women+,66,2021,260.0
Northwest Territories,Men+,66,2021,185.0
Northwest Territories,Women+,66,2021,200.0
Nunavut,Men+,66,2021,100.0
Nunavut,Women+,66,2021,65.0
Newfoundland and Labrador,Men+,67,2021,3970.0
Newfoundland and Labrador,Women+,67,2021,4220.0
Prince Edward Island,Men+,67,2021,1000.0
Prince Edward Island,Women+,67,2021,1150.0
Nova Scotia,Men+,67,2021,6600.0
Nova Scotia,Women+,67,2021,7275.0
New Brunswick,Men+,67,2021,5705.0
New Brunswick,Women+,67,2021,5915.0
Quebec,Men+,67,2021,53110.0
Quebec,Women+,67,2021,56225.0
Ontario,Men+,67,2021,76985.0
Ontario,Women+,67,2021,85880.0
Manitoba,Men+,67,2021,7160.0
Manitoba,Women+,67,2021,7605.0
Saskatchewan,Men+,67,2021,6520.0
Saskatchewan,Women+,67,2021,6630.0
Alberta,Men+,67,2021,21470.0
Alberta,Women+,67,2021,22305.0
British Columbia,Men+,67,2021,30330.0
British Columbia,Women+,67,2021,33530.0
Yukon,Men+,67,2021,250.0
Yukon,Women+,67,2021,235.0
Northwest Territories,Men+,67,2021,200.0
Northwest Territories,Women+,67,2021,160.0
Nunavut,Men+,67,2021,80.0
Nunavut,Women+,67,2021,70.0
Newfoundland and Labrador,Men+,68,2021,3860.0
Newfoundland and Labrador,Women+,68,2021,4050.0
Prince Edward Island,Men+,68,2021,930.0
Prince Edward Island,Women+,68,2021,1055.0
Nova Scotia,Men+,68,2021,6275.0
Nova Scotia,Women+,68,2021,6780.0
New Brunswick,Men+,68,2021,5350.0
New Brunswick,Women+,68,2021,5785.0
Quebec,Men+,68,2021,49940.0
Quebec,Women+,68,2021,53165.0
Ontario,Men+,68,2021,73500.0
Ontario,Women+,68,2021,81645.0
Manitoba,Men+,68,2021,6625.0
Manitoba,Women+,68,2021,7285.0
Saskatchewan,Men+,68,2021,6080.0
Saskatchewan,Women+,68,2021,6060.0
Alberta,Men+,68,2021,19870.0
Alberta,Women+,68,2021,20480.0
British Columbia,Men+,68,2021,29580.0
British Columbia,Women+,68,2021,32025.0
Yukon,Men+,68,2021,225.0
Yukon,Women+,68,2021,200.0
Northwest Territories,Men+,68,2021,160.0
Northwest Territories,Women+,68,2021,135.0
Nunavut,Men+,68,2021,65.0
Nunavut,Women+,68,2021,55.0
Newfoundland and Labrador,Men+,69,2021,3715.0
Newfoundland and Labrador,Women+,69,2021,3915.0
Prince Edward Island,Men+,69,2021,975.0
Prince Edward Island,Women+,69,2021,955.0
Nova Scotia,Men+,69,2021,5910.0
Nova Scotia,Women+,69,2021,6590.0
New Brunswick,Men+,69,2021,5090.0
New Brunswick,Women+,69,2021,5530.0
Quebec,Men+,69,2021,48285.0
Quebec,Women+,69,2021,51215.0
Ontario,Men+,69,2021,70290.0
Ontario,Women+,69,2021,78070.0
Manitoba,Men+,69,2021,6400.0
Manitoba,Women+,69,2021,6765.0
Saskatchewan,Men+,69,2021,5590.0
Saskatchewan,Women+,69,2021,5690.0
Alberta,Men+,69,2021,18165.0
Alberta,Women+,69,2021,19215.0
British Columbia,Men+,69,2021,28285.0
British Columbia,Women+,69,2021,30705.0
Yukon,Men+,69,2021,205.0
Yukon,Women+,69,2021,185.0
Northwest Territories,Men+,69,2021,140.0
Northwest Territories,Women+,69,2021,120.0
Nunavut,Men+,69,2021,65.0
Nunavut,Women+,69,2021,60.0
Newfoundland and Labrador,Men+,70,2021,3705.0
Newfoundland and Labrador,Women+,70,2021,3865.0
Prince Edward Island,Men+,70,2021,905.0
Prince Edward Island,Women+,70,2021,945.0
Nova Scotia,Men+,70,2021,5870.0
Nova Scotia,Women+,70,2021,6440.0
New Brunswick,Men+,70,2021,4890.0
New Brunswick,Women+,70,2021,5180.0
Quebec,Men+,70,2021,46930.0
Quebec,Women+,70,2021,50675.0
Ontario,Men+,70,2021,68360.0
Ontario,Women+,70,2021,75830.0
Manitoba,Men+,70,2021,6010.0
Manitoba,Women+,70,2021,6810.0
Saskatchewan,Men+,70,2021,5240.0
Saskatchewan,Women+,70,2021,5435.0
Alberta,Men+,70,2021,17370.0
Alberta,Women+,70,2021,18140.0
British Columbia,Men+,70,2021,27415.0
British Columbia,Women+,70,2021,29740.0
Yukon,Men+,70,2021,225.0
Yukon,Women+,70,2021,200.0
Northwest Territories,Men+,70,2021,160.0
Northwest Territories,Women+,70,2021,125.0
Nunavut,Men+,70,2021,80.0
Nunavut,Women+,70,2021,60.0
Newfoundland and Labrador,Men+,71,2021,3465.0
Newfoundland and Labrador,Women+,71,2021,3705.0
Prince Edward Island,Men+,71,2021,865.0
Prince Edward Island,Women+,71,2021,1010.0
Nova Scotia,Men+,71,2021,5805.0
Nova Scotia,Women+,71,2021,6135.0
New Brunswick,Men+,71,2021,4885.0
New Brunswick,Women+,71,2021,5135.0
Quebec,Men+,71,2021,44865.0
Quebec,Women+,71,2021,48370.0
Ontario,Men+,71,2021,65560.0
Ontario,Women+,71,2021,74230.0
Manitoba,Men+,71,2021,5850.0
Manitoba,Women+,71,2021,6435.0
Saskatchewan,Men+,71,2021,5010.0
Saskatchewan,Women+,71,2021,5150.0
Alberta,Men+,71,2021,16580.0
Alberta,Women+,71,2021,17575.0
British Columbia,Men+,71,2021,27010.0
British Columbia,Women+,71,2021,29490.0
Yukon,Men+,71,2021,180.0
Yukon,Women+,71,2021,175.0
Northwest Territories,Men+,71,2021,115.0
Northwest Territories,Women+,71,2021,115.0
Nunavut,Men+,71,2021,45.0
Nunavut,Women+,71,2021,50.0
Newfoundland and Labrador,Men+,72,2021,3220.0
Newfoundland and Labrador,Women+,72,2021,3570.0
Prince Edward Island,Men+,72,2021,855.0
Prince Edward Island,Women+,72,2021,975.0
Nova Scotia,Men+,72,2021,5530.0
Nova Scotia,Women+,72,2021,6160.0
New Brunswick,Men+,72,2021,4740.0
New Brunswick,Women+,72,2021,5095.0
Quebec,Men+,72,2021,43630.0
Quebec,Women+,72,2021,47985.0
Ontario,Men+,72,2021,64220.0
Ontario,Women+,72,2021,72170.0
Manitoba,Men+,72,2021,5570.0
Manitoba,Women+,72,2021,6165.0
Saskatchewan,Men+,72,2021,4730.0
Saskatchewan,Women+,72,2021,4965.0
Alberta,Men+,72,2021,15375.0
Alberta,Women+,72,2021,16650.0
British Columbia,Men+,72,2021,25695.0
British Columbia,Women+,72,2021,28000.0
Yukon,Men+,72,2021,185.0
Yukon,Women+,72,2021,160.0
Northwest Territories,Men+,72,2021,110.0
Northwest Territories,Women+,72,2021,120.0
Nunavut,Men+,72,2021,50.0
Nunavut,Women+,72,2021,45.0
Newfoundland and Labrador,Men+,73,2021,3205.0
Newfoundland and Labrador,Women+,73,2021,3395.0
Prince Edward Island,Men+,73,2021,900.0
Prince Edward Island,Women+,73,2021,945.0
Nova Scotia,Men+,73,2021,5675.0
Nova Scotia,Women+,73,2021,6240.0
New Brunswick,Men+,73,2021,4720.0
New Brunswick,Women+,73,2021,4875.0
Quebec,Men+,73,2021,42000.0
Quebec,Women+,73,2021,45925.0
Ontario,Men+,73,2021,64120.0
Ontario,Women+,73,2021,72075.0
Manitoba,Men+,73,2021,5460.0
Manitoba,Women+,73,2021,6310.0
Saskatchewan,Men+,73,2021,4455.0
Saskatchewan,Women+,73,2021,4850.0
Alberta,Men+,73,2021,15405.0
Alberta,Women+,73,2021,16530.0
British Columbia,Men+,73,2021,25625.0
British Columbia,Women+,73,2021,27685.0
Yukon,Men+,73,2021,160.0
Yukon,Women+,73,2021,155.0
Northwest Territories,Men+,73,2021,110.0
Northwest Territories,Women+,73,2021,75.0
Nunavut,Men+,73,2021,45.0
Nunavut,Women+,73,2021,30.0
Newfoundland and Labrador,Men+,74,2021,3010.0
Newfoundland and Labrador,Women+,74,2021,3265.0
Prince Edward Island,Men+,74,2021,895.0
Prince Edward Island,Women+,74,2021,895.0
Nova Scotia,Men+,74,2021,5410.0
Nova Scotia,Women+,74,2021,6160.0
New Brunswick,Men+,74,2021,4480.0
New Brunswick,Women+,74,2021,4840.0
Quebec,Men+,74,2021,40565.0
Quebec,Women+,74,2021,44960.0
Ontario,Men+,74,2021,63180.0
Ontario,Women+,74,2021,71535.0
Manitoba,Men+,74,2021,5410.0
Manitoba,Women+,74,2021,5935.0
Saskatchewan,Men+,74,2021,4360.0
Saskatchewan,Women+,74,2021,4755.0
Alberta,Men+,74,2021,14420.0
Alberta,Women+,74,2021,15845.0
British Columbia,Men+,74,2021,24625.0
British Columbia,Women+,74,2021,27075.0
Yukon,Men+,74,2021,180.0
Yukon,Women+,74,2021,140.0
Northwest Territories,Men+,74,2021,105.0
Northwest Territories,Women+,74,2021,90.0
Nunavut,Men+,74,2021,40.0
Nunavut,Women+,74,2021,40.0
Newfoundland and Labrador,Men+,75,2021,2780.0
Newfoundland and Labrador,Women+,75,2021,3140.0
Prince Edward Island,Men+,75,2021,645.0
Prince Edward Island,Women+,75,2021,700.0
Nova Scotia,Men+,75,2021,4365.0
Nova Scotia,Women+,75,2021,4775.0
New Brunswick,Men+,75,2021,3470.0
New Brunswick,Women+,75,2021,3865.0
Quebec,Men+,75,2021,36045.0
Quebec,Women+,75,2021,40490.0
Ontario,Men+,75,2021,49525.0
Ontario,Women+,75,2021,56435.0
Manitoba,Men+,75,2021,4195.0
Manitoba,Women+,75,2021,5005.0
Saskatchewan,Men+,75,2021,3595.0
Saskatchewan,Women+,75,2021,3855.0
Alberta,Men+,75,2021,11585.0
Alberta,Women+,75,2021,12870.0
British Columbia,Men+,75,2021,19210.0
British Columbia,Women+,75,2021,21240.0
Yukon,Men+,75,2021,125.0
Yukon,Women+,75,2021,110.0
Northwest Territories,Men+,75,2021,105.0
Northwest Territories,Women+,75,2021,85.0
Nunavut,Men+,75,2021,30.0
Nunavut,Women+,75,2021,30.0
Newfoundland and Labrador,Men+,76,2021,2245.0
Newfoundland and Labrador,Women+,76,2021,2395.0
Prince Edward Island,Men+,76,2021,580.0
Prince Edward Island,Women+,76,2021,675.0
Nova Scotia,Men+,76,2021,3910.0
Nova Scotia,Women+,76,2021,4330.0
New Brunswick,Men+,76,2021,3195.0
New Brunswick,Women+,76,2021,3495.0
Quebec,Men+,76,2021,33620.0
Quebec,Women+,76,2021,38255.0
Ontario,Men+,76,2021,46015.0
Ontario,Women+,76,2021,52620.0
Manitoba,Men+,76,2021,4015.0
Manitoba,Women+,76,2021,4425.0
Saskatchewan,Men+,76,2021,3375.0
Saskatchewan,Women+,76,2021,3640.0
Alberta,Men+,76,2021,10630.0
Alberta,Women+,76,2021,11765.0
British Columbia,Men+,76,2021,18320.0
British Columbia,Women+,76,2021,20015.0
Yukon,Men+,76,2021,150.0
Yukon,Women+,76,2021,110.0
Northwest Territories,Men+,76,2021,60.0
Northwest Territories,Women+,76,2021,70.0
Nunavut,Men+,76,2021,30.0
Nunavut,Women+,76,2021,25.0
Newfoundland and Labrador,Men+,77,2021,2125.0
Newfoundland and Labrador,Women+,77,2021,2295.0
Prince Edward Island,Men+,77,2021,570.0
Prince Edward Island,Women+,77,2021,700.0
Nova Scotia,Men+,77,2021,3660.0
Nova Scotia,Women+,77,2021,4250.0
New Brunswick,Men+,77,2021,3000.0
New Brunswick,Women+,77,2021,3425.0
Quebec,Men+,77,2021,30585.0
Quebec,Women+,77,2021,35640.0
Ontario,Men+,77,2021,44135.0
Ontario,Women+,77,2021,50865.0
Manitoba,Men+,77,2021,3780.0
Manitoba,Women+,77,2021,4230.0
Saskatchewan,Men+,77,2021,3140.0
Saskatchewan,Women+,77,2021,3445.0
Alberta,Men+,77,2021,10240.0
Alberta,Women+,77,2021,11130.0
British Columbia,Men+,77,2021,17710.0
British Columbia,Women+,77,2021,19440.0
Yukon,Men+,77,2021,115.0
Yukon,Women+,77,2021,105.0
Northwest Territories,Men+,77,2021,75.0
Northwest Territories,Women+,77,2021,60.0
Nunavut,Men+,77,2021,25.0
Nunavut,Women+,77,2021,20.0
Newfoundland and Labrador,Men+,78,2021,1865.0
