geo,gender,age_single,year,population
Newfoundland and Labrador,Men+,26,2021,2535.0
Newfoundland and Labrador,Women+,26,2021,2360.0
Prince Edward Island,Men+,26,2021,960.0
Prince Edward Island,Women+,26,2021,895.0
Nova Scotia,Men+,26,2021,6165.0
Nova Scotia,Women+,26,2021,5950.0
New Brunswick,Men+,26,2021,4320.0
New Brunswick,Women+,26,2021,4080.0
Quebec,Men+,26,2021,52140.0
Quebec,Women+,26,2021,50820.0
Ontario,Men+,26,2021,101730.0
Ontario,Women+,26,2021,94735.0
Manitoba,Men+,26,2021,9320.0
Manitoba,Women+,26,2021,8890.0
Saskatchewan,Men+,26,2021,6850.0
Saskatchewan,Women+,26,2021,6845.0
Alberta,Men+,26,2021,26890.0
Alberta,Women+,26,2021,26000.0
British Columbia,Men+,26,2021,33885.0
British Columbia,Women+,26,2021,32205.0
Yukon,Men+,26,2021,235.0
Yukon,Women+,26,2021,280.0
Northwest Territories,Men+,26,2021,330.0
Northwest Territories,Women+,26,2021,280.0
Nunavut,Men+,26,2021,295.0
Nunavut,Women+,26,2021,325.0
Newfoundland and Labrador,Men+,27,2021,2450.0
Newfoundland and Labrador,Women+,27,2021,2450.0
Prince Edward Island,Men+,27,2021,875.0
Prince Edward Island,Women+,27,2021,885.0
Nova Scotia,Men+,27,2021,5930.0
Nova Scotia,Women+,27,2021,6000.0
New Brunswick,Men+,27,2021,4365.0
New Brunswick,Women+,27,2021,4200.0
Quebec,Men+,27,2021,52825.0
Quebec,Women+,27,2021,51585.0
Ontario,Men+,27,2021,97735.0
Ontario,Women+,27,2021,94825.0
Manitoba,Men+,27,2021,9265.0
Manitoba,Women+,27,2021,8765.0
Saskatchewan,Men+,27,2021,7160.0
Saskatchewan,Women+,27,2021,6945.0
Alberta,Men+,27,2021,27395.0
Alberta,Women+,27,2021,26920.0
British Columbia,Men+,27,2021,33755.0
British Columbia,Women+,27,2021,33005.0
Yukon,Men+,27,2021,250.0
Yukon,Women+,27,2021,280.0
Northwest Territories,Men+,27,2021,325.0
Northwest Territories,Women+,27,2021,310.0
Nunavut,Men+,27,2021,270.0
Nunavut,Women+,27,2021,320.0
Newfoundland and Labrador,Men+,28,2021,2495.0
Newfoundland and Labrador,Women+,28,2021,2525.0
Prince Edward Island,Men+,28,2021,885.0
Prince Edward Island,Women+,28,2021,840.0
Nova Scotia,Men+,28,2021,6070.0
Nova Scotia,Women+,28,2021,6030.0
New Brunswick,Men+,28,2021,4340.0
New Brunswick,Women+,28,2021,4205.0
Quebec,Men+,28,2021,54360.0
Quebec,Women+,28,2021,53440.0
Ontario,Men+,28,2021,98955.0
Ontario,Women+,28,2021,96335.0
Manitoba,Men+,28,2021,9050.0
Manitoba,Women+,28,2021,8835.0
Saskatchewan,Men+,28,2021,7330.0
Saskatchewan,Women+,28,2021,7010.0
Alberta,Men+,28,2021,28045.0
Alberta,Women+,28,2021,28575.0
British Columbia,Men+,28,2021,34450.0
British Columbia,Women+,28,2021,34110.0
Yukon,Men+,28,2021,285.0
Yukon,Women+,28,2021,315.0
Northwest Territories,Men+,28,2021,325.0
Northwest Territories,Women+,28,2021,310.0
Nunavut,Men+,28,2021,315.0
Nunavut,Women+,28,2021,265.0
Newfoundland and Labrador,Men+,29,2021,2585.0
Newfoundland and Labrador,Women+,29,2021,2660.0
Prince Edward Island,Men+,29,2021,940.0
Prince Edward Island,Women+,29,2021,890.0
Nova Scotia,Men+,29,2021,5960.0
Nova Scotia,Women+,29,2021,6025.0
New Brunswick,Men+,29,2021,4290.0
New Brunswick,Women+,29,2021,4235.0
Quebec,Men+,29,2021,55745.0
Quebec,Women+,29,2021,55100.0
Ontario,Men+,29,2021,98190.0
Ontario,Women+,29,2021,98400.0
Manitoba,Men+,29,2021,9245.0
Manitoba,Women+,29,2021,8960.0
Saskatchewan,Men+,29,2021,7165.0
Saskatchewan,Women+,29,2021,7295.0
Alberta,Men+,29,2021,29285.0
Alberta,Women+,29,2021,29765.0
British Columbia,Men+,29,2021,35050.0
British Columbia,Women+,29,2021,35155.0
Yukon,Men+,29,2021,305.0
Yukon,Women+,29,2021,305.0
Northwest Territories,Men+,29,2021,315.0
Northwest Territories,Women+,29,2021,320.0
Nunavut,Men+,29,2021,265.0
Nunavut,Women+,29,2021,315.0
Newfoundland and Labrador,Men+,30,2021,2745.0
Newfoundland and Labrador,Women+,30,2021,2790.0
Prince Edward Island,Men+,30,2021,875.0
Prince Edward Island,Women+,30,2021,960.0
Nova Scotia,Men+,30,2021,6095.0
Nova Scotia,Women+,30,2021,6195.0
New Brunswick,Men+,30,2021,4450.0
New Brunswick,Women+,30,2021,4380.0
Quebec,Men+,30,2021,56875.0
Quebec,Women+,30,2021,56405.0
Ontario,Men+,30,2021,100825.0
Ontario,Women+,30,2021,100235.0
Manitoba,Men+,30,2021,9425.0
Manitoba,Women+,30,2021,9390.0
Saskatchewan,Men+,30,2021,7775.0
Saskatchewan,Women+,30,2021,7655.0
Alberta,Men+,30,2021,31145.0
Alberta,Women+,30,2021,31495.0
British Columbia,Men+,30,2021,36580.0
British Columbia,Women+,30,2021,36125.0
Yukon,Men+,30,2021,365.0
Yukon,Women+,30,2021,350.0
Northwest Territories,Men+,30,2021,360.0
Northwest Territories,Women+,30,2021,385.0
Nunavut,Men+,30,2021,340.0
Nunavut,Women+,30,2021,340.0
Newfoundland and Labrador,Men+,31,2021,2790.0
Newfoundland and Labrador,Women+,31,2021,2895.0
Prince Edward Island,Men+,31,2021,910.0
Prince Edward Island,Women+,31,2021,925.0
Nova Scotia,Men+,31,2021,6180.0
Nova Scotia,Women+,31,2021,6200.0
New Brunswick,Men+,31,2021,4330.0
New Brunswick,Women+,31,2021,4360.0
Quebec,Men+,31,2021,55465.0
Quebec,Women+,31,2021,55505.0
Ontario,Men+,31,2021,100690.0
Ontario,Women+,31,2021,101315.0
Manitoba,Men+,31,2021,9315.0
Manitoba,Women+,31,2021,9345.0
Saskatchewan,Men+,31,2021,7895.0
Saskatchewan,Women+,31,2021,7900.0
Alberta,Men+,31,2021,32285.0
Alberta,Women+,31,2021,32765.0
British Columbia,Men+,31,2021,36590.0
British Columbia,Women+,31,2021,36715.0
Yukon,Men+,31,2021,320.0
Yukon,Women+,31,2021,360.0
Northwest Territories,Men+,31,2021,350.0
Northwest Territories,Women+,31,2021,355.0
Nunavut,Men+,31,2021,310.0
Nunavut,Women+,31,2021,290.0
Newfoundland and Labrador,Men+,32,2021,2615.0
Newfoundland and Labrador,Women+,32,2021,2670.0
Prince Edward Island,Men+,32,2021,860.0
Prince Edward Island,Women+,32,2021,925.0
Nova Scotia,Men+,32,2021,5745.0
Nova Scotia,Women+,32,2021,6025.0
New Brunswick,Men+,32,2021,4225.0
New Brunswick,Women+,32,2021,4380.0
Quebec,Men+,32,2021,52820.0
Quebec,Women+,32,2021,52490.0
Ontario,Men+,32,2021,97065.0
Ontario,Women+,32,2021,98325.0
Manitoba,Men+,32,2021,9070.0
Manitoba,Women+,32,2021,9130.0
Saskatchewan,Men+,32,2021,7655.0
Saskatchewan,Women+,32,2021,8110.0
Alberta,Men+,32,2021,32130.0
Alberta,Women+,32,2021,32715.0
British Columbia,Men+,32,2021,35985.0
British Columbia,Women+,32,2021,35925.0
Yukon,Men+,32,2021,320.0
Yukon,Women+,32,2021,350.0
Northwest Territories,Men+,32,2021,330.0
Northwest Territories,Women+,32,2021,355.0
Nunavut,Men+,32,2021,320.0
Nunavut,Women+,32,2021,305.0
Newfoundland and Labrador,Men+,33,2021,2635.0
Newfoundland and Labrador,Women+,33,2021,2850.0
Prince Edward Island,Men+,33,2021,830.0
Prince Edward Island,Women+,33,2021,895.0
Nova Scotia,Men+,33,2021,5530.0
Nova Scotia,Women+,33,2021,5995.0
New Brunswick,Men+,33,2021,4275.0
New Brunswick,Women+,33,2021,4320.0
Quebec,Men+,33,2021,51125.0
Quebec,Women+,33,2021,51480.0
Ontario,Men+,33,2021,94585.0
Ontario,Women+,33,2021,96650.0
Manitoba,Men+,33,2021,8840.0
Manitoba,Women+,33,2021,9105.0
Saskatchewan,Men+,33,2021,7835.0
Saskatchewan,Women+,33,2021,7735.0
Alberta,Men+,33,2021,31860.0
Alberta,Women+,33,2021,32560.0
British Columbia,Men+,33,2021,34850.0
British Columbia,Women+,33,2021,35530.0
Yukon,Men+,33,2021,320.0
Yukon,Women+,33,2021,350.0
Northwest Territories,Men+,33,2021,360.0
Northwest Territories,Women+,33,2021,365.0
Nunavut,Men+,33,2021,315.0
Nunavut,Women+,33,2021,275.0
Newfoundland and Labrador,Men+,34,2021,2730.0
Newfoundland and Labrador,Women+,34,2021,2800.0
Prince Edward Island,Men+,34,2021,845.0
Prince Edward Island,Women+,34,2021,980.0
Nova Scotia,Men+,34,2021,5745.0
Nova Scotia,Women+,34,2021,5865.0
New Brunswick,Men+,34,2021,4385.0
New Brunswick,Women+,34,2021,4375.0
Quebec,Men+,34,2021,51490.0
Quebec,Women+,34,2021,52395.0
Ontario,Men+,34,2021,94300.0
Ontario,Women+,34,2021,97220.0
Manitoba,Men+,34,2021,9160.0
Manitoba,Women+,34,2021,9035.0
Saskatchewan,Men+,34,2021,7770.0
Saskatchewan,Women+,34,2021,8060.0
Alberta,Men+,34,2021,32765.0
Alberta,Women+,34,2021,33550.0
British Columbia,Men+,34,2021,34920.0
British Columbia,Women+,34,2021,35365.0
Yukon,Men+,34,2021,335.0
Yukon,Women+,34,2021,345.0
Northwest Territories,Men+,34,2021,315.0
Northwest Territories,Women+,34,2021,340.0
Nunavut,Men+,34,2021,275.0
Nunavut,Women+,34,2021,275.0
Newfoundland and Labrador,Men+,35,2021,2720.0
Newfoundland and Labrador,Women+,35,2021,2930.0
Prince Edward Island,Men+,35,2021,900.0
Prince Edward Island,Women+,35,2021,915.0
Nova Scotia,Men+,35,2021,5625.0
Nova Scotia,Women+,35,2021,5840.0
New Brunswick,Men+,35,2021,4430.0
New Brunswick,Women+,35,2021,4550.0
Quebec,Men+,35,2021,53335.0
Quebec,Women+,35,2021,53380.0
Ontario,Men+,35,2021,95440.0
Ontario,Women+,35,2021,98325.0
Manitoba,Men+,35,2021,9200.0
Manitoba,Women+,35,2021,9255.0
Saskatchewan,Men+,35,2021,8065.0
Saskatchewan,Women+,35,2021,8070.0
Alberta,Men+,35,2021,34055.0
Alberta,Women+,35,2021,34145.0
British Columbia,Men+,35,2021,35700.0
British Columbia,Women+,35,2021,35790.0
Yukon,Men+,35,2021,345.0
Yukon,Women+,35,2021,410.0
Northwest Territories,Men+,35,2021,325.0
Northwest Territories,Women+,35,2021,315.0
Nunavut,Men+,35,2021,260.0
Nunavut,Women+,35,2021,275.0
Newfoundland and Labrador,Men+,36,2021,2905.0
Newfoundland and Labrador,Women+,36,2021,3035.0
Prince Edward Island,Men+,36,2021,870.0
Prince Edward Island,Women+,36,2021,885.0
Nova Scotia,Men+,36,2021,5690.0
Nova Scotia,Women+,36,2021,5925.0
New Brunswick,Men+,36,2021,4360.0
New Brunswick,Women+,36,2021,4665.0
Quebec,Men+,36,2021,53860.0
Quebec,Women+,36,2021,54780.0
Ontario,Men+,36,2021,94825.0
Ontario,Women+,36,2021,98630.0
Manitoba,Men+,36,2021,8980.0
Manitoba,Women+,36,2021,9230.0
Saskatchewan,Men+,36,2021,8040.0
Saskatchewan,Women+,36,2021,8050.0
Alberta,Men+,36,2021,34050.0
Alberta,Women+,36,2021,34335.0
British Columbia,Men+,36,2021,35905.0
British Columbia,Women+,36,2021,35970.0
Yukon,Men+,36,2021,350.0
Yukon,Women+,36,2021,350.0
Northwest Territories,Men+,36,2021,295.0
Northwest Territories,Women+,36,2021,310.0
Nunavut,Men+,36,2021,275.0
Nunavut,Women+,36,2021,230.0
Newfoundland and Labrador,Men+,37,2021,2840.0
Newfoundland and Labrador,Women+,37,2021,3080.0
Prince Edward Island,Men+,37,2021,810.0
Prince Edward Island,Women+,37,2021,960.0
Nova Scotia,Men+,37,2021,5605.0
Nova Scotia,Women+,37,2021,5945.0
New Brunswick,Men+,37,2021,4480.0
New Brunswick,Women+,37,2021,4780.0
Quebec,Men+,37,2021,54965.0
Quebec,Women+,37,2021,55155.0
Ontario,Men+,37,2021,92635.0
Ontario,Women+,37,2021,96610.0
Manitoba,Men+,37,2021,9010.0
Manitoba,Women+,37,2021,9130.0
Saskatchewan,Men+,37,2021,7860.0
Saskatchewan,Women+,37,2021,8040.0
Alberta,Men+,37,2021,33895.0
Alberta,Women+,37,2021,34500.0
British Columbia,Men+,37,2021,34775.0
British Columbia,Women+,37,2021,35575.0
Yukon,Men+,37,2021,310.0
Yukon,Women+,37,2021,365.0
Northwest Territories,Men+,37,2021,330.0
Northwest Territories,Women+,37,2021,310.0
Nunavut,Men+,37,2021,220.0
Nunavut,Women+,37,2021,230.0
Newfoundland and Labrador,Men+,38,2021,2900.0
Newfoundland and Labrador,Women+,38,2021,3030.0
Prince Edward Island,Men+,38,2021,870.0
Prince Edward Island,Women+,38,2021,955.0
Nova Scotia,Men+,38,2021,5635.0
Nova Scotia,Women+,38,2021,6085.0
New Brunswick,Men+,38,2021,4640.0
New Brunswick,Women+,38,2021,4845.0
Quebec,Men+,38,2021,54835.0
Quebec,Women+,38,2021,55790.0
Ontario,Men+,38,2021,91535.0
Ontario,Women+,38,2021,96400.0
Manitoba,Men+,38,2021,8825.0
Manitoba,Women+,38,2021,8905.0
Saskatchewan,Men+,38,2021,7720.0
Saskatchewan,Women+,38,2021,8160.0
Alberta,Men+,38,2021,33725.0
Alberta,Women+,38,2021,33990.0
British Columbia,Men+,38,2021,34775.0
British Columbia,Women+,38,2021,35460.0
Yukon,Men+,38,2021,340.0
Yukon,Women+,38,2021,335.0
Northwest Territories,Men+,38,2021,325.0
Northwest Territories,Women+,38,2021,295.0
Nunavut,Men+,38,2021,240.0
Nunavut,Women+,38,2021,230.0
Newfoundland and Labrador,Men+,39,2021,2845.0
Newfoundland and Labrador,Women+,39,2021,3160.0
Prince Edward Island,Men+,39,2021,840.0
Prince Edward Island,Women+,39,2021,970.0
Nova Scotia,Men+,39,2021,5405.0
Nova Scotia,Women+,39,2021,6005.0
New Brunswick,Men+,39,2021,4565.0
New Brunswick,Women+,39,2021,4610.0
Quebec,Men+,39,2021,57365.0
Quebec,Women+,39,2021,56980.0
Ontario,Men+,39,2021,88735.0
Ontario,Women+,39,2021,94895.0
Manitoba,Men+,39,2021,8675.0
Manitoba,Women+,39,2021,8935.0
Saskatchewan,Men+,39,2021,7690.0
Saskatchewan,Women+,39,2021,7725.0
Alberta,Men+,39,2021,32660.0
Alberta,Women+,39,2021,33585.0
British Columbia,Men+,39,2021,34020.0
British Columbia,Women+,39,2021,35385.0
Yukon,Men+,39,2021,315.0
Yukon,Women+,39,2021,310.0
Northwest Territories,Men+,39,2021,290.0
Northwest Territories,Women+,39,2021,335.0
Nunavut,Men+,39,2021,200.0
Nunavut,Women+,39,2021,215.0
Newfoundland and Labrador,Men+,40,2021,2875.0
Newfoundland and Labrador,Women+,40,2021,3150.0
Prince Edward Island,Men+,40,2021,830.0
Prince Edward Island,Women+,40,2021,930.0
Nova Scotia,Men+,40,2021,5460.0
Nova Scotia,Women+,40,2021,5930.0
New Brunswick,Men+,40,2021,4540.0
New Brunswick,Women+,40,2021,4825.0
Quebec,Men+,40,2021,58860.0
Quebec,Women+,40,2021,59060.0
Ontario,Men+,40,2021,89000.0
Ontario,Women+,40,2021,94800.0
Manitoba,Men+,40,2021,8785.0
Manitoba,Women+,40,2021,8975.0
Saskatchewan,Men+,40,2021,7750.0
Saskatchewan,Women+,40,2021,7605.0
Alberta,Men+,40,2021,32605.0
Alberta,Women+,40,2021,32675.0
British Columbia,Men+,40,2021,33285.0
British Columbia,Women+,40,2021,34280.0
Yukon,Men+,40,2021,315.0
Yukon,Women+,40,2021,350.0
Northwest Territories,Men+,40,2021,340.0
Northwest Territories,Women+,40,2021,315.0
Nunavut,Men+,40,2021,245.0
Nunavut,Women+,40,2021,245.0
Newfoundland and Labrador,Men+,41,2021,2935.0
Newfoundland and Labrador,Women+,41,2021,3260.0
Prince Edward Island,Men+,41,2021,845.0
Prince Edward Island,Women+,41,2021,955.0
Nova Scotia,Men+,41,2021,5525.0
Nova Scotia,Women+,41,2021,6065.0
New Brunswick,Men+,41,2021,4660.0
New Brunswick,Women+,41,2021,4850.0
Quebec,Men+,41,2021,58980.0
Quebec,Women+,41,2021,58675.0
Ontario,Men+,41,2021,86865.0
Ontario,Women+,41,2021,93220.0
Manitoba,Men+,41,2021,8425.0
Manitoba,Women+,41,2021,8695.0
Saskatchewan,Men+,41,2021,7475.0
Saskatchewan,Women+,41,2021,7445.0
Alberta,Men+,41,2021,31725.0
Alberta,Women+,41,2021,31770.0
British Columbia,Men+,41,2021,31970.0
British Columbia,Women+,41,2021,33530.0
Yukon,Men+,41,2021,265.0
Yukon,Women+,41,2021,295.0
Northwest Territories,Men+,41,2021,305.0
Northwest Territories,Women+,41,2021,335.0
Nunavut,Men+,41,2021,215.0
Nunavut,Women+,41,2021,215.0
Newfoundland and Labrador,Men+,42,2021,2965.0
Newfoundland and Labrador,Women+,42,2021,3105.0
Prince Edward Island,Men+,42,2021,925.0
Prince Edward Island,Women+,42,2021,970.0
Nova Scotia,Men+,42,2021,5365.0
Nova Scotia,Women+,42,2021,5985.0
New Brunswick,Men+,42,2021,4505.0
New Brunswick,Women+,42,2021,4635.0
Quebec,Men+,42,2021,56925.0
Quebec,Women+,42,2021,57080.0
Ontario,Men+,42,2021,84525.0
Ontario,Women+,42,2021,92080.0
Manitoba,Men+,42,2021,8300.0
Manitoba,Women+,42,2021,8570.0
Saskatchewan,Men+,42,2021,7385.0
Saskatchewan,Women+,42,2021,7235.0
Alberta,Men+,42,2021,30580.0
Alberta,Women+,42,2021,30800.0
British Columbia,Men+,42,2021,31185.0
British Columbia,Women+,42,2021,32500.0
Yukon,Men+,42,2021,280.0
Yukon,Women+,42,2021,275.0
Northwest Territories,Men+,42,2021,245.0
Northwest Territories,Women+,42,2021,300.0
Nunavut,Men+,42,2021,235.0
Nunavut,Women+,42,2021,190.0
Newfoundland and Labrador,Men+,43,2021,3020.0
Newfoundland and Labrador,Women+,43,2021,3255.0
Prince Edward Island,Men+,43,2021,910.0
Prince Edward Island,Women+,43,2021,935.0
Nova Scotia,Men+,43,2021,5230.0
Nova Scotia,Women+,43,2021,5750.0
New Brunswick,Men+,43,2021,4605.0
New Brunswick,Women+,43,2021,4835.0
Quebec,Men+,43,2021,55955.0
Quebec,Women+,43,2021,55905.0
Ontario,Men+,43,2021,83900.0
Ontario,Women+,43,2021,90940.0
Manitoba,Men+,43,2021,8170.0
Manitoba,Women+,43,2021,8310.0
Saskatchewan,Men+,43,2021,7075.0
Saskatchewan,Women+,43,2021,7055.0
Alberta,Men+,43,2021,29715.0
Alberta,Women+,43,2021,29470.0
British Columbia,Men+,43,2021,30130.0
British Columbia,Women+,43,2021,31550.0
Yukon,Men+,43,2021,280.0
Yukon,Women+,43,2021,280.0
Northwest Territories,Men+,43,2021,280.0
Northwest Territories,Women+,43,2021,285.0
Nunavut,Men+,43,2021,195.0
Nunavut,Women+,43,2021,185.0
Newfoundland and Labrador,Men+,44,2021,2990.0
Newfoundland and Labrador,Women+,44,2021,3340.0
Prince Edward Island,Men+,44,2021,845.0
Prince Edward Island,Women+,44,2021,980.0
Nova Scotia,Men+,44,2021,5325.0
Nova Scotia,Women+,44,2021,5790.0
New Brunswick,Men+,44,2021,4795.0
New Brunswick,Women+,44,2021,5080.0
Quebec,Men+,44,2021,55680.0
Quebec,Women+,44,2021,55450.0
Ontario,Men+,44,2021,83585.0
Ontario,Women+,44,2021,91255.0
Manitoba,Men+,44,2021,8005.0
Manitoba,Women+,44,2021,8295.0
Saskatchewan,Men+,44,2021,6985.0
Saskatchewan,Women+,44,2021,7035.0
Alberta,Men+,44,2021,29085.0
Alberta,Women+,44,2021,29240.0
British Columbia,Men+,44,2021,29915.0
British Columbia,Women+,44,2021,31400.0
Yukon,Men+,44,2021,235.0
Yukon,Women+,44,2021,275.0
Northwest Territories,Men+,44,2021,290.0
Northwest Territories,Women+,44,2021,280.0
Nunavut,Men+,44,2021,200.0
Nunavut,Women+,44,2021,190.0
Newfoundland and Labrador,Men+,45,2021,3180.0
Newfoundland and Labrador,Women+,45,2021,3305.0
Prince Edward Island,Men+,45,2021,860.0
Prince Edward Island,Women+,45,2021,960.0
Nova Scotia,Men+,45,2021,5515.0
Nova Scotia,Women+,45,2021,5920.0
New Brunswick,Men+,45,2021,4785.0
New Brunswick,Women+,45,2021,4980.0
Quebec,Men+,45,2021,54315.0
Quebec,Women+,45,2021,53815.0
Ontario,Men+,45,2021,84915.0
Ontario,Women+,45,2021,92075.0
Manitoba,Men+,45,2021,8180.0
Manitoba,Women+,45,2021,8330.0
Saskatchewan,Men+,45,2021,6770.0
Saskatchewan,Women+,45,2021,6720.0
Alberta,Men+,45,2021,28885.0
Alberta,Women+,45,2021,28785.0
British Columbia,Men+,45,2021,29730.0
British Columbia,Women+,45,2021,31855.0
Yukon,Men+,45,2021,260.0
Yukon,Women+,45,2021,295.0
Northwest Territories,Men+,45,2021,240.0
Northwest Territories,Women+,45,2021,285.0
Nunavut,Men+,45,2021,215.0
Nunavut,Women+,45,2021,205.0
Newfoundland and Labrador,Men+,46,2021,3260.0
Newfoundland and Labrador,Women+,46,2021,3445.0
Prince Edward Island,Men+,46,2021,900.0
Prince Edward Island,Women+,46,2021,975.0
Nova Scotia,Men+,46,2021,5645.0
Nova Scotia,Women+,46,2021,6025.0
New Brunswick,Men+,46,2021,4745.0
New Brunswick,Women+,46,2021,5150.0
Quebec,Men+,46,2021,54090.0
Quebec,Women+,46,2021,53400.0
Ontario,Men+,46,2021,86280.0
Ontario,Women+,46,2021,93280.0
Manitoba,Men+,46,2021,8120.0
Manitoba,Women+,46,2021,8115.0
Saskatchewan,Men+,46,2021,6630.0
Saskatchewan,Women+,46,2021,6570.0
Alberta,Men+,46,2021,28460.0
Alberta,Women+,46,2021,28015.0
British Columbia,Men+,46,2021,30015.0
British Columbia,Women+,46,2021,32030.0
Yukon,Men+,46,2021,240.0
Yukon,Women+,46,2021,295.0
Northwest Territories,Men+,46,2021,265.0
Northwest Territories,Women+,46,2021,270.0
Nunavut,Men+,46,2021,195.0
Nunavut,Women+,46,2021,180.0
Newfoundland and Labrador,Men+,47,2021,3280.0
Newfoundland and Labrador,Women+,47,2021,3410.0
Prince Edward Island,Men+,47,2021,930.0
Prince Edward Island,Women+,47,2021,965.0
Nova Scotia,Men+,47,2021,5590.0
Nova Scotia,Women+,47,2021,6185.0
New Brunswick,Men+,47,2021,4725.0
New Brunswick,Women+,47,2021,5120.0
Quebec,Men+,47,2021,50815.0
Quebec,Women+,47,2021,50825.0
Ontario,Men+,47,2021,84625.0
Ontario,Women+,47,2021,91745.0
Manitoba,Men+,47,2021,7835.0
Manitoba,Women+,47,2021,7785.0
Saskatchewan,Men+,47,2021,6340.0
Saskatchewan,Women+,47,2021,6430.0
Alberta,Men+,47,2021,27515.0
Alberta,Women+,47,2021,27185.0
British Columbia,Men+,47,2021,29400.0
British Columbia,Women+,47,2021,31995.0
Yukon,Men+,47,2021,245.0
Yukon,Women+,47,2021,230.0
Northwest Territories,Men+,47,2021,245.0
Northwest Territories,Women+,47,2021,235.0
Nunavut,Men+,47,2021,180.0
Nunavut,Women+,47,2021,150.0
Newfoundland and Labrador,Men+,48,2021,3240.0
Newfoundland and Labrador,Women+,48,2021,3595.0
Prince Edward Island,Men+,48,2021,950.0
Prince Edward Island,Women+,48,2021,940.0
Nova Scotia,Men+,48,2021,5785.0
Nova Scotia,Women+,48,2021,6185.0
New Brunswick,Men+,48,2021,4945.0
New Brunswick,Women+,48,2021,5160.0
Quebec,Men+,48,2021,50015.0
Quebec,Women+,48,2021,49135.0
Ontario,Men+,48,2021,86245.0
Ontario,Women+,48,2021,92180.0
Manitoba,Men+,48,2021,7830.0
Manitoba,Women+,48,2021,7925.0
Saskatchewan,Men+,48,2021,6355.0
Saskatchewan,Women+,48,2021,6545.0
Alberta,Men+,48,2021,27310.0
Alberta,Women+,48,2021,27075.0
British Columbia,Men+,48,2021,29740.0
British Columbia,Women+,48,2021,32100.0
Yukon,Men+,48,2021,225.0
Yukon,Women+,48,2021,300.0
Northwest Territories,Men+,48,2021,260.0
Northwest Territories,Women+,48,2021,250.0
Nunavut,Men+,48,2021,190.0
Nunavut,Women+,48,2021,200.0
Newfoundland and Labrador,Men+,49,2021,3525.0
Newfoundland and Labrador,Women+,49,2021,3750.0
Prince Edward Island,Men+,49,2021,980.0
Prince Edward Island,Women+,49,2021,1050.0
Nova Scotia,Men+,49,2021,5875.0
Nova Scotia,Women+,49,2021,6475.0
New Brunswick,Men+,49,2021,5270.0
New Brunswick,Women+,49,2021,5255.0
Quebec,Men+,49,2021,50325.0
Quebec,Women+,49,2021,49730.0
Ontario,Men+,49,2021,88515.0
Ontario,Women+,49,2021,94725.0
Manitoba,Men+,49,2021,7955.0
Manitoba,Women+,49,2021,8165.0
Saskatchewan,Men+,49,2021,6330.0
Saskatchewan,Women+,49,2021,6395.0
Alberta,Men+,49,2021,27535.0
Alberta,Women+,49,2021,27005.0
British Columbia,Men+,49,2021,30640.0
British Columbia,Women+,49,2021,32540.0
Yukon,Men+,49,2021,250.0
Yukon,Women+,49,2021,280.0
Northwest Territories,Men+,49,2021,300.0
Northwest Territories,Women+,49,2021,275.0
Nunavut,Men+,49,2021,190.0
Nunavut,Women+,49,2021,225.0
Newfoundland and Labrador,Men+,50,2021,3660.0
Newfoundland and Labrador,Women+,50,2021,3810.0
Prince Edward Island,Men+,50,2021,1015.0
Prince Edward Island,Women+,50,2021,1035.0
Nova Scotia,Men+,50,2021,6140.0
Nova Scotia,Women+,50,2021,6675.0
New Brunswick,Men+,50,2021,5165.0
New Brunswick,Women+,50,2021,5395.0
Quebec,Men+,50,2021,52400.0
Quebec,Women+,50,2021,51760.0
Ontario,Men+,50,2021,92880.0
Ontario,Women+,50,2021,99135.0
Manitoba,Men+,50,2021,8050.0
Manitoba,Women+,50,2021,8240.0
Saskatchewan,Men+,50,2021,6440.0
Saskatchewan,Women+,50,2021,6490.0
Alberta,Men+,50,2021,28395.0
Alberta,Women+,50,2021,27625.0
British Columbia,Men+,50,2021,32625.0
British Columbia,Women+,50,2021,35085.0
Yukon,Men+,50,2021,285.0
Yukon,Women+,50,2021,295.0
Northwest Territories,Men+,50,2021,330.0
Northwest Territories,Women+,50,2021,280.0
Nunavut,Men+,50,2021,195.0
Nunavut,Women+,50,2021,205.0
Newfoundland and Labrador,Men+,51,2021,3620.0
Newfoundland and Labrador,Women+,51,2021,3805.0
Prince Edward Island,Men+,51,2021,940.0
Prince Edward Island,Women+,51,2021,1025.0
Nova Scotia,Men+,51,2021,5995.0
Nova Scotia,Women+,51,2021,6565.0
New Brunswick,Men+,51,2021,5090.0
New Brunswick,Women+,51,2021,5195.0
Quebec,Men+,51,2021,52450.0
Quebec,Women+,51,2021,51650.0
Ontario,Men+,51,2021,91465.0
Ontario,Women+,51,2021,97755.0
Manitoba,Men+,51,2021,7905.0
Manitoba,Women+,51,2021,8050.0
Saskatchewan,Men+,51,2021,6190.0
Saskatchewan,Women+,51,2021,6300.0
Alberta,Men+,51,2021,27000.0
Alberta,Women+,51,2021,26470.0
British Columbia,Men+,51,2021,32485.0
British Columbia,Women+,51,2021,34855.0
Yukon,Men+,51,2021,260.0
Yukon,Women+,51,2021,240.0
Northwest Territories,Men+,51,2021,285.0
Northwest Territories,Women+,51,2021,275.0
Nunavut,Men+,51,2021,195.0
Nunavut,Women+,51,2021,200.0
Newfoundland and Labrador,Men+,52,2021,3680.0
