"Estimates of the components of international migration, by age and gender, annual 1 2 3 4"
"Frequency: Annual"
"Table: 17-10-0014-01 (formerly CANSIM 051-0011)"
"Release date: 2025-09-24"
"Geography: Canada, Province or territory"
""
""

"Geography","Newfoundland and Labrador",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Prince Edward Island",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nova Scotia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Brunswick",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Quebec",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ontario",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manitoba",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saskatchewan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alberta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"British Columbia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yukon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Northwest Territories including Nunavut 8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Northwest Territories 9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nunavut 9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gender","Men+",,,,,,,,,,,,,,,,,,,,,,,,,"Women+",,,,,,,,,,,,,,,,,,,,,,,,,"Men+",,,,,,,,,,,,,,,,,,,,,,,,,"Women+",,,,,,,,,,,,,,,,,,,,,,,,,"Men+",,,,,,,,,,,,,,,,,,,,,,,,,"Women+",,,,,,,,,,,,,,,,,,,,,,,,,"Men+",,,,,,,,,,,,,,,,,,,,,,,,,"Women+",,,,,,,,,,,,,,,,,,,,,,,,,"Men+",,,,,,,,,,,,,,,,,,,,,,,,,"Women+",,,,,,,,,,,,,,,,,,,,,,,,,"Men+",,,,,,,,,,,,,,,,,,,,,,,,,"Women+",,,,,,,,,,,,,,,,,,,,,,,,,"Men+",,,,,,,,,,,,,,,,,,,,,,,,,"Women+",,,,,,,,,,,,,,,,,,,,,,,,,"Men+",,,,,,,,,,,,,,,,,,,,,,,,,"Women+",,,,,,,,,,,,,,,,,,,,,,,,,"Men+",,,,,,,,,,,,,,,,,,,,,,,,,"Women+",,,,,,,,,,,,,,,,,,,,,,,,,"Men+",,,,,,,,,,,,,,,,,,,,,,,,,"Women+",,,,,,,,,,,,,,,,,,,,,,,,,"Men+",,,,,,,,,,,,,,,,,,,,,,,,,"Women+",,,,,,,,,,,,,,,,,,,,,,,,,"Men+",,,,,,,,,,,,,,,,,,,,,,,,,"Women+",,,,,,,,,,,,,,,,,,,,,,,,,"Men+",,,,,,,,,,,,,,,,,,,,,,,,,"Women+",,,,,,,,,,,,,,,,,,,,,,,,,"Men+",,,,,,,,,,,,,,,,,,,,,,,,,"Women+",,,,,,,,,,,,,,,,,,,,,,,,
"Type of migrant 5 6","Immigrants 10",,,,,"Emigrants 6 11 12",,,,,"Returning emigrants 6 12 13",,,,,"Net temporary emigration 6 12 14",,,,,"Net non-permanent residents 15 16 17",,,,,"Immigrants 10",,,,,"Emigrants 6 11 12",,,,,"Returning emigrants 6 12 13",,,,,"Net temporary emigration 6 12 14",,,,,"Net non-permanent residents 15 16 17",,,,,"Immigrants 10",,,,,"Emigrants 6 11 12",,,,,"Returning emigrants 6 12 13",,,,,"Net temporary emigration 6 12 14",,,,,"Net non-permanent residents 15 16 17",,,,,"Immigrants 10",,,,,"Emigrants 6 11 12",,,,,"Returning emigrants 6 12 13",,,,,"Net temporary emigration 6 12 14",,,,,"Net non-permanent residents 15 16 17",,,,,"Immigrants 10",,,,,"Emigrants 6 11 12",,,,,"Returning emigrants 6 12 13",,,,,"Net temporary emigration 6 12 14",,,,,"Net non-permanent residents 15 16 17",,,,,"Immigrants 10",,,,,"Emigrants 6 11 12",,,,,"Returning emigrants 6 12 13",,,,,"Net temporary emigration 6 12 14",,,,,"Net non-permanent residents 15 16 17",,,,,"Immigrants 10",,,,,"Emigrants 6 11 12",,,,,"Returning emigrants 6 12 13",,,,,"Net temporary emigration 6 12 14",,,,,"Net non-permanent residents 15 16 17",,,,,"Immigrants 10",,,,,"Emigrants 6 11 12",,,,,"Returning emigrants 6 12 13",,,,,"Net temporary emigration 6 12 14",,,,,"Net non-permanent residents 15 16 17",,,,,"Immigrants 10",,,,,"Emigrants 6 11 12",,,,,"Returning emigrants 6 12 13",,,,,"Net temporary emigration 6 12 14",,,,,"Net non-permanent residents 15 16 17",,,,,"Immigrants 10",,,,,"Emigrants 6 11 12",,,,,"Returning emigrants 6 12 13",,,,,"Net temporary emigration 6 12 14",,,,,"Net non-permanent residents 15 16 17",,,,,"Immigrants 10",,,,,"Emigrants 6 11 12",,,,,"Returning emigrants 6 12 13",,,,,"Net temporary emigration 6 12 14",,,,,"Net non-permanent residents 15 16 17",,,,,"Immigrants 10",,,,,"Emigrants 6 11 12",,,,,"Returning emigrants 6 12 13",,,,,"Net temporary emigration 6 12 14",,,,,"Net non-permanent residents 15 16 17",,,,,"Immigrants 10",,,,,"Emigrants 6 11 12",,,,,"Returning emigrants 6 12 13",,,,,"Net temporary emigration 6 12 14",,,,,"Net non-permanent residents 15 16 17",,,,,"Immigrants 10",,,,,"Emigrants 6 11 12",,,,,"Returning emigrants 6 12 13",,,,,"Net temporary emigration 6 12 14",,,,,"Net non-permanent residents 15 16 17",,,,,"Immigrants 10",,,,,"Emigrants 6 11 12",,,,,"Returning emigrants 6 12 13",,,,,"Net temporary emigration 6 12 14",,,,,"Net non-permanent residents 15 16 17",,,,,"Immigrants 10",,,,,"Emigrants 6 11 12",,,,,"Returning emigrants 6 12 13",,,,,"Net temporary emigration 6 12 14",,,,,"Net non-permanent residents 15 16 17",,,,,"Immigrants 10",,,,,"Emigrants 6 11 12",,,,,"Returning emigrants 6 12 13",,,,,"Net temporary emigration 6 12 14",,,,,"Net non-permanent residents 15 16 17",,,,,"Immigrants 10",,,,,"Emigrants 6 11 12",,,,,"Returning emigrants 6 12 13",,,,,"Net temporary emigration 6 12 14",,,,,"Net non-permanent residents 15 16 17",,,,,"Immigrants 10",,,,,"Emigrants 6 11 12",,,,,"Returning emigrants 6 12 13",,,,,"Net temporary emigration 6 12 14",,,,,"Net non-permanent residents 15 16 17",,,,,"Immigrants 10",,,,,"Emigrants 6 11 12",,,,,"Returning emigrants 6 12 13",,,,,"Net temporary emigration 6 12 14",,,,,"Net non-permanent residents 15 16 17",,,,,"Immigrants 10",,,,,"Emigrants 6 11 12",,,,,"Returning emigrants 6 12 13",,,,,"Net temporary emigration 6 12 14",,,,,"Net non-permanent residents 15 16 17",,,,,"Immigrants 10",,,,,"Emigrants 6 11 12",,,,,"Returning emigrants 6 12 13",,,,,"Net temporary emigration 6 12 14",,,,,"Net non-permanent residents 15 16 17",,,,,"Immigrants 10",,,,,"Emigrants 6 11 12",,,,,"Returning emigrants 6 12 13",,,,,"Net temporary emigration 6 12 14",,,,,"Net non-permanent residents 15 16 17",,,,,"Immigrants 10",,,,,"Emigrants 6 11 12",,,,,"Returning emigrants 6 12 13",,,,,"Net temporary emigration 6 12 14",,,,,"Net non-permanent residents 15 16 17",,,,,"Immigrants 10",,,,,"Emigrants 6 11 12",,,,,"Returning emigrants 6 12 13",,,,,"Net temporary emigration 6 12 14",,,,,"Net non-permanent residents 15 16 17",,,,,"Immigrants 10",,,,,"Emigrants 6 11 12",,,,,"Returning emigrants 6 12 13",,,,,"Net temporary emigration 6 12 14",,,,,"Net non-permanent residents 15 16 17",,,,,"Immigrants 10",,,,,"Emigrants 6 11 12",,,,,"Returning emigrants 6 12 13",,,,,"Net temporary emigration 6 12 14",,,,,"Net non-permanent residents 15 16 17",,,,,"Immigrants 10",,,,,"Emigrants 6 11 12",,,,,"Returning emigrants 6 12 13",,,,,"Net temporary emigration 6 12 14",,,,,"Net non-permanent residents 15 16 17",,,,
"Age group 2 7","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025","2020 / 2021","2021 / 2022","2022 / 2023","2023 / 2024","2024 / 2025"
,"Persons",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-1 year 18","1","4","7","5","2","2","1","0","0","0","1","0","0","0","0","..","..","..","..","..","0","0","0","0","0","1","6","5","7","3","1","1","0","0","0","0","0","0","0","0","..","..","..","..","..","0","1","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","..","..","..","..","..","0","0","0","0","0","0","0","2","5","1","0","0","0","0","0","0","0","0","0","0","..","..","..","..","..","0","0","0","0","0","0","11","10","6","8","2","4","5","5","5","3","3","2","2","2","..","..","..","..","..","0","0","2","0","0","0","13","10","8","4","2","4","6","7","7","3","3","2","2","2","..","..","..","..","..","0","0","1","0","1","2","14","17","22","11","2","3","3","3","3","1","1","2","1","1","..","..","..","..","..","0","1","1","0","1","0","11","12","26","7","2","2","4","4","4","1","1","2","2","2","..","..","..","..","..","0","0","2","0","1","2","12","28","26","28","36","52","52","54","56","29","32","25","27","27","..","..","..","..","..","2","176","70","28","53","6","18","27","40","29","30","42","47","49","51","26","29","24","25","26","..","..","..","..","..","1","159","63","47","47","29","164","265","192","154","92","138","153","155","160","73","81","79","81","83","..","..","..","..","..","2","48","54","44","43","19","166","219","196","198","89","144","152","155","160","68","80","78","79","82","..","..","..","..","..","7","38","63","42","33","3","24","19","23","19","10","13","8","7","7","5","5","6","5","5","..","..","..","..","..","0","3","5","1","0","4","27","29","24","17","8","12","10","9","10","5","5","6","6","6","..","..","..","..","..","0","0","1","1","0","5","22","33","15","12","6","7","5","5","5","2","4","4","4","4","..","..","..","..","..","0","0","0","1","1","1","12","46","26","16","5","6","6","6","6","2","4","4","4","4","..","..","..","..","..","0","0","1","1","1","7","63","65","68","69","36","51","47","48","49","21","27","28","28","29","..","..","..","..","..","0","14","8","7","2","9","78","64","68","64","39","49","39","39","40","20","26","26","26","27","..","..","..","..","..","0","13","10","6","3","1","48","50","39","28","36","57","65","71","72","25","29","30","31","33","..","..","..","..","..","0","12","24","22","20","5","34","56","42","26","32","48","52","56","58","22","27","27","28","29","..","..","..","..","..","3","5","6","7","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","..","..","..","..","..","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","..","..","..","..","..","0","0","0","0","0","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","..","..","..","..","..","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","..","..","..","..","..","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","..","..","..","..","..","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","..","..","..","..","..","0","0","0","0","0"
"0 to 4 years","31","92","224","210","209","10","13","10","10","10","5","10","5","5","5","..","..","..","..","..","1","26","64","77","63","30","94","211","197","171","10","12","10","10","9","6","10","7","6","6","..","..","..","..","..","3","33","82","124","66","23","50","54","84","65","1","10","10","10","10","4","5","5","5","5","..","..","..","..","..","7","30","46","44","37","16","50","53","80","53","1","10","10","10","10","2","5","5","5","5","..","..","..","..","..","2","6","25","16","3","118","338","409","380","306","24","45","40","45","46","23","28","15","16","18","..","..","..","..","..","17","118","279","322","210","104","326","393","314","259","20","38","58","62","63","21","26","20","20","20","..","..","..","..","..","20","87","207","272","143","110","289","540","712","552","18","27","36","34","37","17","20","10","10","11","..","..","..","..","..","12","74","156","180","127","100","277","470","628","543","13","23","20","19","19","15","17","8","8","8","..","..","..","..","..","9","76","165","202","156","783","1,371","1,696","2,129","2,031","384","554","579","605","624","274","311","257","266","273","..","..","..","..","..","-342","1,970","2,909","2,710","1,584","735","1,293","1,688","2,088","1,933","367","508","539","564","579","254","293","239","250","257","..","..","..","..","..","-373","1,767","2,586","2,472","1,448","2,309","4,567","5,698","5,136","5,089","956","1,491","1,684","1,711","1,764","689","799","791","807","830","..","..","..","..","..","90","1,845","4,326","6,078","3,205","2,223","4,466","5,490","4,970","4,916","887","1,455","1,580","1,608","1,657","626","763","742","759","781","..","..","..","..","..","77","1,727","3,983","5,741","2,669","275","629","828","748","590","112","153","108","98","101","50","57","57","53","55","..","..","..","..","..","21","117","338","399","115","246","589","779","694","641","103","142","114","102","105","44","54","55","51","54","..","..","..","..","..","23","127","308","381","186","269","561","1,137","989","636","67","92","69","66","67","25","43","43","41","43","..","..","..","..","..","25","72","151","246","124","273","546","1,055","889","629","50","77","85","80","85","20","37","43","42","42","..","..","..","..","..","9","88","196","284","170","593","1,545","1,729","1,940","2,033","398","532","530","531","547","198","261","274","275","284","..","..","..","..","..","27","339","974","1,674","890","604","1,384","1,729","1,830","1,741","412","552","541","542","559","188","259","265","267","276","..","..","..","..","..","19","426","976","1,746","1,095","537","1,385","1,509","1,306","1,088","311","490","606","652","676","223","266","277","296","305","..","..","..","..","..","121","544","1,018","1,241","699","511","1,277","1,349","1,316","1,016","293","479","581","629","648","203","254","261","280","289","..","..","..","..","..","90","599","1,121","1,439","893","4","12","9","21","20","0","5","0","0","0","0","0","0","0","0","..","..","..","..","..","2","3","14","14","0","3","4","8","20","12","0","5","0","0","0","0","0","0","0","0","..","..","..","..","..","0","9","16","27","22","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","5","5","3","2","12","0","0","0","0","0","0","0","0","0","0","..","..","..","..","..","0","1","4","3","1","2","5","8","10","13","0","0","0","0","1","0","0","0","0","0","..","..","..","..","..","0","0","0","0","2","0","2","0","1","2","0","0","0","0","0","0","0","0","0","0","..","..","..","..","..","0","0","0","1","0","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","..","..","..","..","..","0","0","0","8","0"
